date,spsl20_points
2019-08-05,2906.6799
2019-08-06,2896.52
2019-08-07,2859.98
2019-08-08,2898.1001
2019-08-09,2885.79
2019-08-12,2955.3701
2019-08-14,2960.5801
2019-08-16,2904.5901
2019-08-19,2905.8101
2019-08-20,2896.1399
2019-08-21,2914.5801
2019-08-22,2918.03
2019-08-23,2898.29
2019-08-26,2902.8
2019-08-27,2891.72
2019-08-28,2921.5901
2019-08-29,2928.7
2019-08-30,2924.6499
2019-09-02,2908.4399
2019-09-03,2888.3401
2019-09-04,2887.05
2019-09-05,2878.99
2019-09-06,2859.9399
2019-09-09,2817.76
2019-09-10,2831.3999
2019-09-11,2815.3
2019-09-12,2805.53
2019-09-13,2815.05
2019-09-17,2807.96
2019-09-18,2786.6001
2019-09-19,2778.05
2019-09-20,2786.95
2019-09-23,2766.0601
2019-09-24,2759.75
2019-09-25,2746.9199
2019-09-26,2741.3899
2019-09-27,2754.9099
2019-09-30,2764.01
2019-10-01,2759.72
2019-10-02,2760.9199
2019-10-03,2746.8201
2019-10-04,2744.78
2019-10-07,2759.29
2019-10-08,2778.22
2019-10-09,2793.5601
2019-10-10,2862.05
2019-10-11,2864.77
2019-10-14,2866.4399
2019-10-15,2900.26
2019-10-16,2878.0
2019-10-17,2881.0601
2019-10-18,2887.8601
2019-10-21,2905.27
2019-10-22,2912.6599
2019-10-23,2926.77
2019-10-24,2922.3501
2019-10-25,2932.3601
2019-10-28,2935.3101
2019-10-29,2940.8601
2019-10-30,2951.3899
2019-10-31,2950.3301
2019-11-01,2980.1101
2019-11-04,2990.3401
2019-11-05,2981.8101
2019-11-06,2981.1001
2019-11-07,2958.23
2019-11-08,2935.3201
2019-11-11,2951.99
2019-11-14,2969.5701
2019-11-15,2964.78
2019-11-18,2986.52
2019-11-19,3046.04
2019-11-20,3062.9099
2019-11-21,3036.1599
2019-11-22,3028.3501
2019-11-25,3022.0
2019-11-26,3003.95
2019-11-27,3011.1001
2019-11-28,3021.24
2019-11-29,3069.23
2019-12-02,3072.1499
2019-12-03,3053.3401
2019-12-04,3049.48
2019-12-05,3031.77
2019-12-06,3000.02
2019-12-09,3000.4299
2019-12-10,2974.47
2019-12-11,2945.24
2019-12-13,2955.22
2019-12-16,2958.71
2019-12-17,2936.1699
2019-12-18,2945.29
2019-12-19,2953.1001
2019-12-20,2946.3401
2019-12-23,2945.8899
2019-12-24,2927.6899
2019-12-25,2948.45
2019-12-27,2965.3401
2019-12-30,2972.0901
2019-12-31,2958.27
2020-01-01,2936.96
2020-01-03,2929.0901
2020-01-06,2928.5
2020-01-07,2893.79
2020-01-08,2857.99
2020-01-09,2782.45
2020-01-10,2830.76
2020-01-14,2816.98
2020-01-15,2829.96
2020-01-17,2807.22
2020-01-20,2791.0601
2020-01-21,2784.6599
2020-01-22,2826.23
2020-01-23,2849.29
2020-01-24,2876.8999
2020-01-27,2883.01
2020-01-28,2843.4299
2020-01-29,2817.73
2020-01-30,2830.2
2020-01-31,2833.6599
2020-02-03,2835.04
2020-02-04,2839.1299
2020-02-06,2840.99
2020-02-07,2839.5601
2020-02-10,2835.3501
2020-02-11,2824.0601
2020-02-12,2801.8501
2020-02-13,2784.8301
2020-02-14,2767.8999
2020-02-17,2773.26
2020-02-18,2768.8501
2020-02-19,2783.6599
2020-02-20,2807.1101
2020-02-21,2788.3101
2020-02-25,2771.3
2020-02-26,2731.3899
2020-02-27,2670.97
2020-02-28,2675.4099
2020-03-02,2631.99
2020-03-03,2646.97
2020-03-04,2656.75
2020-03-05,2586.3101
2020-03-06,2548.3101
2020-03-09,2479.6101
2020-03-11,2361.75
2020-03-12,2405.8
2020-03-13,2293.6899
2020-03-16,2205.97
2020-03-23,1947.42
2020-05-12,1760.53
2020-05-13,1685.45
2020-05-14,1729.15
2020-05-15,1707.02
2020-05-18,1755.51
2020-05-19,1847.71
2020-05-20,1886.65
2020-05-21,1904.14
2020-05-22,2037.04
2020-05-25,2034.38
2020-05-27,1997.2
2020-05-28,2014.36
2020-05-29,2057.7
2020-06-01,2016.08
2020-06-02,1962.2
2020-06-03,1972.78
2020-06-04,1952.34
2020-06-05,1954.5699
2020-06-09,2002.3101
2020-06-10,2041.9
2020-06-11,2039.0699
2020-06-12,2055.0601
2020-06-15,2054.96
2020-06-16,2047.22
2020-06-17,2079.1201
2020-06-18,2130.6699
2020-06-19,2140.51
2020-06-22,2156.53
2020-06-23,2221.3501
2020-06-24,2257.5701
2020-06-25,2275.45
2020-06-26,2287.5601
2020-06-29,2290.8501
2020-06-30,2277.3201
2020-07-01,2268.77
2020-07-02,2258.72
2020-07-03,2229.3201
2020-07-06,2190.75
2020-07-07,2188.5601
2020-07-08,2212.7
2020-07-09,2195.6799
2020-07-10,2205.6599
2020-07-13,2140.1899
2020-07-14,2072.1001
2020-07-15,2113.51
2020-07-16,2095.95
2020-07-17,2126.6299
2020-07-20,2153.5
2020-07-21,2181.1299
2020-07-22,2173.6101
2020-07-23,2158.6101
2020-07-24,2159.6299
2020-07-27,2161.8899
2020-07-28,2178.1699
2020-07-29,2171.4299
2020-07-30,2163.0901
2020-07-31,2153.3999
2020-08-03,2179.6499
2020-08-05,2215.0801
2020-08-06,2209.6699
2020-08-07,2219.54
2020-08-10,2227.1899
2020-08-11,2210.48
2020-08-12,2231.78
2020-08-13,2277.2
2020-08-14,2297.1201
2020-08-17,2320.1001
2020-08-18,2316.99
2020-08-19,2331.1399
2020-08-20,2370.29
2020-08-21,2371.8701
2020-08-24,2394.1799
2020-08-25,2398.98
2020-08-26,2379.6699
2020-08-27,2364.9099
2020-08-28,2353.27
2020-08-31,2360.3799
2020-09-01,2359.75
2020-09-03,2348.3601
2020-09-04,2343.8101
2020-09-07,2321.5701
2020-09-08,2307.8899
2020-09-09,2307.6399
2020-09-10,2334.76
2020-09-11,2342.8501
2020-09-14,2359.24
2020-09-15,2382.77
2020-09-16,2389.3301
2020-09-17,2406.3601
2020-09-18,2480.0701
2020-09-21,2512.3999
2020-09-22,2511.72
2020-09-23,2492.3501
2020-09-24,2486.01
2020-09-25,2481.9199
2020-09-28,2482.0801
2020-09-29,2495.72
2020-09-30,2476.1101
2020-10-01,2465.79
2020-10-05,2454.4299
2020-10-06,2288.51
2020-10-07,2272.22
2020-10-08,2272.8899
2020-10-09,2317.1499
2020-10-12,2348.5
2020-10-13,2334.71
2020-10-14,2308.96
2020-10-15,2346.8301
2020-10-16,2366.1399
2020-10-19,2370.4299
2020-10-20,2382.72
2020-10-21,2387.5601
2020-10-22,2287.6001
2020-10-23,2294.8899
2020-10-26,2297.8799
2020-10-27,2258.3401
2020-10-28,2260.97
2020-10-29,2238.97
2020-10-30,2282.2
2020-11-03,2262.9399
2020-11-04,2294.3899
2020-11-05,2317.8301
2020-11-06,2347.3999
2020-11-09,2370.3
2020-11-10,2379.6899
2020-11-11,2411.6001
2020-11-12,2432.55
2020-11-13,2403.5701
2020-11-16,2401.3701
2020-11-17,2386.6899
2020-11-18,2395.71
2020-11-19,2397.26
2020-11-20,2387.8799
2020-11-23,2390.27
2020-11-24,2388.54
2020-11-25,2399.98
2020-11-26,2416.1799
2020-11-27,2423.6599
2020-11-30,2433.6299
2020-12-01,2453.8701
2020-12-02,2497.9199
2020-12-03,2512.55
2020-12-04,2518.8301
2020-12-07,2534.74
2020-12-08,2582.75
2020-12-09,2642.5
2020-12-10,2641.72
2020-12-11,2628.49
2020-12-14,2627.8101
2020-12-15,2634.8401
2020-12-16,2607.8701
2020-12-17,2602.6899
2020-12-18,2583.01
2020-12-21,2572.95
2020-12-22,2580.21
2020-12-23,2584.6299
2020-12-24,2574.73
2020-12-25,2599.6699
2020-12-29,2614.8401
2020-12-31,2631.53
2021-01-01,2638.1001
2021-01-05,2687.45
2021-01-06,2707.6399
2021-01-07,2703.1899
2021-01-08,2692.5601
2021-01-11,2704.8701
2021-01-12,2730.8501
2021-01-13,2742.4099
2021-01-14,2782.1699
2021-01-18,2902.98
2021-01-19,3003.3
2021-01-20,3059.03
2021-01-21,3096.3501
2021-01-22,3196.73
2021-01-25,3312.3501
2021-01-26,3500.8201
2021-01-27,3504.05
2021-01-28,3505.3301
2021-02-01,3514.1799
2021-02-02,3439.1499
2021-02-03,3187.3799
2021-02-04,3293.45
2021-02-08,3304.3
2021-02-09,3227.6599
2021-02-10,3169.9199
2021-02-11,3087.7
2021-02-12,3039.28
2021-02-15,3180.24
2021-02-16,3163.5901
2021-02-17,3032.21
2021-02-18,3027.6599
2021-02-19,3086.04
2021-02-22,3098.1201
2021-02-23,3029.79
2021-02-24,2898.4299
2021-02-25,2899.0
2021-02-26,2966.6299
2021-03-02,2964.3
2021-03-03,2909.77
2021-03-04,2836.75
2021-03-05,2768.8799
2021-03-08,2791.5701
2021-03-09,2906.6899
2021-03-10,2909.98
2021-03-11,2867.8201
2021-03-15,2893.4399
2021-03-16,2862.8101
2021-03-17,2845.51
2021-03-18,2816.9199
2021-03-19,2774.78
2021-03-22,2757.45
2021-03-23,2786.1201
2021-03-24,2801.79
2021-03-25,2871.0801
2021-03-26,2854.25
2021-03-29,2866.6599
2021-03-30,2884.1399
2021-03-31,2881.6699
2021-04-01,2850.1201
2021-04-02,2867.72
2021-04-06,2874.3
2021-04-07,2934.48
2021-04-08,2954.9399
2021-04-09,3002.71
2021-04-12,3020.5701
2021-04-13,3064.6499
2021-04-16,3079.8601
2021-04-19,3071.5
2021-04-20,3042.1499
2021-04-21,2955.5601
2021-04-22,2977.3201
2021-04-23,2931.5901
2021-04-26,2879.1699
2021-04-28,2802.0601
2021-04-29,2878.8
2021-04-30,2862.3201
2021-05-03,2869.25
2021-05-04,2850.0901
2021-05-05,2815.9399
2021-05-06,2832.6699
2021-05-07,2838.96
2021-05-10,2875.6399
2021-05-11,2838.1899
2021-05-12,2843.3999
2021-05-13,2850.4299
2021-05-14,2869.52
2021-05-18,2941.0701
2021-05-19,2956.04
2021-05-20,2953.6799
2021-05-21,2926.78
2021-05-24,2900.3401
2021-05-25,2900.6101
2021-05-26,2925.8701
2021-05-31,2955.71
2021-06-01,2978.8101
2021-06-02,3002.3101
2021-06-03,3000.9199
2021-06-04,3025.76
2021-06-07,3046.47
2021-06-08,3055.1399
2021-06-09,3033.01
2021-06-10,3042.47
2021-06-11,3074.1001
2021-06-14,3067.03
2021-06-15,3054.9399
2021-06-16,3051.52
2021-06-17,3072.6699
2021-06-18,3079.5901
2021-06-21,3083.3799
2021-06-22,3064.45
2021-06-23,3026.0801
2021-06-24,3029.6001
2021-06-28,3042.6299
2021-06-29,3037.78
2021-06-30,3002.96
2021-07-01,2968.26
2021-07-02,2956.1201
2021-07-05,2970.75
2021-07-06,2952.96
2021-07-07,2931.3101
2021-07-08,2936.4099
2021-07-09,2955.8799
2021-07-12,2979.01
2021-07-13,2987.75
2021-07-14,3002.27
2021-07-15,3012.1699
2021-07-16,3031.3201
2021-07-19,3030.27
2021-07-20,3081.9399
2021-07-21,3095.0901
2021-07-23,3092.3101
2021-07-27,3077.95
2021-07-28,3048.22
2021-07-29,3050.99
2021-07-30,3071.54
2021-08-02,3062.1699
2021-08-03,3072.3799
2021-08-04,3111.1499
2021-08-05,3109.97
2021-08-06,3037.6101
2021-08-09,3056.02
2021-08-10,3044.05
2021-08-11,3032.24
2021-08-12,3041.1699
2021-08-13,2989.02
2021-08-16,2990.9099
2021-08-17,2988.0601
2021-08-18,3033.98
2021-08-19,3086.0
2021-08-20,3053.0
2021-08-23,3048.6399
2021-08-24,3148.1599
2021-08-25,3176.3999
2021-08-26,3189.22
2021-08-27,3341.2
2021-08-30,3355.0901
2021-08-31,3303.0901
2021-09-01,3375.73
2021-09-02,3440.5
2021-09-03,3501.74
2021-09-06,3497.05
2021-09-07,3455.23
2021-09-08,3417.6899
2021-09-09,3335.98
2021-09-10,3379.8301
2021-09-13,3330.1201
2021-09-14,3214.1201
2021-09-15,3265.4099
2021-09-16,3335.1699
2021-09-17,3306.6699
2021-09-20,3292.0601
2021-09-22,3268.55
2021-09-23,3295.1599
2021-09-24,3317.4399
2021-09-27,3358.75
2021-09-28,3427.4299
2021-09-29,3453.3501
2021-09-30,3511.2
2021-10-01,3553.3899
2021-10-04,3540.9199
2021-10-05,3547.3
2021-10-06,3543.02
2021-10-07,3615.95
2021-10-08,3616.95
2021-10-11,3610.9199
2021-10-12,3577.78
2021-10-13,3574.8401
2021-10-14,3516.98
2021-10-15,3547.53
2021-10-18,3549.1699
2021-10-19,3557.1799
2021-10-22,3578.6799
2021-10-25,3604.95
2021-10-26,3652.6101
2021-10-27,3662.6799
2021-10-28,3695.73
2021-10-29,3692.5801
2021-11-01,3711.8501
2021-11-02,3677.6499
2021-11-03,3684.4299
2021-11-04,3660.1201
2021-11-08,3640.27
2021-11-09,3649.9099
2021-11-10,3590.0701
2021-11-11,3636.8899
2021-11-12,3623.3601
2021-11-15,3621.25
2021-11-16,3608.3601
2021-11-17,3621.22
2021-11-18,3657.8701
2021-11-22,3691.03
2021-11-23,3707.6499
2021-11-24,3755.74
2021-11-25,3747.3
2021-11-26,3767.1001
2021-11-29,3828.9099
2021-11-30,3836.4199
2021-12-01,3900.02
2021-12-02,3909.3401
2021-12-03,3916.3301
2021-12-06,3887.1001
2021-12-07,3966.3701
2021-12-08,3966.47
2021-12-09,3966.1499
2021-12-10,3995.74
2021-12-13,4082.51
2021-12-14,4200.29
2021-12-15,4241.8901
2021-12-16,4242.0601
2021-12-17,4222.9902
2021-12-20,4258.0801
2021-12-21,4190.9502
2021-12-22,4185.2402
2021-12-23,4217.96
2021-12-24,4251.5298
2021-12-28,4214.3101
2021-12-29,4214.4902
2021-12-30,4210.7598
2021-12-31,4225.23
2022-01-03,4232.02
2022-01-04,4348.2402
2022-01-05,4394.8501
2022-01-06,4453.6802
2022-01-07,4527.0601
2022-01-10,4568.6401
2022-01-11,4531.4502
2022-01-12,4525.8599
2022-01-13,4497.21
2022-01-14,4565.3901
2022-01-19,4618.4502
2022-01-20,4632.2202
2022-01-21,4609.9102
2022-01-24,4612.29
2022-01-25,4635.2598
2022-01-26,4515.9399
2022-01-27,4487.0
2022-01-28,4400.1802
2022-01-31,4396.8799
2022-02-01,4395.9199
2022-02-02,4338.3599
2022-02-03,4193.0298
2022-02-04,4351.8501
2022-02-08,4280.8599
2022-02-09,4174.1602
2022-02-10,4052.5801
2022-02-11,4117.5298
2022-02-14,4238.8999
2022-02-15,4233.5498
2022-02-16,4218.46
2022-02-18,4222.6499
2022-02-21,4144.3301
2022-02-22,3936.6699
2022-02-23,3933.8401
2022-02-24,3767.9299
2022-02-25,3594.1201
2022-02-28,3751.5601
2022-03-01,3946.73
2022-03-03,3875.9399
2022-03-04,3783.0901
2022-03-07,3820.9099
2022-03-08,3702.6001
2022-03-09,3593.3899
2022-03-10,3434.3501
2022-03-11,3763.5701
2022-03-14,3658.73
2022-03-15,3613.49
2022-03-16,3512.5
2022-03-17,3517.96
2022-03-21,3588.1101
2022-03-22,3615.3
2022-03-23,3611.1799
2022-03-24,3596.6899
2022-03-25,3616.1499
2022-03-28,3649.9299
2022-03-29,3533.6599
2022-03-30,3351.6101
2022-03-31,3182.1799
2022-04-01,2974.98
2022-04-04,2716.2
2022-04-05,2788.97
2022-04-06,2872.3999
2022-04-07,2786.8101
2022-04-08,2674.71
2022-04-11,2621.51
2022-04-26,2292.3201
2022-04-27,2122.9399
2022-04-28,2413.4199
2022-04-29,2532.52
2022-05-02,2488.21
2022-05-05,2516.0601
2022-05-06,2478.6699
2022-05-09,2411.3999
2022-05-10,2436.8701
2022-05-13,2536.6399
2022-05-16,2669.73
2022-05-18,2819.5
2022-05-19,2802.05
2022-05-20,2700.6299
2022-05-23,2800.6399
2022-05-24,2856.8999
2022-05-25,2805.6201
2022-05-26,2776.7
2022-05-27,2744.9399
2022-05-30,2729.1899
2022-05-31,2715.1299
2022-06-01,2686.3101
2022-06-02,2656.9199
2022-06-03,2674.6101
2022-06-06,2646.5601
2022-06-07,2515.01
2022-06-08,2513.53
2022-06-09,2528.73
2022-06-10,2585.3701
2022-06-13,2556.9399
2022-06-14,2543.8
2022-06-16,2480.3701
2022-06-17,2460.54
2022-06-20,2365.49
2022-06-21,2391.4099
2022-06-22,2408.2
2022-06-23,2418.0601
2022-06-24,2449.29
2022-06-27,2478.97
2022-06-28,2377.25
2022-06-29,2344.3301
2022-06-30,2361.98
2022-07-01,2339.28
2022-07-04,2389.29
2022-07-05,2345.9199
2022-07-06,2289.5
2022-07-07,2242.4099
2022-07-08,2231.25
2022-07-11,2247.3601
2022-07-12,2361.4199
2022-07-13,2366.74
2022-07-15,2350.0801
2022-07-18,2399.1399
2022-07-19,2418.73
2022-07-20,2474.1101
2022-07-21,2466.6899
2022-07-22,2486.6799
2022-07-25,2468.8
2022-07-26,2446.6899
2022-07-27,2426.26
2022-07-28,2428.6599
2022-07-29,2441.01
2022-08-01,2446.1299
2022-08-02,2438.8799
2022-08-03,2512.8201
2022-08-04,2607.5601
2022-08-05,2706.04
2022-08-08,2721.29
2022-08-09,2814.1399
2022-08-10,2784.6599
2022-08-11,2962.74
2022-08-15,3088.46
2022-08-16,3097.5
2022-08-17,3037.0701
2022-08-18,2980.6699
2022-08-19,2969.3601
2022-08-22,2984.75
2022-08-23,3030.22
2022-08-24,2995.1599
2022-08-25,2944.72
2022-08-26,2858.5701
2022-08-29,2871.8899
2022-08-30,2834.72
2022-08-31,2861.3601
2022-09-01,2938.6699
2022-09-02,3008.98
2022-09-05,3005.76
2022-09-06,3029.3799
2022-09-07,3011.98
2022-09-08,3028.1699
2022-09-09,3082.74
2022-09-12,3152.4299
2022-09-13,3160.6001
2022-09-14,3152.53
2022-09-15,3193.0901
2022-09-16,3251.21
2022-09-19,3253.4399
2022-09-20,3224.25
2022-09-21,3205.22
2022-09-22,3216.8401
2022-09-23,3229.78
2022-09-26,3212.1499
2022-09-27,3168.22
2022-09-28,3181.8799
2022-09-29,3187.22
2022-09-30,3168.8999
2022-10-03,3162.1201
2022-10-04,3009.3101
2022-10-05,2894.9199
2022-10-06,2908.79
2022-10-07,2802.6499
2022-10-10,2795.6399
2022-10-12,2639.6001
2022-10-13,2732.6001
2022-10-14,2810.1499
2022-10-17,2788.28
2022-10-18,2725.0901
2022-10-19,2690.3601
2022-10-20,2672.3301
2022-10-21,2616.8101
2022-10-24,2605.3401
2022-10-26,2550.8
2022-10-27,2626.1699
2022-10-28,2677.3401
2022-10-31,2636.1101
2022-11-01,2590.73
2022-11-02,2631.6001
2022-11-03,2606.8899
2022-11-04,2594.78
2022-11-07,2594.05
2022-11-09,2517.42
2022-11-10,2545.38
2022-11-11,2565.66
2022-11-14,2579.68
2022-11-15,2570.49
2022-11-16,2551.15
2022-11-17,2483.05
2022-11-18,2473.16
2022-11-21,2389.2
2022-11-22,2379.83
2022-11-23,2464.87
2022-11-24,2513.46
2022-11-25,2456.91
2022-11-28,2550.79
2022-11-29,2639.21
2022-11-30,2655.9
2022-12-01,2721.52
2022-12-02,2743.42
2022-12-05,2766.55
2022-12-06,2811.64
2022-12-07,2853.12
2022-12-09,2837.26
2022-12-12,2830.39
2022-12-13,2820.31
2022-12-14,2824.78
2022-12-15,2838.3
2022-12-16,2805.63
2022-12-19,2806.16
2022-12-20,2741.55
2022-12-21,2688.37
2022-12-22,2661.41
2022-12-23,2638.84
2022-12-26,2642.97
2022-12-28,2642.43
2022-12-29,2636.11
2022-12-30,2631.7
2023-01-02,2649.39
2023-01-03,2652.2
2023-01-04,2658.3
2023-01-05,2636.93
2023-01-06,2619.88
2023-01-10,2577.92
2023-01-11,2566.97
2023-01-12,2560.83
2023-01-13,2550.2
2023-01-16,2531.54
2023-01-18,2603.12
2023-01-19,2613.69
2023-01-20,2661.73
2023-01-23,2725.39
2023-01-24,2832.37
2023-01-25,2786.38
2023-01-26,2809.95
2023-01-27,2804.44
2023-01-30,2822.91
2023-01-31,2786.72
2023-02-01,2764.96
2023-02-02,2809.8
2023-02-03,2815.41
2023-02-06,2865.82
2023-02-07,2843.47
2023-02-08,2792.8
2023-02-09,2783.46
2023-02-10,2769.6
2023-02-13,2766.94
2023-02-14,2689.57
2023-02-15,2652.75
2023-02-16,2664.17
2023-02-17,2721.26
2023-02-20,2719.79
2023-02-21,2786.28
2023-02-22,2813.36
2023-02-23,2795.35
2023-02-24,2827.85
2023-02-27,2838.78
2023-02-28,2810.88
2023-03-01,2799.32
2023-03-02,2817.24
2023-03-03,2836.14
2023-03-06,2842.44
2023-03-08,2873.65
2023-03-09,2863.61
2023-03-10,2865.25
2023-03-13,2829.26
2023-03-14,2797.94
2023-03-15,2790.56
2023-03-16,2809.98
2023-03-17,2812.78
2023-03-20,2845.5
2023-03-21,2855.86
2023-03-22,2793.83
2023-03-23,2776.18
2023-03-24,2721.47
2023-03-27,2730.62
2023-03-28,2673.87
2023-03-29,2666.11
2023-03-30,2681.15
2023-03-31,2676.2
2023-04-03,2680.5
2023-04-04,2693.74
2023-04-05,2670.59
2023-04-07,2698.87
2023-04-11,2732.71
2023-04-12,2775.23
2023-04-13,2756.64
2023-04-18,2774.94
2023-04-19,2744.33
2023-04-20,2721.51
2023-04-21,2722.2
2023-04-24,2716.64
2023-04-25,2684.84
2023-04-26,2673.94
2023-04-27,2647.34
2023-04-28,2624.85
2023-05-01,2623.97
2023-05-03,2524.71
2023-05-04,2544.0
2023-05-05,2560.69
2023-05-09,2612.5
2023-05-10,2607.4
2023-05-11,2587.71
2023-05-12,2608.24
2023-05-15,2598.71
2023-05-16,2574.15
2023-05-17,2545.6
2023-05-18,2535.18
2023-05-19,2514.09
2023-05-22,2483.25
2023-05-23,2439.88
2023-05-24,2466.78
2023-05-25,2506.92
2023-05-26,2493.82
2023-05-29,2485.22
2023-05-30,2438.93
2023-05-31,2432.34
2023-06-01,2429.58
2023-06-02,2477.53
2023-06-05,2499.32
2023-06-06,2494.26
2023-06-07,2477.87
2023-06-08,2468.44
2023-06-09,2479.87
2023-06-12,2492.35
2023-06-13,2556.31
2023-06-14,2573.8
2023-06-15,2653.1
2023-06-16,2645.33
2023-06-19,2639.56
2023-06-20,2611.51
2023-06-21,2615.6
2023-06-22,2662.08
2023-06-23,2668.14
2023-06-26,2674.34
2023-06-27,2731.84
2023-06-28,2695.25
2023-06-29,2718.82
2023-07-05,2992.82
2023-07-06,3009.09
2023-07-07,3013.82
2023-07-10,3028.63
2023-07-11,3001.79
2023-07-12,3008.58
2023-07-13,3066.11
2023-07-14,3068.73
2023-07-17,3119.2
2023-07-18,3164.36
2023-07-19,3172.0
2023-07-20,3190.28
2023-07-21,3217.81
2023-07-24,3230.39
2023-07-25,3211.75
2023-07-26,3190.38
2023-07-27,3169.63
2023-07-28,3287.63
2023-07-31,3279.98
2023-08-01,3314.23
2023-08-03,3330.43
2023-08-04,3385.82
2023-08-07,3406.05
2023-08-08,3456.95
2023-08-09,3482.29
2023-08-10,3449.49
2023-08-11,3450.87
2023-08-14,3425.08
2023-08-15,3305.78
2023-08-16,3264.67
2023-08-17,3329.95
2023-08-18,3306.06
2023-08-21,3269.65
2023-08-22,3229.84
2023-08-23,3209.48
2023-08-24,3253.42
2023-08-25,3193.66
2023-08-28,3167.73
2023-08-29,3152.86
2023-08-30,3155.96
2023-09-01,3134.06
2023-09-04,3182.36
2023-09-05,3234.63
2023-09-06,3277.29
2023-09-07,3223.16
2023-09-08,3224.01
2023-09-11,3252.22
2023-09-12,3228.9
2023-09-13,3209.59
2023-09-14,3239.86
2023-09-15,3266.41
2023-09-18,3248.25
2023-09-19,3216.89
2023-09-20,3179.69
2023-09-21,3177.62
2023-09-22,3158.74
2023-09-25,3179.53
2023-09-26,3165.32
2023-09-27,3177.95
2023-09-28,3203.89
2023-10-03,3153.32
2023-10-04,3113.09
2023-10-05,3125.94
2023-10-06,3119.34
2023-10-09,3099.5
2023-10-10,3049.85
2023-10-11,3040.24
2023-10-12,3005.64
2023-10-13,3047.12
2023-10-16,3047.35
2023-10-17,3006.22
2023-10-18,2975.13
2023-10-19,2949.11
2023-10-20,2959.4
2023-10-23,3059.0
2023-10-24,3057.8
2023-10-25,3018.71
2023-10-26,2982.72
2023-10-27,2970.77
2023-10-30,3022.22
2023-10-31,3019.81
2023-11-01,2998.84
2023-11-02,3045.94
2023-11-03,3049.36
2023-11-06,3032.29
2023-11-07,3055.96
2023-11-08,3078.83
2023-11-09,3110.17
2023-11-10,3091.7
2023-11-13,3079.02
2023-11-14,3089.3
2023-11-15,3047.04
2023-11-16,3034.59
2023-11-17,3011.74
2023-11-20,3011.04
2023-11-21,2982.5
2023-11-22,2976.88
2023-11-23,2979.64
2023-11-24,2979.02
2023-11-27,2984.08
2023-11-28,2975.95
2023-11-29,2972.22
2023-11-30,2991.8
2023-12-01,3021.15
2023-12-04,3060.51
2023-12-05,3068.51
2023-12-06,3058.96
2023-12-07,3058.67
2023-12-08,3069.96
2023-12-11,3112.31
2023-12-12,3143.65
2023-12-13,3145.64
2023-12-14,3135.31
2023-12-15,3122.32
2023-12-18,3099.18
2023-12-19,3076.49
2023-12-20,3050.77
2023-12-21,3049.37
2023-12-22,3059.93
2023-12-25,3044.56
2023-12-28,3053.67
2023-12-29,3058.57
2024-01-01,3077.01
2024-01-03,3085.98
2024-01-04,3098.91
2024-01-05,3093.66
2024-01-08,3097.32
2024-01-09,3078.61
2024-01-10,3076.09
2024-01-11,3057.27
2024-01-12,3031.96
2024-01-15,3028.3
2024-01-17,3003.03
2024-01-18,2976.76
2024-01-19,2956.58
2024-01-22,2955.63
2024-01-23,2922.48
2024-01-24,2904.36
2024-01-25,2903.32
2024-01-29,2927.49
2024-01-30,2911.85
2024-01-31,2901.81
2024-02-01,2905.31
2024-02-02,2943.53
2024-02-05,2954.18
2024-02-07,2994.71
2024-02-08,2999.59
2024-02-09,3015.99
2024-02-12,3025.54
2024-02-13,3031.93
2024-02-14,3024.9
2024-02-15,3029.37
2024-02-16,3038.93
2024-02-19,3055.2
2024-02-20,3066.59
2024-02-21,3070.3
2024-02-22,3074.13
2024-02-23,3070.15
2024-02-27,3058.61
2024-02-28,3053.94
2024-02-29,3063.78
2024-03-01,3045.4
2024-03-04,3054.79
2024-03-05,3088.85
2024-03-06,3096.95
2024-03-07,3107.07
2024-03-08,3162.73
2024-03-12,3177.03
2024-03-13,3186.74
2024-03-14,3224.2
2024-03-15,3232.24
2024-03-18,3250.1
2024-03-19,3236.14
2024-03-20,3214.42
2024-03-21,3208.8
2024-03-22,3189.95
2024-03-25,3224.25
2024-03-26,3227.68
2024-03-27,3277.4
2024-03-28,3302.01
2024-03-29,3326.28
2024-04-02,3334.43
2024-04-03,3351.6
2024-04-04,3404.94
2024-04-05,3433.68
2024-04-08,3490.34
2024-04-09,3542.49
2024-04-10,3550.44
2024-04-11,3580.64
2024-04-16,3565.91
2024-04-17,3472.53
2024-04-18,3488.71
2024-04-19,3482.51
2024-04-22,3456.94
2024-04-23,3493.85
2024-04-25,3492.99
2024-04-26,3599.66
2024-04-29,3643.48
2024-04-30,3686.89
2024-05-01,3691.66
2024-05-03,3681.41
2024-05-06,3668.99
2024-05-07,3648.93
2024-05-08,3647.47
2024-05-09,3645.57
2024-05-10,3683.85
2024-05-13,3735.66
2024-05-14,3726.33
2024-05-15,3681.28
2024-05-16,3637.03
2024-05-17,3639.29
2024-05-20,3646.08
2024-05-21,3615.02
2024-05-22,3622.01
2024-05-23,3667.64
2024-05-28,3652.44
2024-05-29,3623.48
2024-05-30,3550.12
2024-05-31,3595.21
2024-06-03,3575.46
2024-06-04,3561.9
2024-06-05,3569.92
2024-06-06,3605.94
2024-06-07,3648.34
2024-06-10,3662.18
2024-06-11,3690.83
2024-06-12,3683.44
2024-06-13,3692.43
2024-06-14,3675.87
2024-06-17,3651.51
2024-06-19,3620.65
