time,open,high,low,close,Basis,Upper,Lower,Volume,Bollinger Bands %b
1329969600,74.0399514,78.42237847,73.80929702,75.14708592,,,,44869.41450986,
1330056000,74.0399514,78.42237847,73.80929702,74.87030565,,,,796.3997929,
1330315200,74.0399514,80.72891896,73.80929702,75.97744545,,,,27271.48086625,
1330920000,78.46851347,80.26761067,74.40899784,78.46851347,,,,6100.17223566,
1331006400,78.42237847,78.42237847,74.82417497,78.42237847,,,,127817.99712783,
1331179200,81.19022677,82.98932396,74.87030565,81.19022677,,,,10436.58995616,
1331265600,80.72891896,83.03545944,76.39262737,80.72891896,,,,21859.29798048,
1331611200,82.15897835,82.57415115,78.60689689,82.15897835,,,,178543.66037657,
1331697600,83.91194006,85.29586445,82.57415115,83.91194006,,,,17975.28537794,
1331784000,84.14259397,84.41938383,83.03545944,84.14259397,,,,5583.13781514,
1331870400,83.03545944,85.34199993,83.03545944,83.03545944,,,,36025.6241395,
1332129600,84.37324835,84.41938383,83.03545944,84.37324835,,,,898.55578728,
1332216000,83.40450588,83.91194006,82.98932396,83.40450588,,,,4386.45330958,
1332302400,80.54440005,82.98932396,78.8375508,80.54440005,,,,17625.03625436,
1332388800,79.66791032,82.57415115,78.42237847,79.66791032,,,,8989.72750518,
1332475200,81.00570834,82.34349725,80.72891896,81.00570834,,,,30129.7638926,
1332734400,82.48188978,82.98932396,78.74529374,82.48188978,,,,971.52435469,
1332820800,81.60539957,82.48188978,79.11434066,81.60539957,,,,1442.69281855,
1332907200,81.3286193,81.65153506,78.88368628,81.3286193,,,,3198.10806887,
1332993600,82.98932396,83.03545944,81.19022677,82.98932396,80.772742603,86.40829339495271,75.13719181104729,75920.66716807,0.6966605784269716
1333080000,79.02207881,80.49826457,78.97594813,79.02207881,80.9664922475,86.05497327330032,75.87801122169968,13530.45721443,0.30893969854253467
1333339200,78.60689689,78.97594813,78.42237847,78.60689689,81.1533218095,85.5617067578572,76.7449368611428,21436.08028949,0.21118392003754857
1333425600,78.42237847,78.8375508,77.96107018,78.42237847,81.2755684605,85.21355677499815,77.33758014600184,7409.43681666,0.13773508671982948
1333512000,78.42237847,78.8375508,78.00720566,78.42237847,81.27326171050001,85.2178729411756,77.32865047982442,3801912.54012057,0.1386357141700195
1333598400,77.59202374,80.26761067,77.59202374,77.59202374,81.23174397400001,85.31069707746835,77.15279087053167,8929.26783504,0.053841372813878054
1333944000,78.42237847,78.42237847,78.42237847,78.42237847,81.093351559,85.35239027091032,76.83431284708968,1532.33991566,0.1864347485818015
1334030400,78.42237847,78.42237847,78.42237847,78.42237847,80.97802453450001,85.3923723553921,76.56367671360792,2435.06533536,0.21052959936632917
1334116800,78.42237847,78.42237847,78.42237847,78.42237847,80.7911945405,85.3049712159369,76.2774178650631,4.16963242,0.2376015429174153
1334548800,78.19172409,78.42237847,78.19172409,78.19172409,80.505183742,84.91546831030075,76.09489917369925,394.03026403,0.2377199117004639
1334635200,76.48488442,78.19172409,75.8851836,76.48488442,80.1222982645,84.5325834607442,75.7120130682558,10880.65580926,0.0876214708747608
1334721600,75.65452969,76.0697025,75.65452969,75.65452969,79.753251777,84.35767615716267,75.14882739683733,34030.45502483,0.05491482228933951
1334808000,75.65452969,75.65452969,75.65452969,75.65452969,79.317315844,83.73677216851569,74.89785951948433,152.19158346,0.08560670305963464
