time,open,high,low,close,Basis,Upper,Lower,Volume,Bollinger Bands %b
1351656000,38.275003,39,38.25,38.275003,39.66875030000001,42.2838438595127,37.05365674048733,1376,0.23351865463281263
1351742400,38.825,39.5,38.75,38.825,39.51875030000001,41.960310187655004,37.07719041234501,44,0.3579288790932916
1351828800,38.75,39.224998,38.75,38.75,39.41375040000001,41.79720715144388,37.030293648556146,108096,0.3607588747733893
1352088000,38.25,39.5,38.25,38.25,39.20375040000001,41.18656828321672,37.2209325167833,90104,0.25949621796512423
1352174400,38.275003,38.275003,38.275003,38.275003,39.09250055000001,41.02084760979104,37.16415349020898,248,0.28803153046303726
1352260800,38.25,38.75,38.25,38.25,38.96500055000001,40.757302964215945,37.17269813578408,14420,0.3005357398592803
1352347200,37.8,38.724998,37.5,37.8,38.855000550000014,40.64975636291836,37.06024473708167,45220,0.20608799748514456
1352433600,38.724998,38.75,37,38.724998,38.80375045000001,40.55126796536491,37.05623293463511,404,0.4774673360044789
1352692800,38.75,39.5,38.25,38.75,38.698750550000014,40.17281620847819,37.22468489152184,25724,0.5173837066568988
1352865600,38,38.025003,38,38,38.660000400000015,40.16444410050962,37.15555669949041,4000,0.28064968473846785
1352952000,37.349998,37.95,37.125,37.349998,38.653750400000014,40.178732274647665,37.12876852535236,9928,0.07253511609728194
1353038400,37.474998,37.474998,36.25,37.474998,38.66500030000002,40.15122097136905,37.178779628630984,1204,0.09965490894974349
1353297600,37.325,37.5,36.224998,37.325,38.57500030000001,40.1540038148804,36.99599678511963,21660,0.10418064677496826
1353384000,36.849998,37.95,36.25,36.849998,38.46625005000001,40.1984658949522,36.73403420504783,8804,0.033472674692966234
1353470400,35.5,36.25,34.125,35.5,38.245000050000016,40.27942947173079,36.21057062826924,16404,-0.17463634291739763
1353556800,36.75,37,36.224998,36.75,38.12375005000002,40.21040332031187,36.03709677968817,12800,0.17082455203621033
1353643200,36.25,36.25,35,36.25,37.93625005000001,39.988473708743285,35.88402639125674,5808,0.08916513733385499
1353902400,35,35,35,35,37.68625005000002,39.88491374540756,35.48758635459248,580,-0.11088243181777334
1354075200,35,36.724998,35,35,37.48499990000001,39.884343878675125,35.0856559213249,40796,-0.01784986273043644
1354161600,35.025003,35.025003,35.025003,35.025003,37.32125005000002,39.914909123876846,34.72759097612319,4,0.057334448245786165
