group,horizon_days,model,calibration,test_from,n_test,base_rate_%,actual_up_%,accuracy_%,AUC,Brier,Brier_climatology,Brier_skill,ECE,MCE,prob_spread,prob_std
BANKS,10,Logistic,raw,2023-01,119,49.7,70.6,58.0,0.605,0.2581,0.2513,-0.0272,0.2278,0.802,0.67,0.1239
BANKS,10,Logistic,Platt,2023-01,119,49.7,70.6,29.4,0.395,0.2719,0.2513,-0.0819,0.2535,0.2535,0.0,0.0001
BANKS,10,Logistic,isotonic,2023-01,119,49.7,70.6,30.3,0.452,0.2679,0.2513,-0.0662,0.2408,0.7436,0.288,0.0218
BANKS,10,XGBoost,raw,2023-01,119,49.7,70.6,55.5,0.539,0.248,0.2513,0.0132,0.1489,0.7616,0.607,0.1484
BANKS,10,XGBoost,Platt,2023-01,119,49.7,70.6,29.4,0.539,0.2715,0.2513,-0.0805,0.2531,0.2531,0.03,0.0073
BANKS,10,XGBoost,isotonic,2023-01,119,49.7,70.6,29.4,0.504,0.2733,0.2513,-0.0876,0.256,0.256,0.055,0.0197
BANKS,10,Logistic,raw,2023-07,123,49.8,54.5,44.7,0.41,0.2627,0.2502,-0.0501,0.1185,0.3659,0.464,0.0743
BANKS,10,Logistic,Platt,2023-07,123,49.8,54.5,45.5,0.59,0.2524,0.2502,-0.0086,0.0689,0.0689,0.028,0.0041
BANKS,10,Logistic,isotonic,2023-07,123,49.8,54.5,45.5,0.509,0.2507,0.2502,-0.002,0.0569,0.0569,0.063,0.0057
BANKS,10,XGBoost,raw,2023-07,123,49.8,54.5,44.7,0.401,0.3282,0.2502,-0.3118,0.2225,0.7742,0.829,0.2004
BANKS,10,XGBoost,Platt,2023-07,123,49.8,54.5,52.0,0.599,0.2456,0.2502,0.0183,0.0621,0.0625,0.161,0.0392
BANKS,10,XGBoost,isotonic,2023-07,123,49.8,54.5,45.5,0.438,0.2529,0.2502,-0.0108,0.0701,0.0701,0.0,0.0
BANKS,10,Logistic,raw,2024-01,115,50.6,58.3,53.0,0.502,0.2525,0.249,-0.0139,0.0738,0.6363,0.308,0.0607
BANKS,10,Logistic,Platt,2024-01,115,50.6,58.3,47.8,0.498,0.2568,0.249,-0.0311,0.1171,0.4954,0.098,0.019
BANKS,10,Logistic,isotonic,2024-01,115,50.6,58.3,41.7,0.5,0.2553,0.249,-0.0254,0.1103,0.1103,0.0,0.0
BANKS,10,XGBoost,raw,2024-01,115,50.6,58.3,53.9,0.568,0.2642,0.249,-0.0611,0.1489,0.2724,0.803,0.1972
BANKS,10,XGBoost,Platt,2024-01,115,50.6,58.3,45.2,0.432,0.2611,0.249,-0.0483,0.106,0.1413,0.174,0.0431
BANKS,10,XGBoost,isotonic,2024-01,115,50.6,58.3,41.7,0.574,0.256,0.249,-0.0281,0.1176,0.1176,0.103,0.0138
BANKS,10,Logistic,raw,2024-07,125,50.4,67.2,66.4,0.734,0.2387,0.2485,0.0396,0.1865,0.54,0.33,0.0685
BANKS,10,Logistic,Platt,2024-07,125,50.4,67.2,32.8,0.266,0.2616,0.2485,-0.0526,0.1969,0.3289,0.15,0.0307
BANKS,10,Logistic,isotonic,2024-07,125,50.4,67.2,32.8,0.5,0.2503,0.2485,-0.0071,0.1728,0.1728,0.0,0.0
BANKS,10,XGBoost,raw,2024-07,125,50.4,67.2,56.0,0.617,0.2692,0.2485,-0.0832,0.2273,0.9104,0.7,0.1642
BANKS,10,XGBoost,Platt,2024-07,125,50.4,67.2,41.6,0.383,0.2526,0.2485,-0.0166,0.1706,0.3217,0.067,0.0156
BANKS,10,XGBoost,isotonic,2024-07,125,50.4,67.2,40.8,0.517,0.2549,0.2485,-0.0258,0.1874,0.4527,0.14,0.0247
BANKS,10,Logistic,raw,2025-01,114,50.4,57.9,53.5,0.59,0.2455,0.2494,0.0155,0.0795,0.2895,0.423,0.0843
BANKS,10,Logistic,Platt,2025-01,114,50.4,57.9,43.9,0.41,0.257,0.2494,-0.0302,0.0939,0.1663,0.216,0.0421
BANKS,10,Logistic,isotonic,2025-01,114,50.4,57.9,57.9,0.564,0.2474,0.2494,0.0082,0.0619,0.0619,0.004,0.0018
BANKS,10,XGBoost,raw,2025-01,114,50.4,57.9,53.5,0.537,0.2616,0.2494,-0.0489,0.107,0.9376,0.778,0.1458
BANKS,10,XGBoost,Platt,2025-01,114,50.4,57.9,57.9,0.463,0.2484,0.2494,0.004,0.0673,0.0673,0.021,0.004
BANKS,10,XGBoost,isotonic,2025-01,114,50.4,57.9,56.1,0.504,0.2457,0.2494,0.0148,0.0594,0.6,0.6,0.0558
BANKS,10,Logistic,raw,2025-07,124,49.5,67.7,55.6,0.561,0.2407,0.2516,0.0433,0.1587,0.3576,0.365,0.0653
BANKS,10,Logistic,Platt,2025-07,124,49.5,67.7,58.1,0.439,0.2432,0.2516,0.0334,0.1466,0.4325,0.135,0.0236
BANKS,10,Logistic,isotonic,2025-07,124,49.5,67.7,67.7,0.52,0.2311,0.2516,0.0815,0.1134,0.1134,0.056,0.0269
BANKS,10,XGBoost,raw,2025-07,124,49.5,67.7,55.6,0.532,0.2875,0.2516,-0.1427,0.2238,0.9091,0.75,0.1662
BANKS,10,XGBoost,Platt,2025-07,124,49.5,67.7,67.7,0.468,0.2348,0.2516,0.067,0.1255,0.1255,0.06,0.0133
BANKS,10,XGBoost,isotonic,2025-07,124,49.5,67.7,67.7,0.596,0.2424,0.2516,0.0366,0.1483,1.0,0.464,0.0456
BANKS,10,Logistic,raw,2026-01,118,49.0,47.5,46.6,0.439,0.2606,0.2496,-0.044,0.0821,0.1572,0.283,0.0596
BANKS,10,Logistic,Platt,2026-01,118,49.0,47.5,47.5,0.439,0.2701,0.2496,-0.0824,0.1297,0.1392,0.129,0.0268
BANKS,10,Logistic,isotonic,2026-01,118,49.0,47.5,47.5,0.449,0.2898,0.2496,-0.1613,0.1564,0.3594,0.431,0.1006
BANKS,10,XGBoost,raw,2026-01,118,49.0,47.5,46.6,0.507,0.2719,0.2496,-0.0894,0.1558,0.4659,0.621,0.1451
BANKS,10,XGBoost,Platt,2026-01,118,49.0,47.5,47.5,0.493,0.2626,0.2496,-0.0522,0.1144,0.1165,0.084,0.0196
BANKS,10,XGBoost,isotonic,2026-01,118,49.0,47.5,47.5,0.5,0.2615,0.2496,-0.0475,0.1215,0.1271,0.159,0.0384
BANKS,22,Logistic,raw,2017-01,95,57.7,54.7,47.4,0.448,0.2632,0.2486,-0.0587,0.1281,0.4342,0.345,0.0703
BANKS,22,Logistic,Platt,2017-01,95,57.7,54.7,45.3,0.448,0.2656,0.2486,-0.068,0.1223,0.6289,0.108,0.0216
BANKS,22,Logistic,isotonic,2017-01,95,57.7,54.7,46.3,0.491,0.2954,0.2486,-0.188,0.216,0.2538,0.417,0.158
BANKS,22,XGBoost,raw,2017-01,95,57.7,54.7,51.6,0.51,0.2823,0.2486,-0.1356,0.1522,0.556,0.699,0.1773
BANKS,22,XGBoost,Platt,2017-01,95,57.7,54.7,44.2,0.51,0.2652,0.2486,-0.0666,0.1341,0.5031,0.17,0.0434
BANKS,22,XGBoost,isotonic,2017-01,95,57.7,54.7,52.6,0.501,0.2653,0.2486,-0.067,0.1107,0.22,0.218,0.0944
BANKS,22,Logistic,raw,2017-07,113,53.3,54.0,69.9,0.752,0.2135,0.2485,0.1407,0.1059,0.2483,0.533,0.1137
BANKS,22,Logistic,Platt,2017-07,113,53.3,54.0,54.9,0.752,0.2339,0.2485,0.0585,0.1463,0.4864,0.232,0.0471
BANKS,22,Logistic,isotonic,2017-07,113,53.3,54.0,54.0,0.719,0.2251,0.2485,0.094,0.07,0.1961,0.32,0.1044
BANKS,22,XGBoost,raw,2017-07,113,53.3,54.0,68.1,0.734,0.2108,0.2485,0.1517,0.0755,0.2309,0.709,0.1975
BANKS,22,XGBoost,Platt,2017-07,113,53.3,54.0,54.0,0.734,0.2341,0.2485,0.058,0.1026,0.142,0.202,0.0566
BANKS,22,XGBoost,isotonic,2017-07,113,53.3,54.0,69.9,0.678,0.2209,0.2485,0.1111,0.0734,0.4117,0.25,0.1173
BANKS,22,Logistic,raw,2018-01,105,52.6,32.4,39.0,0.298,0.2926,0.2599,-0.1257,0.2629,0.6721,0.437,0.0964
BANKS,22,Logistic,Platt,2018-01,105,52.6,32.4,30.5,0.298,0.3122,0.2599,-0.2013,0.2883,0.5617,0.269,0.0579
BANKS,22,Logistic,isotonic,2018-01,105,52.6,32.4,31.4,0.324,0.3151,0.2599,-0.2124,0.2799,1.0,0.667,0.0809
BANKS,22,XGBoost,raw,2018-01,105,52.6,32.4,47.6,0.431,0.323,0.2599,-0.2428,0.2283,0.9075,0.821,0.191
BANKS,22,XGBoost,Platt,2018-01,105,52.6,32.4,36.2,0.431,0.3021,0.2599,-0.1625,0.2718,0.4962,0.235,0.0547
BANKS,22,XGBoost,isotonic,2018-01,105,52.6,32.4,37.1,0.417,0.3109,0.2599,-0.1961,0.2872,0.3226,0.351,0.1033
BANKS,22,Logistic,raw,2018-07,103,54.5,24.3,54.4,0.648,0.2405,0.2752,0.126,0.2581,0.8047,0.521,0.1106
BANKS,22,Logistic,Platt,2018-07,103,54.5,24.3,33.0,0.352,0.2522,0.2752,0.0837,0.2601,0.2723,0.017,0.0034
BANKS,22,Logistic,isotonic,2018-07,103,54.5,24.3,61.2,0.564,0.2489,0.2752,0.0954,0.2487,1.0,0.528,0.0538
BANKS,22,XGBoost,raw,2018-07,103,54.5,24.3,44.7,0.421,0.325,0.2752,-0.1811,0.3824,0.9408,0.851,0.2076
BANKS,22,XGBoost,Platt,2018-07,103,54.5,24.3,51.5,0.421,0.2529,0.2752,0.081,0.2908,0.6405,0.257,0.0635
BANKS,22,XGBoost,isotonic,2018-07,103,54.5,24.3,44.7,0.423,0.2896,0.2752,-0.0525,0.3333,0.7072,0.636,0.1613
BANKS,22,Logistic,raw,2019-01,109,53.8,22.9,56.9,0.524,0.2502,0.2721,0.0805,0.2536,0.7666,0.489,0.1023
BANKS,22,Logistic,Platt,2019-01,109,53.8,22.9,73.4,0.524,0.2138,0.2721,0.2143,0.1881,0.5213,0.229,0.0455
BANKS,22,Logistic,isotonic,2019-01,109,53.8,22.9,68.8,0.535,0.2114,0.2721,0.2229,0.1694,0.8571,0.857,0.1099
BANKS,22,XGBoost,raw,2019-01,109,53.8,22.9,43.1,0.339,0.3179,0.2721,-0.1685,0.3208,0.8945,0.827,0.2116
BANKS,22,XGBoost,Platt,2019-01,109,53.8,22.9,68.8,0.339,0.2266,0.2721,0.1673,0.2207,0.3257,0.222,0.0573
BANKS,22,XGBoost,isotonic,2019-01,109,53.8,22.9,70.6,0.372,0.247,0.2721,0.0921,0.2119,1.0,0.646,0.1201
BANKS,22,Logistic,raw,2019-07,118,53.9,45.8,59.3,0.682,0.2287,0.2548,0.1024,0.0997,0.2164,0.593,0.1454
BANKS,22,Logistic,Platt,2019-07,118,53.9,45.8,54.2,0.682,0.2559,0.2548,-0.0043,0.186,0.3279,0.221,0.0508
BANKS,22,Logistic,isotonic,2019-07,118,53.9,45.8,54.2,0.661,0.2563,0.2548,-0.0058,0.1608,0.2545,0.474,0.1242
BANKS,22,XGBoost,raw,2019-07,118,53.9,45.8,34.7,0.407,0.3531,0.2548,-0.3857,0.3497,0.6302,0.775,0.1974
BANKS,22,XGBoost,Platt,2019-07,118,53.9,45.8,54.2,0.407,0.2706,0.2548,-0.062,0.1413,0.1413,0.043,0.011
BANKS,22,XGBoost,isotonic,2019-07,118,53.9,45.8,53.4,0.386,0.2829,0.2548,-0.1103,0.1406,0.7582,0.542,0.0652
BANKS,22,Logistic,raw,2020-01,80,54.5,41.2,51.2,0.384,0.3399,0.26,-0.3076,0.3867,0.9441,0.994,0.2544
BANKS,22,Logistic,Platt,2020-01,80,54.5,41.2,68.8,0.384,0.2843,0.26,-0.0937,0.2944,0.923,0.908,0.1953
BANKS,22,Logistic,isotonic,2020-01,80,54.5,41.2,58.8,0.412,0.3551,0.26,-0.3661,0.2923,0.8182,0.429,0.1671
BANKS,22,XGBoost,raw,2020-01,80,54.5,41.2,81.2,0.838,0.1648,0.26,0.3659,0.1492,0.3947,0.764,0.244
BANKS,22,XGBoost,Platt,2020-01,80,54.5,41.2,58.8,0.162,0.27,0.26,-0.0384,0.1549,0.3792,0.107,0.0341
BANKS,22,XGBoost,isotonic,2020-01,80,54.5,41.2,58.8,0.77,0.2235,0.26,0.1404,0.1862,0.4888,0.102,0.0443
BANKS,22,Logistic,raw,2020-07,125,53.6,73.6,36.8,0.269,0.3453,0.2342,-0.4742,0.3903,0.7266,0.664,0.1666
BANKS,22,Logistic,Platt,2020-07,125,53.6,73.6,25.6,0.269,0.4537,0.2342,-0.937,0.4643,0.7501,0.496,0.124
BANKS,22,Logistic,isotonic,2020-07,125,53.6,73.6,26.4,0.311,0.4885,0.2342,-1.0859,0.505,0.8504,0.429,0.1546
BANKS,22,XGBoost,raw,2020-07,125,53.6,73.6,56.0,0.485,0.2848,0.2342,-0.2159,0.2661,0.6662,0.841,0.2226
BANKS,22,XGBoost,Platt,2020-07,125,53.6,73.6,26.4,0.515,0.378,0.2342,-0.6138,0.4286,0.4286,0.086,0.0229
BANKS,22,XGBoost,isotonic,2020-07,125,53.6,73.6,24.8,0.506,0.3998,0.2342,-0.7068,0.4671,0.6667,0.702,0.1493
BANKS,22,Logistic,raw,2021-01,111,51.4,45.9,44.1,0.394,0.3115,0.2513,-0.2393,0.2154,0.6171,0.778,0.1752
BANKS,22,Logistic,Platt,2021-01,111,51.4,45.9,54.1,0.394,0.2515,0.2513,-0.0007,0.0254,0.0254,0.067,0.0131
BANKS,22,Logistic,isotonic,2021-01,111,51.4,45.9,53.2,0.441,0.259,0.2513,-0.0305,0.0417,0.8556,0.614,0.0982
BANKS,22,XGBoost,raw,2021-01,111,51.4,45.9,33.3,0.288,0.3748,0.2513,-0.4914,0.3526,0.9266,0.757,0.1829
BANKS,22,XGBoost,Platt,2021-01,111,51.4,45.9,52.3,0.288,0.2602,0.2513,-0.0352,0.0245,0.5059,0.119,0.0288
BANKS,22,XGBoost,isotonic,2021-01,111,51.4,45.9,39.6,0.415,0.2923,0.2513,-0.163,0.1961,1.0,0.601,0.1134
BANKS,22,Logistic,raw,2021-07,124,50.5,56.5,50.0,0.485,0.272,0.2494,-0.0906,0.1152,0.7956,0.615,0.1299
BANKS,22,Logistic,Platt,2021-07,124,50.5,56.5,43.5,0.515,0.2511,0.2494,-0.0068,0.0726,0.0726,0.003,0.0005
BANKS,22,Logistic,isotonic,2021-07,124,50.5,56.5,50.0,0.5,0.2602,0.2494,-0.0432,0.0983,1.0,0.549,0.057
BANKS,22,XGBoost,raw,2021-07,124,50.5,56.5,58.1,0.546,0.2681,0.2494,-0.075,0.1482,0.4027,0.714,0.182
BANKS,22,XGBoost,Platt,2021-07,124,50.5,56.5,52.4,0.546,0.2503,0.2494,-0.0038,0.0707,0.1295,0.038,0.0097
BANKS,22,XGBoost,isotonic,2021-07,124,50.5,56.5,49.2,0.556,0.2529,0.2494,-0.0143,0.0709,0.7778,0.343,0.0426
BANKS,22,Logistic,raw,2022-01,94,48.7,21.3,68.1,0.578,0.21,0.2428,0.1351,0.1679,0.3509,0.7,0.2067
BANKS,22,Logistic,Platt,2022-01,94,48.7,21.3,30.9,0.422,0.3015,0.2428,-0.2416,0.3492,0.7627,0.315,0.0781
BANKS,22,Logistic,isotonic,2022-01,94,48.7,21.3,21.3,0.555,0.2654,0.2428,-0.0927,0.3159,0.3159,0.083,0.0338
BANKS,22,XGBoost,raw,2022-01,94,48.7,21.3,73.4,0.495,0.2067,0.2428,0.1489,0.1815,0.8322,0.767,0.1726
BANKS,22,XGBoost,Platt,2022-01,94,48.7,21.3,22.3,0.505,0.3002,0.2428,-0.2361,0.3594,0.3941,0.195,0.0438
BANKS,22,XGBoost,isotonic,2022-01,94,48.7,21.3,33.0,0.523,0.2621,0.2428,-0.0794,0.3002,0.3474,0.086,0.0379
BANKS,22,Logistic,raw,2022-07,98,49.3,62.2,37.8,0.465,0.343,0.2516,-0.3629,0.3117,0.7673,0.74,0.183
BANKS,22,Logistic,Platt,2022-07,98,49.3,62.2,40.8,0.535,0.2601,0.2516,-0.0336,0.1475,0.1842,0.215,0.0439
BANKS,22,Logistic,isotonic,2022-07,98,49.3,62.2,37.8,0.462,0.2621,0.2516,-0.0415,0.1715,0.1717,0.041,0.0079
BANKS,22,XGBoost,raw,2022-07,98,49.3,62.2,45.9,0.416,0.3533,0.2516,-0.404,0.2875,0.7765,0.787,0.201
BANKS,22,XGBoost,Platt,2022-07,98,49.3,62.2,37.8,0.416,0.2603,0.2516,-0.0343,0.1578,0.1578,0.016,0.004
BANKS,22,XGBoost,isotonic,2022-07,98,49.3,62.2,37.8,0.422,0.2928,0.2516,-0.1636,0.1872,0.7981,0.496,0.1048
BANKS,22,Logistic,raw,2023-01,119,48.2,73.1,38.7,0.765,0.3296,0.2586,-0.2744,0.4066,0.5416,0.703,0.1619
BANKS,22,Logistic,Platt,2023-01,119,48.2,73.1,70.6,0.235,0.2433,0.2586,0.0592,0.1992,0.511,0.085,0.0192
BANKS,22,Logistic,isotonic,2023-01,119,48.2,73.1,73.1,0.542,0.239,0.2586,0.0757,0.2092,0.3333,0.148,0.0166
BANKS,22,XGBoost,raw,2023-01,119,48.2,73.1,37.8,0.497,0.3728,0.2586,-0.4414,0.3957,0.7309,0.691,0.1487
BANKS,22,XGBoost,Platt,2023-01,119,48.2,73.1,66.4,0.497,0.2419,0.2586,0.0645,0.2129,0.2545,0.079,0.0171
BANKS,22,XGBoost,isotonic,2023-01,119,48.2,73.1,70.6,0.508,0.2449,0.2586,0.0532,0.2208,0.6209,0.374,0.0413
BANKS,22,Logistic,raw,2023-07,123,49.1,45.5,52.0,0.542,0.2588,0.2492,-0.0383,0.0931,0.444,0.683,0.1321
BANKS,22,Logistic,Platt,2023-07,123,49.1,45.5,47.2,0.458,0.2574,0.2492,-0.0327,0.0831,0.6265,0.164,0.0289
BANKS,22,Logistic,isotonic,2023-07,123,49.1,45.5,48.0,0.528,0.2595,0.2492,-0.041,0.109,0.4677,0.536,0.0975
BANKS,22,XGBoost,raw,2023-07,123,49.1,45.5,48.8,0.462,0.3068,0.2492,-0.231,0.205,0.9233,0.823,0.2122
BANKS,22,XGBoost,Platt,2023-07,123,49.1,45.5,49.6,0.538,0.2582,0.2492,-0.036,0.0985,0.3708,0.321,0.084
BANKS,22,XGBoost,isotonic,2023-07,123,49.1,45.5,47.2,0.503,0.2567,0.2492,-0.0299,0.0776,0.7143,0.244,0.0269
BANKS,22,Logistic,raw,2024-01,115,49.9,60.9,58.3,0.532,0.2541,0.2502,-0.0155,0.099,0.6687,0.408,0.0893
BANKS,22,Logistic,Platt,2024-01,115,49.9,60.9,52.2,0.468,0.2465,0.2502,0.0146,0.0855,0.236,0.116,0.0245
BANKS,22,Logistic,isotonic,2024-01,115,49.9,60.9,48.7,0.4,0.2485,0.2502,0.0067,0.0818,0.5051,0.036,0.0119
BANKS,22,XGBoost,raw,2024-01,115,49.9,60.9,60.0,0.657,0.2319,0.2502,0.073,0.0943,0.1985,0.684,0.1725
BANKS,22,XGBoost,Platt,2024-01,115,49.9,60.9,43.5,0.343,0.2692,0.2502,-0.0761,0.143,0.6314,0.288,0.0735
BANKS,22,XGBoost,isotonic,2024-01,115,49.9,60.9,60.9,0.532,0.2453,0.2502,0.0196,0.0868,0.0868,0.034,0.0045
BANKS,22,Logistic,raw,2024-07,125,50.1,69.6,63.2,0.691,0.2542,0.2494,-0.0193,0.2289,0.7863,0.512,0.104
BANKS,22,Logistic,Platt,2024-07,125,50.1,69.6,61.6,0.309,0.2419,0.2494,0.0302,0.1432,0.5215,0.22,0.0429
BANKS,22,Logistic,isotonic,2024-07,125,50.1,69.6,69.6,0.496,0.236,0.2494,0.0539,0.1535,0.1535,0.043,0.0147
BANKS,22,XGBoost,raw,2024-07,125,50.1,69.6,59.2,0.58,0.299,0.2494,-0.1988,0.2752,0.8163,0.795,0.2206
BANKS,22,XGBoost,Platt,2024-07,125,50.1,69.6,50.4,0.42,0.2444,0.2494,0.0201,0.1786,0.5017,0.233,0.065
BANKS,22,XGBoost,isotonic,2024-07,125,50.1,69.6,68.8,0.563,0.2306,0.2494,0.0753,0.1473,1.0,0.7,0.0697
BANKS,22,Logistic,raw,2025-01,114,50.5,57.0,57.9,0.621,0.2418,0.2493,0.0299,0.0836,0.4755,0.546,0.1011
BANKS,22,Logistic,Platt,2025-01,114,50.5,57.0,43.0,0.379,0.2564,0.2493,-0.0287,0.1133,0.6251,0.251,0.0433
BANKS,22,Logistic,isotonic,2025-01,114,50.5,57.0,57.0,0.639,0.246,0.2493,0.0133,0.0364,0.0364,0.003,0.0016
BANKS,22,XGBoost,raw,2025-01,114,50.5,57.0,49.1,0.479,0.2743,0.2493,-0.1004,0.1542,0.4904,0.722,0.1508
BANKS,22,XGBoost,Platt,2025-01,114,50.5,57.0,51.8,0.521,0.2481,0.2493,0.0047,0.0579,0.0919,0.157,0.033
BANKS,22,XGBoost,isotonic,2025-01,114,50.5,57.0,57.0,0.488,0.2437,0.2493,0.0223,0.0347,0.0851,0.209,0.0393
BANKS,22,Logistic,raw,2025-07,124,49.7,73.4,68.5,0.622,0.2364,0.2515,0.0599,0.2075,0.5038,0.418,0.0789
BANKS,22,Logistic,Platt,2025-07,124,49.7,73.4,73.4,0.378,0.231,0.2515,0.0817,0.1819,0.1819,0.116,0.0213
BANKS,22,Logistic,isotonic,2025-07,124,49.7,73.4,73.4,0.617,0.2169,0.2515,0.1377,0.1574,0.1574,0.044,0.0199
BANKS,22,XGBoost,raw,2025-07,124,49.7,73.4,50.8,0.436,0.2989,0.2515,-0.1885,0.3081,0.6851,0.693,0.1654
BANKS,22,XGBoost,Platt,2025-07,124,49.7,73.4,77.4,0.564,0.2237,0.2515,0.1105,0.2142,0.2198,0.176,0.0422
BANKS,22,XGBoost,isotonic,2025-07,124,49.7,73.4,73.4,0.423,0.2368,0.2515,0.0586,0.2278,0.5192,0.21,0.0516
SECTOR,5,Logistic,raw,2017-01,62,54.9,67.7,62.9,0.717,0.2183,0.235,0.0715,0.159,0.3337,0.4,0.086
SECTOR,5,Logistic,Platt,2017-01,62,54.9,67.7,64.5,0.717,0.2267,0.235,0.0354,0.1605,0.3421,0.293,0.0621
SECTOR,5,Logistic,isotonic,2017-01,62,54.9,67.7,58.1,0.71,0.2251,0.235,0.0423,0.1736,0.4444,0.467,0.1146
SECTOR,5,XGBoost,raw,2017-01,62,54.9,67.7,72.6,0.729,0.2,0.235,0.1492,0.157,0.876,0.638,0.1694
SECTOR,5,XGBoost,Platt,2017-01,62,54.9,67.7,72.6,0.729,0.2176,0.235,0.0741,0.1598,0.372,0.306,0.0823
SECTOR,5,XGBoost,isotonic,2017-01,62,54.9,67.7,74.2,0.728,0.2212,0.235,0.059,0.1837,0.3333,0.714,0.1344
SECTOR,5,Logistic,raw,2017-07,52,55.3,61.5,65.4,0.591,0.2461,0.2406,-0.0225,0.1841,0.5037,0.421,0.1041
SECTOR,5,Logistic,Platt,2017-07,52,55.3,61.5,59.6,0.591,0.2527,0.2406,-0.05,0.1684,0.76,0.514,0.1289
SECTOR,5,Logistic,isotonic,2017-07,52,55.3,61.5,55.8,0.574,0.2619,0.2406,-0.0883,0.161,0.4113,0.659,0.1525
SECTOR,5,XGBoost,raw,2017-07,52,55.3,61.5,63.5,0.614,0.2481,0.2406,-0.0312,0.1105,0.2978,0.76,0.2184
SECTOR,5,XGBoost,Platt,2017-07,52,55.3,61.5,63.5,0.614,0.2435,0.2406,-0.0119,0.117,0.4416,0.589,0.1796
SECTOR,5,XGBoost,isotonic,2017-07,52,55.3,61.5,57.7,0.592,0.2505,0.2406,-0.0409,0.1091,0.5,0.635,0.2106
SECTOR,5,Logistic,raw,2018-01,58,54.2,32.8,46.6,0.406,0.2791,0.2663,-0.0482,0.2436,0.5719,0.443,0.1152
SECTOR,5,Logistic,Platt,2018-01,58,54.2,32.8,36.2,0.406,0.3032,0.2663,-0.1387,0.2428,0.5194,0.384,0.0994
SECTOR,5,Logistic,isotonic,2018-01,58,54.2,32.8,46.6,0.468,0.3231,0.2663,-0.2134,0.2375,0.75,0.469,0.1597
SECTOR,5,XGBoost,raw,2018-01,58,54.2,32.8,34.5,0.451,0.3364,0.2663,-0.2632,0.3632,0.5202,0.803,0.2208
SECTOR,5,XGBoost,Platt,2018-01,58,54.2,32.8,36.2,0.451,0.3291,0.2663,-0.2359,0.3227,0.4517,0.559,0.1594
SECTOR,5,XGBoost,isotonic,2018-01,58,54.2,32.8,34.5,0.46,0.3361,0.2663,-0.2623,0.2855,0.51,0.769,0.1877
SECTOR,5,Logistic,raw,2019-07,66,54.6,63.6,62.1,0.68,0.2161,0.2395,0.0976,0.074,0.2269,0.481,0.1323
SECTOR,5,Logistic,Platt,2019-07,66,54.6,63.6,60.6,0.68,0.2339,0.2395,0.0235,0.1319,0.3693,0.246,0.0655
SECTOR,5,Logistic,isotonic,2019-07,66,54.6,63.6,65.2,0.671,0.2271,0.2395,0.0516,0.1198,0.25,0.372,0.1084
SECTOR,5,XGBoost,raw,2019-07,66,54.6,63.6,59.1,0.586,0.2494,0.2395,-0.0414,0.1902,0.4601,0.79,0.2112
SECTOR,5,XGBoost,Platt,2019-07,66,54.6,63.6,50.0,0.586,0.2476,0.2395,-0.034,0.144,0.3724,0.329,0.0897
SECTOR,5,XGBoost,isotonic,2019-07,66,54.6,63.6,51.5,0.52,0.2548,0.2395,-0.0641,0.1484,0.625,0.8,0.1314
SECTOR,5,Logistic,raw,2020-07,122,54.4,58.2,48.4,0.351,0.2975,0.2447,-0.2156,0.1818,0.9331,0.819,0.1397
SECTOR,5,Logistic,Platt,2020-07,122,54.4,58.2,44.3,0.351,0.2627,0.2447,-0.0732,0.1068,0.7205,0.377,0.0537
SECTOR,5,Logistic,isotonic,2020-07,122,54.4,58.2,45.1,0.349,0.2826,0.2447,-0.1549,0.1968,0.6667,0.417,0.0972
SECTOR,5,XGBoost,raw,2020-07,122,54.4,58.2,57.4,0.49,0.2749,0.2447,-0.1233,0.1804,0.9008,0.828,0.1709
SECTOR,5,XGBoost,Platt,2020-07,122,54.4,58.2,59.0,0.49,0.2478,0.2447,-0.0125,0.0745,0.0832,0.058,0.0119
SECTOR,5,XGBoost,isotonic,2020-07,122,54.4,58.2,45.1,0.447,0.2659,0.2447,-0.0866,0.1023,1.0,0.9,0.0832
SECTOR,5,Logistic,raw,2021-01,106,54.4,49.1,62.3,0.676,0.2377,0.2528,0.0599,0.1255,0.2306,0.86,0.1795
SECTOR,5,Logistic,Platt,2021-01,106,54.4,49.1,62.3,0.676,0.2411,0.2528,0.0465,0.0964,0.2288,0.183,0.0317
SECTOR,5,Logistic,isotonic,2021-01,106,54.4,49.1,60.4,0.67,0.2326,0.2528,0.0797,0.0908,0.25,0.324,0.0686
SECTOR,5,XGBoost,raw,2021-01,106,54.4,49.1,56.6,0.555,0.2784,0.2528,-0.1014,0.1797,0.385,0.761,0.1805
SECTOR,5,XGBoost,Platt,2021-01,106,54.4,49.1,58.5,0.555,0.2475,0.2528,0.0211,0.0422,0.101,0.195,0.0465
SECTOR,5,XGBoost,isotonic,2021-01,106,54.4,49.1,50.9,0.541,0.2503,0.2528,0.0098,0.0537,0.1068,0.226,0.0744
SECTOR,5,Logistic,raw,2021-07,124,52.6,67.7,54.0,0.434,0.2625,0.2413,-0.0877,0.2314,0.5809,0.731,0.1523
SECTOR,5,Logistic,Platt,2021-07,124,52.6,67.7,69.4,0.434,0.2351,0.2413,0.0259,0.1453,0.1701,0.306,0.0573
