bin_low,bin_high,n,mean_predicted,actual_frequency,gap,group,horizon_days,model,calibration
0.625,0.75,20,0.683,0.7,0.017,BANKS,5,XGBoost,raw
0.75,0.875,1,0.758,1.0,0.242,BANKS,5,XGBoost,raw
0.375,0.5,42,0.496,0.595,0.099,BANKS,5,XGBoost,Platt
0.5,0.625,72,0.507,0.444,0.062,BANKS,5,XGBoost,Platt
0.375,0.5,81,0.497,0.432,0.065,BANKS,5,XGBoost,isotonic
0.5,0.625,33,0.529,0.667,0.138,BANKS,5,XGBoost,isotonic
0.25,0.375,3,0.34,0.333,0.007,BANKS,5,Logistic,raw
0.375,0.5,33,0.455,0.545,0.091,BANKS,5,Logistic,raw
0.5,0.625,74,0.557,0.581,0.024,BANKS,5,Logistic,raw
0.625,0.75,14,0.636,0.786,0.149,BANKS,5,Logistic,raw
0.5,0.625,124,0.519,0.589,0.07,BANKS,5,Logistic,Platt
0.375,0.5,42,0.489,0.524,0.035,BANKS,5,Logistic,isotonic
0.5,0.625,82,0.585,0.622,0.037,BANKS,5,Logistic,isotonic
0.125,0.25,3,0.243,0.333,0.091,BANKS,5,XGBoost,raw
0.25,0.375,17,0.332,0.412,0.08,BANKS,5,XGBoost,raw
0.375,0.5,31,0.441,0.548,0.108,BANKS,5,XGBoost,raw
0.5,0.625,45,0.561,0.689,0.128,BANKS,5,XGBoost,raw
0.625,0.75,28,0.669,0.607,0.062,BANKS,5,XGBoost,raw
0.5,0.625,124,0.523,0.589,0.066,BANKS,5,XGBoost,Platt
0.375,0.5,40,0.488,0.5,0.012,BANKS,5,XGBoost,isotonic
0.5,0.625,84,0.545,0.631,0.086,BANKS,5,XGBoost,isotonic
0.25,0.375,3,0.349,0.667,0.318,BANKS,5,Logistic,raw
0.375,0.5,47,0.444,0.489,0.045,BANKS,5,Logistic,raw
0.5,0.625,65,0.558,0.446,0.112,BANKS,5,Logistic,raw
0.625,0.75,3,0.649,0.667,0.018,BANKS,5,Logistic,raw
0.5,0.625,118,0.543,0.475,0.068,BANKS,5,Logistic,Platt
0.375,0.5,50,0.492,0.5,0.008,BANKS,5,Logistic,isotonic
0.5,0.625,61,0.602,0.459,0.142,BANKS,5,Logistic,isotonic
0.625,0.75,7,0.683,0.429,0.254,BANKS,5,Logistic,isotonic
0.125,0.25,1,0.206,0.0,0.206,BANKS,5,XGBoost,raw
0.25,0.375,11,0.321,0.455,0.133,BANKS,5,XGBoost,raw
0.375,0.5,41,0.442,0.537,0.094,BANKS,5,XGBoost,raw
0.5,0.625,44,0.568,0.477,0.091,BANKS,5,XGBoost,raw
0.625,0.75,20,0.671,0.35,0.321,BANKS,5,XGBoost,raw
0.75,0.875,1,0.757,1.0,0.243,BANKS,5,XGBoost,raw
0.5,0.625,118,0.543,0.475,0.069,BANKS,5,XGBoost,Platt
0.375,0.5,1,0.455,0.0,0.455,BANKS,5,XGBoost,isotonic
0.5,0.625,117,0.549,0.479,0.07,BANKS,5,XGBoost,isotonic
0.25,0.375,2,0.349,0.0,0.349,BANKS,10,Logistic,raw
0.375,0.5,23,0.455,0.609,0.154,BANKS,10,Logistic,raw
0.5,0.625,51,0.561,0.471,0.09,BANKS,10,Logistic,raw
0.625,0.75,16,0.673,0.75,0.077,BANKS,10,Logistic,raw
0.75,0.875,3,0.762,1.0,0.238,BANKS,10,Logistic,raw
0.375,0.5,39,0.462,0.513,0.05,BANKS,10,Logistic,Platt
0.5,0.625,53,0.538,0.566,0.028,BANKS,10,Logistic,Platt
0.625,0.75,3,0.633,1.0,0.367,BANKS,10,Logistic,Platt
0.375,0.5,52,0.415,0.538,0.123,BANKS,10,Logistic,isotonic
0.5,0.625,26,0.557,0.423,0.134,BANKS,10,Logistic,isotonic
0.625,0.75,14,0.727,0.786,0.058,BANKS,10,Logistic,isotonic
0.875,1.0,3,0.875,1.0,0.125,BANKS,10,Logistic,isotonic
0.125,0.25,2,0.213,0.5,0.287,BANKS,10,XGBoost,raw
0.25,0.375,8,0.297,0.25,0.047,BANKS,10,XGBoost,raw
0.375,0.5,21,0.458,0.667,0.209,BANKS,10,XGBoost,raw
0.5,0.625,18,0.578,0.556,0.023,BANKS,10,XGBoost,raw
0.625,0.75,27,0.685,0.593,0.093,BANKS,10,XGBoost,raw
0.75,0.875,16,0.807,0.562,0.244,BANKS,10,XGBoost,raw
0.875,1.0,3,0.888,0.333,0.555,BANKS,10,XGBoost,raw
0.375,0.5,37,0.468,0.514,0.046,BANKS,10,XGBoost,Platt
0.5,0.625,58,0.535,0.586,0.052,BANKS,10,XGBoost,Platt
0.25,0.375,7,0.349,0.286,0.063,BANKS,10,XGBoost,isotonic
0.375,0.5,21,0.441,0.667,0.226,BANKS,10,XGBoost,isotonic
0.5,0.625,67,0.571,0.552,0.018,BANKS,10,XGBoost,isotonic
0.25,0.375,12,0.316,0.833,0.517,BANKS,10,Logistic,raw
0.375,0.5,57,0.45,0.474,0.024,BANKS,10,Logistic,raw
0.5,0.625,41,0.542,0.512,0.03,BANKS,10,Logistic,raw
0.625,0.75,3,0.647,1.0,0.353,BANKS,10,Logistic,raw
0.375,0.5,1,0.497,1.0,0.503,BANKS,10,Logistic,Platt
0.5,0.625,94,0.583,0.521,0.062,BANKS,10,Logistic,Platt
0.625,0.75,18,0.639,0.611,0.028,BANKS,10,Logistic,Platt
0.5,0.625,109,0.558,0.532,0.026,BANKS,10,Logistic,isotonic
0.625,0.75,3,0.69,0.667,0.023,BANKS,10,Logistic,isotonic
0.75,0.875,1,0.833,1.0,0.167,BANKS,10,Logistic,isotonic
0.0,0.125,3,0.11,0.667,0.557,BANKS,10,XGBoost,raw
0.125,0.25,20,0.185,0.35,0.165,BANKS,10,XGBoost,raw
0.25,0.375,18,0.313,0.278,0.035,BANKS,10,XGBoost,raw
0.375,0.5,20,0.433,0.6,0.167,BANKS,10,XGBoost,raw
0.5,0.625,21,0.562,0.762,0.2,BANKS,10,XGBoost,raw
0.625,0.75,16,0.672,0.438,0.234,BANKS,10,XGBoost,raw
0.75,0.875,12,0.829,0.833,0.004,BANKS,10,XGBoost,raw
0.875,1.0,3,0.897,0.667,0.231,BANKS,10,XGBoost,raw
0.5,0.625,82,0.585,0.512,0.073,BANKS,10,XGBoost,Platt
0.625,0.75,31,0.643,0.613,0.03,BANKS,10,XGBoost,Platt
0.375,0.5,32,0.481,0.344,0.137,BANKS,10,XGBoost,isotonic
0.5,0.625,19,0.552,0.474,0.078,BANKS,10,XGBoost,isotonic
0.625,0.75,53,0.638,0.642,0.003,BANKS,10,XGBoost,isotonic
0.75,0.875,6,0.75,0.833,0.083,BANKS,10,XGBoost,isotonic
0.875,1.0,3,1.0,0.667,0.333,BANKS,10,XGBoost,isotonic
0.25,0.375,21,0.325,0.619,0.294,BANKS,10,Logistic,raw
0.375,0.5,43,0.446,0.442,0.004,BANKS,10,Logistic,raw
0.5,0.625,34,0.55,0.265,0.285,BANKS,10,Logistic,raw
0.625,0.75,7,0.658,0.0,0.658,BANKS,10,Logistic,raw
0.375,0.5,1,0.499,1.0,0.501,BANKS,10,Logistic,Platt
0.5,0.625,101,0.565,0.396,0.169,BANKS,10,Logistic,Platt
0.625,0.75,3,0.631,0.0,0.631,BANKS,10,Logistic,Platt
0.5,0.625,95,0.544,0.432,0.113,BANKS,10,Logistic,isotonic
0.625,0.75,3,0.683,0.0,0.683,BANKS,10,Logistic,isotonic
0.75,0.875,4,0.769,0.0,0.769,BANKS,10,Logistic,isotonic
0.875,1.0,3,1.0,0.0,1.0,BANKS,10,Logistic,isotonic
0.0,0.125,3,0.104,0.0,0.104,BANKS,10,XGBoost,raw
0.125,0.25,4,0.199,0.25,0.051,BANKS,10,XGBoost,raw
0.25,0.375,13,0.321,0.692,0.371,BANKS,10,XGBoost,raw
0.375,0.5,30,0.438,0.433,0.005,BANKS,10,XGBoost,raw
0.5,0.625,25,0.547,0.6,0.053,BANKS,10,XGBoost,raw
0.625,0.75,12,0.688,0.167,0.521,BANKS,10,XGBoost,raw
0.75,0.875,15,0.805,0.067,0.738,BANKS,10,XGBoost,raw
0.875,1.0,3,0.909,0.0,0.909,BANKS,10,XGBoost,raw
0.5,0.625,100,0.575,0.41,0.165,BANKS,10,XGBoost,Platt
0.625,0.75,5,0.631,0.0,0.631,BANKS,10,XGBoost,Platt
0.375,0.5,20,0.464,0.5,0.036,BANKS,10,XGBoost,isotonic
0.5,0.625,80,0.613,0.388,0.226,BANKS,10,XGBoost,isotonic
0.625,0.75,5,0.7,0.0,0.7,BANKS,10,XGBoost,isotonic
0.125,0.25,1,0.24,1.0,0.76,BANKS,10,Logistic,raw
0.25,0.375,9,0.336,1.0,0.664,BANKS,10,Logistic,raw
0.375,0.5,20,0.447,0.3,0.147,BANKS,10,Logistic,raw
0.5,0.625,56,0.568,0.304,0.264,BANKS,10,Logistic,raw
0.625,0.75,15,0.66,0.4,0.26,BANKS,10,Logistic,raw
0.75,0.875,2,0.786,0.5,0.286,BANKS,10,Logistic,raw
0.25,0.375,8,0.337,0.5,0.163,BANKS,10,Logistic,Platt
0.375,0.5,61,0.445,0.328,0.117,BANKS,10,Logistic,Platt
0.5,0.625,30,0.553,0.4,0.153,BANKS,10,Logistic,Platt
0.625,0.75,4,0.663,1.0,0.337,BANKS,10,Logistic,Platt
0.375,0.5,96,0.484,0.385,0.098,BANKS,10,Logistic,isotonic
0.5,0.625,1,0.5,0.0,0.5,BANKS,10,Logistic,isotonic
0.875,1.0,6,1.0,0.5,0.5,BANKS,10,Logistic,isotonic
0.125,0.25,8,0.198,0.875,0.677,BANKS,10,XGBoost,raw
0.25,0.375,15,0.307,0.6,0.293,BANKS,10,XGBoost,raw
0.375,0.5,19,0.433,0.263,0.17,BANKS,10,XGBoost,raw
0.5,0.625,15,0.57,0.2,0.37,BANKS,10,XGBoost,raw
0.625,0.75,21,0.687,0.19,0.496,BANKS,10,XGBoost,raw
0.75,0.875,14,0.803,0.357,0.446,BANKS,10,XGBoost,raw
0.875,1.0,11,0.901,0.636,0.265,BANKS,10,XGBoost,raw
0.375,0.5,66,0.475,0.318,0.157,BANKS,10,XGBoost,Platt
0.5,0.625,37,0.514,0.514,0.0,BANKS,10,XGBoost,Platt
0.25,0.375,8,0.346,0.875,0.529,BANKS,10,XGBoost,isotonic
0.375,0.5,15,0.477,0.6,0.123,BANKS,10,XGBoost,isotonic
0.5,0.625,80,0.507,0.3,0.207,BANKS,10,XGBoost,isotonic
0.25,0.375,8,0.322,0.125,0.197,BANKS,10,Logistic,raw
0.375,0.5,31,0.442,0.484,0.042,BANKS,10,Logistic,raw
0.5,0.625,44,0.568,0.318,0.25,BANKS,10,Logistic,raw
0.625,0.75,22,0.674,0.136,0.538,BANKS,10,Logistic,raw
0.75,0.875,4,0.8,0.25,0.55,BANKS,10,Logistic,raw
0.25,0.375,15,0.336,0.133,0.202,BANKS,10,Logistic,Platt
0.375,0.5,61,0.438,0.328,0.11,BANKS,10,Logistic,Platt
0.5,0.625,33,0.544,0.364,0.18,BANKS,10,Logistic,Platt
0.375,0.5,87,0.462,0.345,0.117,BANKS,10,Logistic,isotonic
0.5,0.625,11,0.557,0.273,0.284,BANKS,10,Logistic,isotonic
0.75,0.875,11,0.8,0.091,0.709,BANKS,10,Logistic,isotonic
0.125,0.25,6,0.202,0.833,0.631,BANKS,10,XGBoost,raw
0.25,0.375,21,0.308,0.476,0.168,BANKS,10,XGBoost,raw
0.375,0.5,22,0.438,0.182,0.257,BANKS,10,XGBoost,raw
0.5,0.625,17,0.538,0.235,0.303,BANKS,10,XGBoost,raw
0.625,0.75,14,0.695,0.429,0.267,BANKS,10,XGBoost,raw
0.75,0.875,19,0.793,0.211,0.582,BANKS,10,XGBoost,raw
0.875,1.0,10,0.959,0.1,0.859,BANKS,10,XGBoost,raw
0.375,0.5,109,0.473,0.312,0.161,BANKS,10,XGBoost,Platt
0.25,0.375,1,0.357,1.0,0.643,BANKS,10,XGBoost,isotonic
0.375,0.5,76,0.467,0.368,0.099,BANKS,10,XGBoost,isotonic
0.5,0.625,24,0.514,0.167,0.347,BANKS,10,XGBoost,isotonic
0.875,1.0,8,0.988,0.125,0.863,BANKS,10,XGBoost,isotonic
0.25,0.375,6,0.323,0.333,0.01,BANKS,10,Logistic,raw
0.375,0.5,31,0.446,0.323,0.123,BANKS,10,Logistic,raw
0.5,0.625,54,0.571,0.593,0.022,BANKS,10,Logistic,raw
0.625,0.75,26,0.67,0.577,0.093,BANKS,10,Logistic,raw
0.75,0.875,1,0.76,0.0,0.76,BANKS,10,Logistic,raw
0.125,0.25,7,0.225,0.429,0.203,BANKS,10,Logistic,Platt
0.25,0.375,57,0.321,0.649,0.328,BANKS,10,Logistic,Platt
0.375,0.5,39,0.433,0.359,0.074,BANKS,10,Logistic,Platt
0.5,0.625,14,0.549,0.357,0.191,BANKS,10,Logistic,Platt
0.625,0.75,1,0.628,0.0,0.628,BANKS,10,Logistic,Platt
0.375,0.5,118,0.4,0.5,0.1,BANKS,10,Logistic,isotonic
0.125,0.25,6,0.211,0.667,0.456,BANKS,10,XGBoost,raw
0.25,0.375,13,0.321,0.462,0.141,BANKS,10,XGBoost,raw
0.375,0.5,17,0.444,0.412,0.033,BANKS,10,XGBoost,raw
0.5,0.625,25,0.572,0.56,0.012,BANKS,10,XGBoost,raw
0.625,0.75,23,0.696,0.565,0.131,BANKS,10,XGBoost,raw
0.75,0.875,19,0.812,0.421,0.391,BANKS,10,XGBoost,raw
0.875,1.0,15,0.917,0.467,0.451,BANKS,10,XGBoost,raw
0.25,0.375,13,0.373,0.462,0.088,BANKS,10,XGBoost,Platt
0.375,0.5,105,0.399,0.505,0.106,BANKS,10,XGBoost,Platt
0.375,0.5,118,0.405,0.5,0.095,BANKS,10,XGBoost,isotonic
0.125,0.25,1,0.238,1.0,0.762,BANKS,10,Logistic,raw
0.25,0.375,15,0.322,0.667,0.345,BANKS,10,Logistic,raw
0.375,0.5,19,0.437,0.053,0.385,BANKS,10,Logistic,raw
0.5,0.625,23,0.553,0.261,0.292,BANKS,10,Logistic,raw
0.625,0.75,6,0.68,0.5,0.18,BANKS,10,Logistic,raw
0.75,0.875,6,0.837,0.833,0.003,BANKS,10,Logistic,raw
0.875,1.0,10,0.979,0.5,0.479,BANKS,10,Logistic,raw
0.0,0.125,8,0.052,0.625,0.573,BANKS,10,Logistic,Platt
0.125,0.25,6,0.213,0.5,0.287,BANKS,10,Logistic,Platt
0.25,0.375,11,0.33,0.636,0.306,BANKS,10,Logistic,Platt
0.375,0.5,43,0.435,0.163,0.272,BANKS,10,Logistic,Platt
0.5,0.625,12,0.535,0.75,0.215,BANKS,10,Logistic,Platt
0.125,0.25,1,0.224,1.0,0.776,BANKS,10,Logistic,isotonic
0.25,0.375,11,0.364,0.727,0.364,BANKS,10,Logistic,isotonic
0.375,0.5,52,0.413,0.231,0.182,BANKS,10,Logistic,isotonic
0.875,1.0,16,1.0,0.625,0.375,BANKS,10,Logistic,isotonic
0.125,0.25,13,0.2,0.231,0.031,BANKS,10,XGBoost,raw
0.25,0.375,8,0.338,0.125,0.213,BANKS,10,XGBoost,raw
0.375,0.5,10,0.458,0.1,0.358,BANKS,10,XGBoost,raw
0.5,0.625,5,0.571,0.4,0.171,BANKS,10,XGBoost,raw
0.625,0.75,10,0.683,0.2,0.483,BANKS,10,XGBoost,raw
0.75,0.875,6,0.831,0.333,0.497,BANKS,10,XGBoost,raw
0.875,1.0,28,0.953,0.714,0.238,BANKS,10,XGBoost,raw
0.25,0.375,35,0.336,0.657,0.322,BANKS,10,XGBoost,Platt
0.375,0.5,45,0.439,0.178,0.261,BANKS,10,XGBoost,Platt
0.375,0.5,80,0.416,0.388,0.028,BANKS,10,XGBoost,isotonic
0.125,0.25,1,0.151,1.0,0.849,BANKS,10,Logistic,raw
0.25,0.375,5,0.319,0.8,0.481,BANKS,10,Logistic,raw
0.375,0.5,26,0.447,0.692,0.246,BANKS,10,Logistic,raw
0.5,0.625,44,0.564,0.636,0.073,BANKS,10,Logistic,raw
0.625,0.75,40,0.678,0.55,0.128,BANKS,10,Logistic,raw
0.75,0.875,8,0.774,0.375,0.399,BANKS,10,Logistic,raw
0.875,1.0,1,0.88,0.0,0.88,BANKS,10,Logistic,raw
0.25,0.375,22,0.365,0.773,0.408,BANKS,10,Logistic,Platt
0.375,0.5,103,0.401,0.573,0.172,BANKS,10,Logistic,Platt
0.0,0.125,1,0.0,1.0,1.0,BANKS,10,Logistic,isotonic
0.25,0.375,5,0.353,0.8,0.447,BANKS,10,Logistic,isotonic
0.375,0.5,119,0.39,0.597,0.207,BANKS,10,Logistic,isotonic
0.125,0.25,5,0.194,0.8,0.606,BANKS,10,XGBoost,raw
0.25,0.375,12,0.306,0.583,0.277,BANKS,10,XGBoost,raw
0.375,0.5,11,0.433,0.636,0.203,BANKS,10,XGBoost,raw
0.5,0.625,19,0.557,0.632,0.075,BANKS,10,XGBoost,raw
0.625,0.75,35,0.679,0.543,0.137,BANKS,10,XGBoost,raw
0.75,0.875,19,0.804,0.579,0.225,BANKS,10,XGBoost,raw
0.875,1.0,24,0.951,0.667,0.284,BANKS,10,XGBoost,raw
0.25,0.375,22,0.363,0.591,0.228,BANKS,10,XGBoost,Platt
0.375,0.5,103,0.404,0.612,0.208,BANKS,10,XGBoost,Platt
0.25,0.375,24,0.331,0.625,0.294,BANKS,10,XGBoost,isotonic
0.375,0.5,85,0.391,0.588,0.197,BANKS,10,XGBoost,isotonic
0.5,0.625,14,0.545,0.643,0.097,BANKS,10,XGBoost,isotonic
0.75,0.875,2,0.857,1.0,0.143,BANKS,10,XGBoost,isotonic
0.125,0.25,2,0.185,0.0,0.185,BANKS,10,Logistic,raw
0.25,0.375,9,0.321,0.222,0.098,BANKS,10,Logistic,raw
0.375,0.5,19,0.443,0.526,0.083,BANKS,10,Logistic,raw
0.5,0.625,47,0.561,0.447,0.114,BANKS,10,Logistic,raw
0.625,0.75,22,0.684,0.5,0.184,BANKS,10,Logistic,raw
0.75,0.875,9,0.787,0.556,0.232,BANKS,10,Logistic,raw
0.875,1.0,3,0.909,0.667,0.242,BANKS,10,Logistic,raw
0.25,0.375,1,0.372,0.0,0.372,BANKS,10,Logistic,Platt
0.375,0.5,107,0.444,0.458,0.014,BANKS,10,Logistic,Platt
0.5,0.625,3,0.518,0.667,0.149,BANKS,10,Logistic,Platt
0.25,0.375,25,0.3,0.4,0.1,BANKS,10,Logistic,isotonic
0.375,0.5,86,0.474,0.477,0.002,BANKS,10,Logistic,isotonic
0.125,0.25,7,0.186,0.857,0.671,BANKS,10,XGBoost,raw
0.25,0.375,7,0.33,1.0,0.67,BANKS,10,XGBoost,raw
0.375,0.5,8,0.438,0.5,0.062,BANKS,10,XGBoost,raw
0.5,0.625,16,0.558,0.5,0.058,BANKS,10,XGBoost,raw
0.625,0.75,17,0.697,0.294,0.403,BANKS,10,XGBoost,raw
0.75,0.875,24,0.806,0.625,0.181,BANKS,10,XGBoost,raw
0.875,1.0,32,0.932,0.188,0.745,BANKS,10,XGBoost,raw
0.25,0.375,6,0.368,0.833,0.465,BANKS,10,XGBoost,Platt
0.375,0.5,80,0.453,0.525,0.072,BANKS,10,XGBoost,Platt
0.5,0.625,25,0.506,0.16,0.346,BANKS,10,XGBoost,Platt
0.0,0.125,2,0.0,1.0,1.0,BANKS,10,XGBoost,isotonic
0.25,0.375,9,0.355,0.889,0.534,BANKS,10,XGBoost,isotonic
0.375,0.5,68,0.446,0.515,0.069,BANKS,10,XGBoost,isotonic
0.5,0.625,29,0.517,0.172,0.345,BANKS,10,XGBoost,isotonic
0.625,0.75,1,0.714,0.0,0.714,BANKS,10,XGBoost,isotonic
0.75,0.875,1,0.824,0.0,0.824,BANKS,10,XGBoost,isotonic
0.875,1.0,1,1.0,1.0,0.0,BANKS,10,XGBoost,isotonic
0.125,0.25,1,0.152,0.0,0.152,BANKS,10,Logistic,raw
0.25,0.375,7,0.339,0.571,0.233,BANKS,10,Logistic,raw
0.375,0.5,22,0.45,0.591,0.141,BANKS,10,Logistic,raw
0.5,0.625,48,0.56,0.375,0.185,BANKS,10,Logistic,raw
0.625,0.75,36,0.68,0.444,0.236,BANKS,10,Logistic,raw
0.75,0.875,10,0.798,0.4,0.398,BANKS,10,Logistic,raw
0.375,0.5,109,0.472,0.459,0.013,BANKS,10,Logistic,Platt
0.5,0.625,15,0.51,0.333,0.177,BANKS,10,Logistic,Platt
0.125,0.25,1,0.143,0.0,0.143,BANKS,10,Logistic,isotonic
0.375,0.5,61,0.452,0.459,0.007,BANKS,10,Logistic,isotonic
0.5,0.625,62,0.517,0.435,0.082,BANKS,10,Logistic,isotonic
0.0,0.125,2,0.112,0.0,0.112,BANKS,10,XGBoost,raw
0.125,0.25,5,0.205,0.2,0.005,BANKS,10,XGBoost,raw
0.25,0.375,11,0.326,0.182,0.144,BANKS,10,XGBoost,raw
0.375,0.5,18,0.435,0.556,0.12,BANKS,10,XGBoost,raw
0.5,0.625,28,0.558,0.536,0.023,BANKS,10,XGBoost,raw
0.625,0.75,23,0.683,0.391,0.292,BANKS,10,XGBoost,raw
0.75,0.875,31,0.808,0.484,0.324,BANKS,10,XGBoost,raw
0.875,1.0,6,0.886,0.5,0.386,BANKS,10,XGBoost,raw
0.375,0.5,124,0.47,0.444,0.027,BANKS,10,XGBoost,Platt
0.375,0.5,124,0.463,0.444,0.019,BANKS,10,XGBoost,isotonic
0.0,0.125,7,0.073,0.286,0.213,BANKS,10,Logistic,raw
0.125,0.25,14,0.188,0.214,0.026,BANKS,10,Logistic,raw
0.25,0.375,22,0.317,0.227,0.09,BANKS,10,Logistic,raw
0.375,0.5,18,0.446,0.222,0.224,BANKS,10,Logistic,raw
0.5,0.625,17,0.565,0.118,0.448,BANKS,10,Logistic,raw
0.625,0.75,11,0.684,0.364,0.321,BANKS,10,Logistic,raw
0.75,0.875,4,0.796,0.5,0.296,BANKS,10,Logistic,raw
0.875,1.0,1,0.965,0.0,0.965,BANKS,10,Logistic,raw
0.375,0.5,82,0.479,0.232,0.247,BANKS,10,Logistic,Platt
0.5,0.625,12,0.509,0.25,0.259,BANKS,10,Logistic,Platt
0.25,0.375,15,0.253,0.2,0.053,BANKS,10,Logistic,isotonic
0.375,0.5,77,0.468,0.247,0.221,BANKS,10,Logistic,isotonic
0.5,0.625,1,0.5,0.0,0.5,BANKS,10,Logistic,isotonic
0.875,1.0,1,1.0,0.0,1.0,BANKS,10,Logistic,isotonic
0.0,0.125,2,0.115,0.0,0.115,BANKS,10,XGBoost,raw
0.125,0.25,15,0.21,0.333,0.124,BANKS,10,XGBoost,raw
0.25,0.375,21,0.306,0.238,0.068,BANKS,10,XGBoost,raw
0.375,0.5,16,0.429,0.062,0.366,BANKS,10,XGBoost,raw
0.5,0.625,13,0.567,0.154,0.413,BANKS,10,XGBoost,raw
0.625,0.75,16,0.687,0.438,0.25,BANKS,10,XGBoost,raw
0.75,0.875,10,0.781,0.2,0.581,BANKS,10,XGBoost,raw
0.875,1.0,1,0.893,0.0,0.893,BANKS,10,XGBoost,raw
0.375,0.5,93,0.465,0.237,0.229,BANKS,10,XGBoost,Platt
0.5,0.625,1,0.502,0.0,0.502,BANKS,10,XGBoost,Platt
0.375,0.5,63,0.414,0.206,0.207,BANKS,10,XGBoost,isotonic
0.5,0.625,31,0.513,0.29,0.223,BANKS,10,XGBoost,isotonic
0.0,0.125,1,0.078,0.0,0.078,BANKS,10,Logistic,raw
0.125,0.25,11,0.192,0.182,0.01,BANKS,10,Logistic,raw
0.25,0.375,17,0.323,0.412,0.089,BANKS,10,Logistic,raw
0.375,0.5,19,0.434,0.421,0.013,BANKS,10,Logistic,raw
0.5,0.625,26,0.566,0.385,0.181,BANKS,10,Logistic,raw
0.625,0.75,18,0.684,0.611,0.073,BANKS,10,Logistic,raw
0.75,0.875,5,0.806,0.6,0.206,BANKS,10,Logistic,raw
0.875,1.0,1,0.929,0.0,0.929,BANKS,10,Logistic,raw
0.25,0.375,1,0.363,0.0,0.363,BANKS,10,Logistic,Platt
0.375,0.5,97,0.431,0.423,0.008,BANKS,10,Logistic,Platt
0.25,0.375,4,0.29,0.0,0.29,BANKS,10,Logistic,isotonic
0.375,0.5,92,0.439,0.435,0.004,BANKS,10,Logistic,isotonic
0.5,0.625,2,0.5,0.5,0.0,BANKS,10,Logistic,isotonic
0.125,0.25,9,0.179,0.556,0.377,BANKS,10,XGBoost,raw
0.25,0.375,5,0.319,0.6,0.281,BANKS,10,XGBoost,raw
0.375,0.5,10,0.434,0.2,0.234,BANKS,10,XGBoost,raw
0.5,0.625,20,0.573,0.35,0.223,BANKS,10,XGBoost,raw
0.625,0.75,24,0.694,0.5,0.194,BANKS,10,XGBoost,raw
0.75,0.875,27,0.807,0.407,0.4,BANKS,10,XGBoost,raw
0.875,1.0,3,0.911,0.333,0.577,BANKS,10,XGBoost,raw
0.375,0.5,98,0.441,0.418,0.023,BANKS,10,XGBoost,Platt
0.375,0.5,96,0.442,0.417,0.025,BANKS,10,XGBoost,isotonic
0.875,1.0,2,1.0,0.5,0.5,BANKS,10,XGBoost,isotonic
0.125,0.25,2,0.198,1.0,0.802,BANKS,10,Logistic,raw
0.25,0.375,25,0.322,0.68,0.358,BANKS,10,Logistic,raw
0.375,0.5,42,0.443,0.548,0.105,BANKS,10,Logistic,raw
0.5,0.625,35,0.562,0.8,0.238,BANKS,10,Logistic,raw
0.625,0.75,13,0.66,0.923,0.263,BANKS,10,Logistic,raw
0.75,0.875,2,0.808,1.0,0.192,BANKS,10,Logistic,raw
0.375,0.5,119,0.452,0.706,0.254,BANKS,10,Logistic,Platt
0.25,0.375,1,0.256,1.0,0.744,BANKS,10,Logistic,isotonic
0.375,0.5,117,0.466,0.701,0.235,BANKS,10,Logistic,isotonic
0.5,0.625,1,0.545,1.0,0.455,BANKS,10,Logistic,isotonic
0.125,0.25,2,0.238,1.0,0.762,BANKS,10,XGBoost,raw
0.25,0.375,13,0.309,0.923,0.614,BANKS,10,XGBoost,raw
0.375,0.5,29,0.443,0.586,0.143,BANKS,10,XGBoost,raw
0.5,0.625,30,0.575,0.6,0.025,BANKS,10,XGBoost,raw
0.625,0.75,33,0.676,0.727,0.051,BANKS,10,XGBoost,raw
0.75,0.875,12,0.782,0.917,0.135,BANKS,10,XGBoost,raw
0.375,0.5,119,0.453,0.706,0.253,BANKS,10,XGBoost,Platt
0.375,0.5,119,0.45,0.706,0.256,BANKS,10,XGBoost,isotonic
0.25,0.375,1,0.366,0.0,0.366,BANKS,10,Logistic,raw
0.375,0.5,53,0.455,0.623,0.167,BANKS,10,Logistic,raw
0.5,0.625,60,0.548,0.467,0.082,BANKS,10,Logistic,raw
0.625,0.75,8,0.66,0.625,0.035,BANKS,10,Logistic,raw
0.75,0.875,1,0.83,1.0,0.17,BANKS,10,Logistic,raw
0.375,0.5,123,0.476,0.545,0.069,BANKS,10,Logistic,Platt
0.375,0.5,123,0.488,0.545,0.057,BANKS,10,Logistic,isotonic
0.125,0.25,9,0.184,0.889,0.705,BANKS,10,XGBoost,raw
0.25,0.375,19,0.322,0.526,0.204,BANKS,10,XGBoost,raw
0.375,0.5,30,0.431,0.567,0.136,BANKS,10,XGBoost,raw
0.5,0.625,22,0.562,0.545,0.016,BANKS,10,XGBoost,raw
0.625,0.75,23,0.689,0.522,0.167,BANKS,10,XGBoost,raw
0.75,0.875,13,0.804,0.538,0.265,BANKS,10,XGBoost,raw
0.875,1.0,7,0.917,0.143,0.774,BANKS,10,XGBoost,raw
0.375,0.5,75,0.458,0.52,0.062,BANKS,10,XGBoost,Platt
0.5,0.625,48,0.522,0.583,0.062,BANKS,10,XGBoost,Platt
0.375,0.5,123,0.475,0.545,0.07,BANKS,10,XGBoost,isotonic
