test,fold,test_from,ticker,n,acc_%,baseline_%,edge_pp,wacc_%,wacc_base_%,wedge_pp,strategy_ret_%,buyhold_ret_%,position_flips,strategy_net_10bps_%,strategy_net_25bps_%,strategy_net_50bps_%
2-BINARY h=1,8,2021-01,LOFC,114,55.3,60.5,-5.3,49.1,41.7,7.4,-7.62,73.54,40.0,-11.62,-17.62,-27.62
2-BINARY h=1,8,2021-01,LOLC,114,57.0,58.8,-1.8,47.8,36.7,11.1,-21.15,125.54,32.0,-24.35,-29.15,-37.15
2-BINARY h=1,8,2021-01,SAMP,111,54.1,60.4,-6.3,58.7,45.4,13.3,31.22,16.44,37.0,27.52,21.97,12.72
2-BINARY h=1,9,2021-07,CFIN,124,51.6,54.8,-3.2,56.4,48.7,7.7,22.58,4.44,53.0,17.28,9.33,-3.92
2-BINARY h=1,9,2021-07,COMB,124,45.2,60.5,-15.3,48.2,55.0,-6.8,-3.48,-9.99,47.0,-8.18,-15.23,-26.98
2-BINARY h=1,9,2021-07,HNB,124,51.6,58.9,-7.3,49.0,48.8,0.2,-2.32,2.95,45.0,-6.82,-13.57,-24.82
2-BINARY h=1,9,2021-07,LFIN,124,50.8,51.6,-0.8,59.3,46.5,12.8,27.01,10.23,54.0,21.61,13.51,0.01
2-BINARY h=1,9,2021-07,LOFC,124,54.0,62.1,-8.1,40.8,35.4,5.4,-123.87,196.33,39.0,-127.77,-133.62,-143.37
2-BINARY h=1,9,2021-07,LOLC,124,53.2,55.6,-2.4,57.8,29.1,28.7,45.53,122.27,50.0,40.53,33.03,20.53
2-BINARY h=1,9,2021-07,SAMP,124,47.6,56.5,-8.9,56.5,50.3,6.2,13.68,-0.71,45.0,9.18,2.43,-8.82
2-BINARY h=1,10,2022-01,CFIN,95,54.7,66.3,-11.6,51.5,57.1,-5.6,8.3,-40.28,29.0,5.4,1.05,-6.2
2-BINARY h=1,10,2022-01,COMB,95,49.5,57.9,-8.4,49.2,64.9,-15.7,-2.26,-40.42,27.0,-4.96,-9.01,-15.76
2-BINARY h=1,10,2022-01,HNB,95,52.6,64.2,-11.6,60.0,66.1,-6.1,30.01,-48.0,27.0,27.31,23.26,16.51
2-BINARY h=1,10,2022-01,LFIN,95,60.0,63.2,-3.2,63.6,57.1,6.5,80.79,-42.1,27.0,78.09,74.04,67.29
2-BINARY h=1,10,2022-01,LOFC,94,57.4,60.6,-3.2,66.4,56.3,10.1,227.79,-87.61,32.0,224.59,219.79,211.79
2-BINARY h=1,10,2022-01,LOLC,95,54.7,63.2,-8.4,55.0,58.1,-3.1,51.54,-83.26,31.0,48.44,43.79,36.04
2-BINARY h=1,10,2022-01,SAMP,107,62.6,63.6,-0.9,80.2,63.0,17.2,113.37,-48.89,31.0,110.27,105.62,97.87
2-BINARY h=1,11,2022-07,CFIN,96,54.2,54.2,0.0,60.9,46.3,14.6,37.23,12.68,27.0,34.53,30.48,23.73
2-BINARY h=1,11,2022-07,COMB,98,46.9,56.1,-9.2,50.7,49.0,1.7,1.69,2.25,27.0,-1.01,-5.06,-11.81
2-BINARY h=1,11,2022-07,HNB,98,61.2,53.1,8.2,63.7,48.8,14.9,46.04,3.9,29.0,43.14,38.79,31.54
2-BINARY h=1,11,2022-07,LFIN,97,56.7,52.6,4.1,60.8,50.0,10.8,41.02,-0.15,27.0,38.32,34.27,27.52
2-BINARY h=1,11,2022-07,LOFC,96,47.9,63.5,-15.6,47.4,44.5,2.9,-18.48,39.03,32.0,-21.68,-26.48,-34.48
2-BINARY h=1,11,2022-07,LOLC,97,47.4,56.7,-9.3,45.6,47.4,-1.8,-25.15,14.76,35.0,-28.65,-33.9,-42.65
2-BINARY h=1,11,2022-07,SAMP,124,60.5,60.5,0.0,60.0,46.8,13.2,53.77,17.21,35.0,50.27,45.02,36.27
2-BINARY h=1,12,2023-01,CFIN,117,61.5,55.6,6.0,61.7,43.6,18.1,51.32,28.27,33.0,48.02,43.07,34.82
2-BINARY h=1,12,2023-01,COMB,119,54.6,57.1,-2.5,37.9,38.1,-0.2,-59.48,58.75,29.0,-62.38,-66.73,-73.98
2-BINARY h=1,12,2023-01,HNB,118,55.1,55.9,-0.8,57.7,32.7,25.0,35.4,79.11,40.0,31.4,25.4,15.4
2-BINARY h=1,12,2023-01,LFIN,119,63.0,58.8,4.2,59.9,35.4,24.5,34.75,51.28,46.0,30.15,23.25,11.75
2-BINARY h=1,12,2023-01,LOFC,119,67.2,73.9,-6.7,58.0,53.4,4.6,43.4,-18.37,36.0,39.8,34.4,25.4
2-BINARY h=1,12,2023-01,LOLC,119,56.3,58.8,-2.5,50.6,48.3,2.3,2.35,6.44,46.0,-2.25,-9.15,-20.65
2-BINARY h=1,12,2023-01,SAMP,119,58.0,48.7,9.2,46.8,35.3,11.5,-14.98,69.13,32.0,-18.18,-22.98,-30.98
2-BINARY h=1,13,2023-07,CFIN,123,65.0,56.1,8.9,65.5,43.6,21.9,73.3,30.25,58.0,67.5,58.8,44.3
2-BINARY h=1,13,2023-07,COMB,123,58.5,51.2,7.3,60.9,44.4,16.5,39.63,20.4,50.0,34.63,27.13,14.63
2-BINARY h=1,13,2023-07,HNB,123,56.1,59.3,-3.3,58.0,47.2,10.8,24.05,8.47,48.0,19.25,12.05,0.05
2-BINARY h=1,13,2023-07,LFIN,123,56.1,52.0,4.1,58.2,49.5,8.7,23.74,1.56,58.0,17.94,9.24,-5.26
2-BINARY h=1,13,2023-07,LOFC,123,71.5,79.7,-8.1,72.0,58.5,13.5,71.17,-27.48,51.0,66.07,58.42,45.67
2-BINARY h=1,13,2023-07,LOLC,123,56.9,61.0,-4.1,55.0,55.2,-0.2,13.43,-13.95,54.0,8.03,-0.07,-13.57
2-BINARY h=1,13,2023-07,SAMP,123,54.5,61.0,-6.5,51.8,46.3,5.5,6.21,12.28,42.0,2.01,-4.29,-14.79
2-BINARY h=1,14,2024-01,CFIN,115,51.3,55.7,-4.3,57.7,45.8,11.9,24.68,13.58,49.0,19.78,12.43,0.18
2-BINARY h=1,14,2024-01,COMB,115,58.3,59.1,-0.9,69.0,45.7,23.3,47.77,10.81,50.0,42.77,35.27,22.77
2-BINARY h=1,14,2024-01,HNB,115,49.6,56.5,-7.0,57.2,41.8,15.4,18.11,20.45,48.0,13.31,6.11,-5.89
2-BINARY h=1,14,2024-01,LFIN,115,53.0,52.2,0.9,59.3,45.1,14.2,20.93,11.0,46.0,16.33,9.43,-2.07
2-BINARY h=1,14,2024-01,LOFC,115,56.5,66.1,-9.6,55.5,42.5,13.0,26.24,35.88,45.0,21.74,14.99,3.74
2-BINARY h=1,14,2024-01,LOLC,115,54.8,67.0,-12.2,54.9,40.8,14.1,14.07,26.25,52.0,8.87,1.07,-11.93
2-BINARY h=1,14,2024-01,SAMP,115,53.9,57.4,-3.5,58.9,44.2,14.7,15.47,9.96,38.0,11.67,5.97,-3.53
2-BINARY h=1,15,2024-07,CFIN,125,59.2,56.8,2.4,61.4,35.7,25.7,42.79,53.64,39.0,38.89,33.04,23.29
2-BINARY h=1,15,2024-07,COMB,122,60.7,55.7,4.9,70.7,37.5,33.2,57.08,34.34,37.0,53.38,47.83,38.58
2-BINARY h=1,15,2024-07,HNB,125,61.6,54.4,7.2,71.4,35.0,36.4,71.42,49.93,41.0,67.32,61.17,50.92
2-BINARY h=1,15,2024-07,LFIN,125,64.8,48.8,16.0,76.2,38.8,37.4,58.78,25.07,35.0,55.28,50.03,41.28
2-BINARY h=1,15,2024-07,LOFC,125,58.4,69.6,-11.2,63.5,45.1,18.4,55.75,20.34,41.0,51.65,45.5,35.25
2-BINARY h=1,15,2024-07,LOLC,125,63.2,62.4,0.8,70.5,37.2,33.3,77.54,48.36,39.0,73.64,67.79,58.04
2-BINARY h=1,15,2024-07,SAMP,125,64.0,59.2,4.8,65.4,33.1,32.3,42.2,46.36,37.0,38.5,32.95,23.7
2-BINARY h=1,16,2025-01,CFIN,114,48.2,54.4,-6.1,55.3,41.1,14.2,21.75,36.38,44.0,17.35,10.75,-0.25
2-BINARY h=1,16,2025-01,COMB,114,57.0,58.8,-1.8,55.2,45.9,9.3,14.49,11.38,46.0,9.89,2.99,-8.51
2-BINARY h=1,16,2025-01,HNB,114,55.3,57.0,-1.8,52.4,48.4,4.0,7.43,4.92,46.0,2.83,-4.07,-15.57
2-BINARY h=1,16,2025-01,LFIN,114,60.5,49.1,11.4,61.2,39.1,22.1,40.6,39.52,52.0,35.4,27.6,14.6
2-BINARY h=1,16,2025-01,LOFC,114,54.4,70.2,-15.8,58.8,55.3,3.5,31.05,-18.72,54.0,25.65,17.55,4.05
2-BINARY h=1,16,2025-01,LOLC,114,50.0,61.4,-11.4,59.7,56.0,3.7,31.51,-19.34,52.0,26.31,18.51,5.51
2-BINARY h=1,16,2025-01,SAMP,114,54.4,53.5,0.9,52.7,48.2,4.5,7.88,5.17,42.0,3.68,-2.62,-13.12
2-BINARY h=1,17,2025-07,CFIN,124,51.6,59.7,-8.1,48.0,49.1,-1.1,-4.8,2.24,35.0,-8.3,-13.55,-22.3
2-BINARY h=1,17,2025-07,COMB,124,49.2,56.5,-7.3,57.0,36.6,20.4,13.38,25.7,20.0,11.38,8.38,3.38
2-BINARY h=1,17,2025-07,HNB,124,51.6,47.6,4.0,59.5,40.1,19.4,18.28,19.09,18.0,16.48,13.78,9.28
2-BINARY h=1,17,2025-07,LFIN,124,49.2,54.0,-4.8,59.3,42.3,17.0,28.93,23.92,51.0,23.83,16.18,3.43
2-BINARY h=1,17,2025-07,LOFC,124,57.3,78.2,-21.0,68.0,49.6,18.4,53.97,1.3,48.0,49.17,41.97,29.97
2-BINARY h=1,17,2025-07,LOLC,124,51.6,59.7,-8.1,54.7,50.9,3.8,9.12,-1.73,36.0,5.52,0.12,-8.88
2-BINARY h=1,17,2025-07,SAMP,124,52.4,55.6,-3.2,61.6,41.2,20.4,22.19,16.77,20.0,20.19,17.19,12.19
2-BINARY h=1,18,2026-01,CFIN,118,54.2,67.8,-13.6,63.5,54.8,8.7,38.37,-13.79,57.0,32.67,24.12,9.87
2-BINARY h=1,18,2026-01,COMB,118,53.4,53.4,0.0,48.1,47.6,0.5,-3.99,5.0,45.0,-8.49,-15.24,-26.49
2-BINARY h=1,18,2026-01,HNB,118,50.0,67.8,-17.8,52.2,49.0,3.2,3.86,1.86,49.0,-1.04,-8.39,-20.64
2-BINARY h=1,18,2026-01,LFIN,118,51.7,59.3,-7.6,48.1,47.3,0.8,-5.1,7.27,54.0,-10.5,-18.6,-32.1
2-BINARY h=1,18,2026-01,LOFC,118,67.8,72.9,-5.1,75.1,52.0,23.1,81.76,-6.61,59.0,75.86,67.01,52.26
2-BINARY h=1,18,2026-01,LOLC,118,57.6,60.2,-2.5,59.7,52.4,7.3,24.27,-6.09,47.0,19.57,12.52,0.77
2-BINARY h=1,18,2026-01,SAMP,118,55.1,60.2,-5.1,61.8,51.6,10.2,22.99,-3.12,47.0,18.29,11.24,-0.51
2-BINARY h=5,0,2017-01,CFIN,104,61.5,66.3,-4.8,66.1,59.5,6.6,,,,,,
2-BINARY h=5,0,2017-01,COMB,113,58.4,58.4,0.0,51.4,51.3,0.1,,,,,,
2-BINARY h=5,0,2017-01,HNB,101,48.5,45.5,3.0,50.6,37.0,13.6,,,,,,
2-BINARY h=5,0,2017-01,LFIN,101,51.5,52.5,-1.0,65.4,36.6,28.8,,,,,,
2-BINARY h=5,0,2017-01,LOFC,100,53.0,58.0,-5.0,44.6,26.6,18.0,,,,,,
2-BINARY h=5,0,2017-01,LOLC,104,44.2,63.5,-19.2,38.9,24.0,14.9,,,,,,
2-BINARY h=5,0,2017-01,SAMP,114,64.0,72.8,-8.8,68.3,60.7,7.6,,,,,,
2-BINARY h=5,1,2017-07,CFIN,101,62.4,53.5,8.9,68.7,44.1,24.6,,,,,,
2-BINARY h=5,1,2017-07,COMB,120,57.5,41.7,15.8,69.1,50.4,18.7,,,,,,
2-BINARY h=5,1,2017-07,HNB,116,54.3,52.6,1.7,66.8,43.9,22.9,,,,,,
2-BINARY h=5,1,2017-07,LFIN,83,59.0,67.5,-8.4,62.7,63.7,-1.0,,,,,,
2-BINARY h=5,1,2017-07,LOFC,103,69.9,68.9,1.0,69.5,52.6,16.9,,,,,,
2-BINARY h=5,1,2017-07,LOLC,114,50.0,54.4,-4.4,46.6,46.6,0.0,,,,,,
2-BINARY h=5,1,2017-07,SAMP,118,54.2,55.1,-0.8,59.4,62.6,-3.2,,,,,,
2-BINARY h=5,2,2018-01,CFIN,101,65.3,48.5,16.8,69.3,43.7,25.6,,,,,,
2-BINARY h=5,2,2018-01,COMB,115,67.8,67.8,0.0,70.4,68.4,2.0,,,,,,
2-BINARY h=5,2,2018-01,HNB,106,51.9,65.1,-13.2,57.8,78.4,-20.6,,,,,,
2-BINARY h=5,2,2018-01,LFIN,91,64.8,56.0,8.8,58.9,61.8,-2.9,,,,,,
2-BINARY h=5,2,2018-01,LOFC,103,65.0,70.9,-5.8,67.2,61.7,5.5,,,,,,
2-BINARY h=5,2,2018-01,LOLC,100,60.0,71.0,-11.0,62.6,66.4,-3.8,,,,,,
2-BINARY h=5,2,2018-01,SAMP,116,56.9,57.8,-0.9,53.5,45.0,8.5,,,,,,
2-BINARY h=5,3,2018-07,CFIN,100,67.0,70.0,-3.0,64.0,61.4,2.6,,,,,,
2-BINARY h=5,3,2018-07,COMB,121,60.3,64.5,-4.1,48.3,55.0,-6.7,,,,,,
2-BINARY h=5,3,2018-07,HNB,105,47.6,57.1,-9.5,55.2,56.2,-1.0,,,,,,
2-BINARY h=5,3,2018-07,LFIN,86,47.7,47.7,0.0,42.4,39.6,2.8,,,,,,
2-BINARY h=5,3,2018-07,LOFC,104,63.5,58.7,4.8,53.5,41.2,12.3,,,,,,
2-BINARY h=5,3,2018-07,LOLC,95,55.8,58.9,-3.2,54.1,51.9,2.2,,,,,,
2-BINARY h=5,3,2018-07,SAMP,123,52.0,61.0,-8.9,63.0,27.4,35.6,,,,,,
2-BINARY h=5,4,2019-01,CFIN,97,58.8,58.8,0.0,64.1,49.5,14.6,,,,,,
2-BINARY h=5,4,2019-01,COMB,115,47.0,64.3,-17.4,39.5,67.3,-27.8,,,,,,
2-BINARY h=5,4,2019-01,HNB,110,60.0,78.2,-18.2,69.8,86.1,-16.3,,,,,,
2-BINARY h=5,4,2019-01,LFIN,94,55.3,53.2,2.1,59.9,48.1,11.8,,,,,,
2-BINARY h=5,4,2019-01,LOFC,94,60.6,61.7,-1.1,59.3,46.1,13.2,,,,,,
2-BINARY h=5,4,2019-01,LOLC,93,48.4,45.2,3.2,59.1,45.0,14.1,,,,,,
2-BINARY h=5,4,2019-01,SAMP,116,55.2,64.7,-9.5,60.8,25.9,34.9,,,,,,
2-BINARY h=5,5,2019-07,CFIN,101,49.5,48.5,1.0,48.7,31.5,17.2,,,,,,
2-BINARY h=5,5,2019-07,COMB,123,46.3,66.7,-20.3,42.1,50.1,-8.0,,,,,,
2-BINARY h=5,5,2019-07,HNB,119,54.6,60.5,-5.9,40.7,33.4,7.3,,,,,,
2-BINARY h=5,5,2019-07,LFIN,97,56.7,57.7,-1.0,49.2,20.5,28.7,,,,,,
2-BINARY h=5,5,2019-07,LOFC,119,65.5,65.5,0.0,54.0,42.9,11.1,,,,,,
2-BINARY h=5,5,2019-07,LOLC,113,38.9,45.1,-6.2,25.4,21.7,3.7,,,,,,
2-BINARY h=5,5,2019-07,SAMP,123,42.3,48.8,-6.5,40.7,42.4,-1.7,,,,,,
2-BINARY h=5,6,2020-01,CFIN,62,45.2,74.2,-29.0,51.7,80.1,-28.4,,,,,,
2-BINARY h=5,6,2020-01,COMB,82,50.0,51.2,-1.2,61.7,54.0,7.7,,,,,,
2-BINARY h=5,6,2020-01,HNB,80,53.8,63.7,-10.0,62.7,66.5,-3.8,,,,,,
2-BINARY h=5,6,2020-01,LFIN,71,57.7,53.5,4.2,72.1,62.7,9.4,,,,,,
2-BINARY h=5,6,2020-01,LOFC,78,48.7,71.8,-23.1,41.8,55.9,-14.1,,,,,,
2-BINARY h=5,6,2020-01,LOLC,82,58.5,69.5,-11.0,61.5,62.8,-1.3,,,,,,
2-BINARY h=5,6,2020-01,SAMP,82,50.0,58.5,-8.5,59.1,58.7,0.4,,,,,,
2-BINARY h=5,7,2020-07,CFIN,122,63.1,50.8,12.3,66.7,43.6,23.1,,,,,,
2-BINARY h=5,7,2020-07,COMB,125,58.4,49.6,8.8,61.2,43.8,17.4,,,,,,
2-BINARY h=5,7,2020-07,HNB,125,57.6,52.8,4.8,54.6,39.2,15.4,,,,,,
2-BINARY h=5,7,2020-07,LFIN,125,51.2,44.0,7.2,51.4,41.2,10.2,,,,,,
2-BINARY h=5,7,2020-07,LOFC,125,64.8,58.4,6.4,63.1,39.1,24.0,,,,,,
2-BINARY h=5,7,2020-07,LOLC,125,59.2,51.2,8.0,67.3,38.7,28.6,,,,,,
2-BINARY h=5,7,2020-07,SAMP,125,62.4,56.0,6.4,57.0,39.4,17.6,,,,,,
2-BINARY h=5,8,2021-01,CFIN,113,57.5,62.8,-5.3,75.7,43.2,32.5,,,,,,
2-BINARY h=5,8,2021-01,COMB,114,47.4,50.9,-3.5,52.9,43.4,9.5,,,,,,
2-BINARY h=5,8,2021-01,HNB,114,50.9,58.8,-7.9,60.2,45.3,14.9,,,,,,
2-BINARY h=5,8,2021-01,LFIN,110,51.8,64.5,-12.7,48.5,33.7,14.8,,,,,,
2-BINARY h=5,8,2021-01,LOFC,114,46.5,57.0,-10.5,45.4,30.6,14.8,,,,,,
2-BINARY h=5,8,2021-01,LOLC,114,43.0,57.9,-14.9,32.1,25.0,7.1,,,,,,
2-BINARY h=5,8,2021-01,SAMP,111,51.4,54.1,-2.7,61.6,42.4,19.2,,,,,,
2-BINARY h=5,9,2021-07,CFIN,124,48.4,50.8,-2.4,50.5,45.3,5.2,,,,,,
2-BINARY h=5,9,2021-07,COMB,124,59.7,59.7,0.0,57.2,59.5,-2.3,,,,,,
2-BINARY h=5,9,2021-07,HNB,124,64.5,58.1,6.5,75.6,47.4,28.2,,,,,,
2-BINARY h=5,9,2021-07,LFIN,124,52.4,52.4,0.0,58.0,37.6,20.4,,,,,,
2-BINARY h=5,9,2021-07,LOFC,124,61.3,54.8,6.5,60.0,21.8,38.2,,,,,,
2-BINARY h=5,9,2021-07,LOLC,124,47.6,54.8,-7.3,42.9,15.7,27.2,,,,,,
2-BINARY h=5,9,2021-07,SAMP,124,57.3,54.0,3.2,62.6,49.6,13.0,,,,,,
2-BINARY h=5,10,2022-01,CFIN,95,61.1,68.4,-7.4,67.7,70.2,-2.5,,,,,,
2-BINARY h=5,10,2022-01,COMB,95,57.9,67.4,-9.5,75.7,79.8,-4.1,,,,,,
2-BINARY h=5,10,2022-01,HNB,95,61.1,67.4,-6.3,72.8,83.2,-10.4,,,,,,
2-BINARY h=5,10,2022-01,LFIN,95,56.8,76.8,-20.0,59.6,72.5,-12.9,,,,,,
2-BINARY h=5,10,2022-01,LOFC,94,52.1,71.3,-19.1,62.6,72.0,-9.4,,,,,,
2-BINARY h=5,10,2022-01,LOLC,95,55.8,70.5,-14.7,61.6,69.9,-8.3,,,,,,
2-BINARY h=5,10,2022-01,SAMP,107,51.4,70.1,-18.7,64.0,78.1,-14.1,,,,,,
2-BINARY h=5,11,2022-07,CFIN,96,52.1,53.1,-1.0,43.1,43.3,-0.2,,,,,,
2-BINARY h=5,11,2022-07,COMB,98,55.1,53.1,2.0,49.4,47.4,2.0,,,,,,
2-BINARY h=5,11,2022-07,HNB,98,56.1,54.1,2.0,50.9,48.6,2.3,,,,,,
2-BINARY h=5,11,2022-07,LFIN,97,50.5,49.5,1.0,49.4,48.8,0.6,,,,,,
2-BINARY h=5,11,2022-07,LOFC,96,64.6,66.7,-2.1,39.4,39.9,-0.5,,,,,,
2-BINARY h=5,11,2022-07,LOLC,97,63.9,64.9,-1.0,43.4,43.9,-0.5,,,,,,
2-BINARY h=5,11,2022-07,SAMP,124,59.7,58.9,0.8,40.6,40.1,0.5,,,,,,
2-BINARY h=5,12,2023-01,CFIN,117,51.3,53.0,-1.7,39.6,34.8,4.8,,,,,,
2-BINARY h=5,12,2023-01,COMB,119,38.7,43.7,-5.0,27.1,27.0,0.1,,,,,,
2-BINARY h=5,12,2023-01,HNB,118,39.8,54.2,-14.4,26.8,19.7,7.1,,,,,,
2-BINARY h=5,12,2023-01,LFIN,119,46.2,57.1,-10.9,30.6,23.8,6.8,,,,,,
2-BINARY h=5,12,2023-01,LOFC,119,72.3,73.1,-0.8,64.5,58.7,5.8,,,,,,
2-BINARY h=5,12,2023-01,LOLC,119,63.0,63.0,0.0,47.0,43.9,3.1,,,,,,
2-BINARY h=5,12,2023-01,SAMP,119,42.0,56.3,-14.3,24.1,22.6,1.5,,,,,,
2-BINARY h=5,13,2023-07,CFIN,123,45.5,55.3,-9.8,43.3,38.0,5.3,,,,,,
2-BINARY h=5,13,2023-07,COMB,123,41.5,52.0,-10.6,35.8,39.2,-3.4,,,,,,
2-BINARY h=5,13,2023-07,HNB,123,45.5,56.1,-10.6,36.6,43.4,-6.8,,,,,,
2-BINARY h=5,13,2023-07,LFIN,123,43.9,57.7,-13.8,35.8,48.2,-12.4,,,,,,
2-BINARY h=5,13,2023-07,LOFC,123,58.5,80.5,-22.0,55.0,70.7,-15.7,,,,,,
2-BINARY h=5,13,2023-07,LOLC,123,40.7,69.9,-29.3,37.5,65.4,-27.9,,,,,,
2-BINARY h=5,13,2023-07,SAMP,123,45.5,61.8,-16.3,34.2,41.6,-7.4,,,,,,
2-BINARY h=5,14,2024-01,CFIN,115,53.0,52.2,0.9,58.1,40.5,17.6,,,,,,
2-BINARY h=5,14,2024-01,COMB,115,59.1,53.9,5.2,66.2,41.5,24.7,,,,,,
2-BINARY h=5,14,2024-01,HNB,115,66.1,51.3,14.8,78.6,35.6,43.0,,,,,,
2-BINARY h=5,14,2024-01,LFIN,115,59.1,43.5,15.7,55.1,40.2,14.9,,,,,,
2-BINARY h=5,14,2024-01,LOFC,115,48.7,60.9,-12.2,46.8,36.8,10.0,,,,,,
2-BINARY h=5,14,2024-01,LOLC,115,45.2,61.7,-16.5,53.8,35.5,18.3,,,,,,
2-BINARY h=5,14,2024-01,SAMP,115,60.9,51.3,9.6,68.6,37.9,30.7,,,,,,
2-BINARY h=5,15,2024-07,CFIN,125,56.8,51.2,5.6,72.8,22.1,50.7,,,,,,
2-BINARY h=5,15,2024-07,COMB,122,68.9,63.9,4.9,71.3,31.9,39.4,,,,,,
2-BINARY h=5,15,2024-07,HNB,125,66.4,57.6,8.8,79.9,27.3,52.6,,,,,,
2-BINARY h=5,15,2024-07,LFIN,125,63.2,50.4,12.8,74.8,25.3,49.5,,,,,,
2-BINARY h=5,15,2024-07,LOFC,125,48.0,55.2,-7.2,52.7,41.9,10.8,,,,,,
2-BINARY h=5,15,2024-07,LOLC,125,52.8,52.0,0.8,65.7,29.7,36.0,,,,,,
2-BINARY h=5,15,2024-07,SAMP,125,69.6,64.0,5.6,74.2,24.7,49.5,,,,,,
2-BINARY h=5,16,2025-01,CFIN,114,64.0,47.4,16.7,73.6,32.2,41.4,,,,,,
2-BINARY h=5,16,2025-01,COMB,114,62.3,43.9,18.4,66.4,39.6,26.8,,,,,,
2-BINARY h=5,16,2025-01,HNB,114,54.4,50.9,3.5,57.1,45.6,11.5,,,,,,
2-BINARY h=5,16,2025-01,LFIN,114,55.3,54.4,0.9,61.8,24.5,37.3,,,,,,
2-BINARY h=5,16,2025-01,LOFC,114,42.1,64.0,-21.9,46.3,61.1,-14.8,,,,,,
2-BINARY h=5,16,2025-01,LOLC,114,37.7,59.6,-21.9,39.2,62.0,-22.8,,,,,,
2-BINARY h=5,16,2025-01,SAMP,114,58.8,47.4,11.4,60.6,42.8,17.8,,,,,,
2-BINARY h=5,17,2025-07,CFIN,124,53.2,59.7,-6.5,62.2,45.9,16.3,,,,,,
2-BINARY h=5,17,2025-07,COMB,124,58.9,55.6,3.2,74.8,26.0,48.8,,,,,,
2-BINARY h=5,17,2025-07,HNB,124,53.2,48.4,4.8,69.1,29.5,39.6,,,,,,
2-BINARY h=5,17,2025-07,LFIN,124,51.6,49.2,2.4,58.8,36.0,22.8,,,,,,
2-BINARY h=5,17,2025-07,LOFC,124,54.0,72.6,-18.5,61.8,49.5,12.3,,,,,,
2-BINARY h=5,17,2025-07,LOLC,124,48.4,50.8,-2.4,45.2,47.0,-1.8,,,,,,
2-BINARY h=5,17,2025-07,SAMP,124,51.6,50.8,0.8,53.9,32.5,21.4,,,,,,
2-BINARY h=5,18,2026-01,CFIN,118,59.3,62.7,-3.4,67.0,62.1,4.9,,,,,,
2-BINARY h=5,18,2026-01,COMB,118,42.4,57.6,-15.3,41.2,48.8,-7.6,,,,,,
2-BINARY h=5,18,2026-01,HNB,118,41.5,58.5,-16.9,39.6,51.8,-12.2,,,,,,
2-BINARY h=5,18,2026-01,LFIN,118,50.8,46.6,4.2,56.9,54.5,2.4,,,,,,
2-BINARY h=5,18,2026-01,LOFC,118,46.6,67.8,-21.2,45.8,58.6,-12.8,,,,,,
2-BINARY h=5,18,2026-01,LOLC,118,45.8,62.7,-16.9,47.8,57.4,-9.6,,,,,,
2-BINARY h=5,18,2026-01,SAMP,118,39.8,55.9,-16.1,33.1,56.1,-23.0,,,,,,
2-BINARY h=22,0,2017-01,CFIN,104,67.3,57.7,9.6,69.8,37.6,32.2,,,,,,
2-BINARY h=22,0,2017-01,COMB,113,47.8,40.7,7.1,55.2,45.7,9.5,,,,,,
2-BINARY h=22,0,2017-01,HNB,101,55.4,61.4,-5.9,54.6,64.4,-9.8,,,,,,
2-BINARY h=22,0,2017-01,LFIN,101,46.5,39.6,6.9,53.8,20.6,33.2,,,,,,
2-BINARY h=22,0,2017-01,LOFC,100,32.0,77.0,-45.0,31.3,15.9,15.4,,,,,,
2-BINARY h=22,0,2017-01,LOLC,104,33.7,76.9,-43.3,32.1,84.8,-52.7,,,,,,
2-BINARY h=22,0,2017-01,SAMP,114,50.0,55.3,-5.3,58.0,62.9,-4.9,,,,,,
2-BINARY h=22,1,2017-07,CFIN,101,56.4,53.5,3.0,65.8,25.5,40.3,,,,,,
2-BINARY h=22,1,2017-07,COMB,120,60.0,41.7,18.3,64.2,52.9,11.3,,,,,,
2-BINARY h=22,1,2017-07,HNB,116,66.4,56.9,9.5,80.6,65.9,14.7,,,,,,
2-BINARY h=22,1,2017-07,LFIN,83,33.7,66.3,-32.5,29.1,21.0,8.1,,,,,,
2-BINARY h=22,1,2017-07,LOFC,103,51.5,62.1,-10.7,49.6,63.7,-14.1,,,,,,
2-BINARY h=22,1,2017-07,LOLC,114,56.1,57.9,-1.8,58.4,59.8,-1.4,,,,,,
2-BINARY h=22,1,2017-07,SAMP,118,56.8,64.4,-7.6,64.8,77.7,-12.9,,,,,,
2-BINARY h=22,2,2018-01,CFIN,101,65.3,71.3,-5.9,47.2,54.9,-7.7,,,,,,
2-BINARY h=22,2,2018-01,COMB,115,64.3,47.0,17.4,69.9,17.0,52.9,,,,,,
2-BINARY h=22,2,2018-01,HNB,106,69.8,41.5,28.3,83.6,14.8,68.8,,,,,,
2-BINARY h=22,2,2018-01,LFIN,91,64.8,71.4,-6.6,67.1,82.2,-15.1,,,,,,
2-BINARY h=22,2,2018-01,LOFC,103,64.1,65.0,-1.0,68.3,70.4,-2.1,,,,,,
2-BINARY h=22,2,2018-01,LOLC,100,78.0,41.0,37.0,76.0,25.0,51.0,,,,,,
2-BINARY h=22,2,2018-01,SAMP,116,48.3,48.3,0.0,38.5,44.3,-5.8,,,,,,
2-BINARY h=22,3,2018-07,CFIN,100,81.0,73.0,8.0,89.1,69.3,19.8,,,,,,
