ds,y,yhat,yhat_lower,yhat_upper
2024-07-25,6.1,1.1846350012983553,-1.8439975136605773,4.38093086882379
2024-07-26,6.0,1.4208973540208496,-1.5533334429884864,4.43483588674562
2024-07-29,6.0,1.1756269666476626,-2.117455433094452,4.423293883080296
2024-07-30,5.9,1.0948724941836048,-2.118501430825436,4.275015530147813
2024-07-31,5.6,1.0149525816015026,-1.9798844043896644,4.170838898213291
2024-08-01,5.6,0.9424536169161308,-2.0683769145015507,4.002267028129289
2024-08-02,5.6,1.1890421841774896,-1.8261960405445758,4.44911729187421
2024-08-05,5.5,0.9905958668232447,-2.0620261107555273,4.192985368734472
2024-08-06,5.5,0.9299108229745332,-2.32240947949422,4.1295294375767515
2024-08-07,5.5,0.8717383814708914,-2.338635620200369,3.9442158188656427
2024-08-08,5.5,0.8222613702380719,-2.3189116472335027,4.109854825524508
2024-08-09,5.6,1.092706361477524,-1.9934470759005158,4.2490760328720345
2024-08-12,5.5,0.9660989544249383,-1.9519863990239565,4.278916135783932
2024-08-13,5.6,0.9278349759813023,-2.1470211275277014,4.014887555046719
2024-08-14,5.7,0.8905351384185668,-2.04015695952542,4.261318601261898
2024-08-15,5.8,0.8599475778240203,-2.1355142695806766,3.817156882900766
2024-08-16,5.8,1.1469038401049088,-1.9397251335672998,4.183878406407711
2024-08-20,5.6,1.0182997028488912,-2.233739064556907,4.222901310424412
2024-08-21,5.5,0.9817014419675731,-2.305930899011935,4.02620377156164
2024-08-22,5.5,0.9483600630940262,-2.1471213345910694,4.041654511753216
2024-08-23,5.5,1.2291883979624587,-1.86919157082857,4.303278018290406
2024-08-26,5.3,1.098002773602277,-2.1900645542446258,3.969100107253031
2024-08-27,5.2,1.0465616358626153,-2.0445846728207475,4.238236803761239
2024-08-28,5.1,0.9907158817691062,-2.0021801938712938,4.243902430110431
2024-08-29,5.1,0.9366728580216993,-2.157571339710266,3.8868517107857277
2024-08-30,5.0,1.1958333228999485,-1.9183848223073185,4.327185939217011
2024-09-02,4.9,0.9989478372076184,-2.036081606277149,3.9301251975400664
2024-09-03,4.9,0.9270609194431028,-2.207574880094727,4.0980277282347926
2024-09-04,5.3,0.8522886343093558,-2.1921363987005535,3.9541384141872387
2024-09-05,5.1,0.7812579149814655,-2.2855185879148596,3.899506333118367
2024-09-06,5.1,1.0257367628404572,-2.1751161295753625,3.894359482585368
2024-09-09,5.1,0.801346535147638,-2.1103444997300547,3.8736439810098524
2024-09-10,5.0,0.7263370637253732,-2.3523796628489406,3.8904792601871794
2024-09-11,5.0,0.6515324825028308,-2.5695922716734576,3.7257311317009503
2024-09-12,5.1,0.5834779564085655,-2.535014674095878,3.4454949749826365
2024-09-13,5.1,0.8337801399652638,-2.224651178086174,3.9574160696985614
2024-09-18,5.2,0.5208576901402189,-2.5974428333197066,3.6077301810089515
2024-09-19,5.5,0.4686145249576046,-2.579035667263964,3.649191058994406
2024-09-20,5.5,0.734787124742234,-2.37933867923694,3.892983996498985
2024-09-23,5.6,0.5851821641776701,-2.4075608223147227,3.6833724973638704
2024-09-24,5.7,0.5355503636897107,-2.3983634029390357,3.725592137924413
2024-09-25,6.4,0.4849292746615207,-2.5857195087609632,3.571454023142112
2024-09-26,6.4,0.43904511899839527,-2.5489617892032106,3.5458108311636316
2024-09-27,6.4,0.7087386789623389,-2.4696874289907935,3.9390147439428005
2024-09-30,6.4,0.5512637952080505,-2.794780245133054,3.5290091707389575
2024-10-01,6.4,0.4928251636377906,-2.6065115388753104,3.6263094328740975
2024-10-02,6.2,0.4305064302943258,-2.8190723213998132,3.5706377614257185
2024-10-03,6.1,0.3702842716693078,-2.7046521514067403,3.5032591120232515
2024-10-04,6.2,0.6233308116185502,-2.374044547190966,3.928159813634389
2024-10-07,6.1,0.4064307148472259,-2.660089012525964,3.2932383450194354
2024-10-08,6.0,0.32676229660804446,-2.7632384224190774,3.526771621369772
2024-10-09,6.0,0.24347345523970332,-3.149545729272097,3.321300218209877
2024-10-10,6.0,0.16315538579990063,-2.8148440188613493,3.450078377262895
2024-10-11,6.1,0.3975962996494051,-2.9516807666322618,3.6444061803251198
2024-10-14,6.1,0.13969928174978552,-2.9994113167551273,3.288962739448027
2024-10-15,6.1,0.05307160744824613,-3.145375433041676,2.9941839735358275
2024-10-16,6.2,-0.03308239478454422,-2.907576166030134,3.345370861629527
2024-10-18,6.1,0.12884597818890098,-2.961177284127667,3.2444355667044693
2024-10-21,6.1,-0.08120229061740769,-3.3442040213336024,2.972583238466879
2024-10-22,6.0,-0.14232116448834187,-3.0453180319941815,2.9403570553762943
2024-10-23,5.9,-0.19851398344486992,-3.356393652024057,2.8385437976196766
2024-10-24,6.0,-0.2431977361984239,-3.3340911793420065,3.0589242734657245
2024-10-25,6.1,0.03523067862263751,-3.124192144826878,3.037425861516889
2024-10-28,6.4,-0.045045815691536206,-3.0263368446385064,3.072288137204904
2024-10-29,6.3,-0.05955455771068907,-3.344593542287953,2.921997905552014
2024-10-30,6.2,-0.06865586707619387,-3.256983546597331,3.1190000121214507
2024-11-01,6.3,0.2576790807711011,-2.9637340770173752,3.5880600890289918
2024-11-04,6.3,0.3010538617177756,-2.750717576261958,3.6526287004784197
2024-11-05,6.3,0.3208966741211558,-2.6050779847626844,3.634276897888766
2024-11-06,6.3,0.3416911036279107,-2.767372098678698,3.372225098423803
2024-11-07,6.2,0.3687517096031469,-3.0320175503166538,3.38615634018435
2024-11-08,6.2,0.712488810291998,-2.556383589540646,3.828238634335296
2024-11-11,6.3,0.7791860099777415,-2.3936258068778273,3.9864534834654144
2024-11-12,6.5,0.7945648720269285,-2.4988849248835696,3.901596066146328
2024-11-13,6.5,0.8047884990273731,-2.4263971526097476,3.9063086814062222
2024-11-14,6.6,0.8153278928567398,-2.416199871334145,4.099985867254133
2024-11-18,6.4,1.1064881436739642,-2.156025194209769,4.307912149672692
2024-11-19,6.3,1.0810263034630374,-2.013410405893348,4.372043100433497
2024-11-20,6.2,1.047137933670028,-1.8232212763718512,4.404071937791345
2024-11-21,6.2,1.0109469042095842,-2.1827201747479585,4.028408015605336
2024-11-22,6.0,1.283797083392989,-1.7140330655219298,4.499588830123214
2024-11-25,5.9,1.1028384578843204,-1.9797409759060431,4.2001403808415505
2024-11-26,5.9,1.027960223716149,-2.2811279812206613,4.108344284200534
2024-11-27,6.0,0.9461581400687158,-2.32218665041726,3.9186141437351387
2024-11-28,6.0,0.8641715963457621,-2.206551585802426,4.037716178159492
2024-11-29,5.9,1.0939135089124647,-2.2925825221853713,4.236544751458417
2024-12-02,6.0,0.8045971124831509,-2.426316000895143,3.6522062058200673
2024-12-03,6.0,0.7018825941130551,-2.497375053085263,3.746829672643283
2024-12-04,6.0,0.5968593895107119,-2.5012108614956166,3.9139197427619425
2024-12-05,6.1,0.49644295724761867,-2.808837178831703,3.8036112377117766
2024-12-06,6.2,0.7126497896742132,-2.239632163157637,3.8528920305023493
2024-12-09,6.2,0.4120800779524104,-2.8765433600930503,3.4202256036881855
2024-12-10,6.8,0.31506293340974345,-2.8067172561896396,3.3490336883550316
2024-12-11,6.6,0.22014322382738136,-3.1819450677225647,3.143284173986568
2024-12-12,6.4,0.13396601167568906,-3.036632866236868,3.3327320358154235
2024-12-13,6.5,0.36823249669826674,-2.494833431960128,3.726128597206159
2024-12-16,6.7,0.1410710242630908,-2.7659241486671866,3.019371513469948
2024-12-17,6.5,0.07356733839817706,-3.1741567744258,3.2008233307915366
2024-12-18,6.6,0.009955614937883373,-3.271131217522991,3.0628001619462646
2024-12-19,6.6,-0.04356917251783085,-3.17407841591784,3.1316507229846917
2024-12-20,6.6,0.22424334923678124,-2.882509036719988,3.3142545160177748
2024-12-23,6.8,0.09867494784071823,-2.949659875779222,3.2785218136777434
2024-12-24,6.8,0.06395255196886199,-2.992636227660988,3.341807501814008
