ticker,horizon_days,fold,test_from,model,n_test,MAPE_%,MAE,RMSE,ret_RMSE_pp,dir_acc_%
CFIN,5,9,2021-07,XGBoost P+M (+macro),124,3.998,3.448,4.084,4.686,50.8
CFIN,5,9,2021-07,Ridge P+M+N (+macro+news),124,3.418,2.955,3.599,4.112,48.4
CFIN,5,9,2021-07,XGBoost P+M+N (+macro+news),124,4.446,3.832,4.544,5.209,46.8
CFIN,5,10,2022-01,naive (no change),92,6.283,4.721,6.198,7.807,1.1
CFIN,5,10,2022-01,"ARIMA(1,1,1)",92,6.265,4.708,6.185,7.794,67.4
CFIN,5,10,2022-01,Ridge P (price only),92,6.079,4.593,5.872,7.498,64.1
CFIN,5,10,2022-01,XGBoost P (price only),92,6.684,4.893,6.282,8.475,53.3
CFIN,5,10,2022-01,Ridge P+M (+macro),92,8.372,6.043,7.466,9.786,43.5
CFIN,5,10,2022-01,XGBoost P+M (+macro),92,7.669,5.561,7.002,9.194,35.9
CFIN,5,10,2022-01,Ridge P+M+N (+macro+news),92,8.212,5.923,7.309,9.614,40.2
CFIN,5,10,2022-01,XGBoost P+M+N (+macro+news),92,7.785,5.689,7.103,9.194,32.6
CFIN,5,11,2022-07,naive (no change),96,3.847,2.53,3.225,5.037,2.1
CFIN,5,11,2022-07,"ARIMA(1,1,1)",96,3.849,2.535,3.293,5.192,51.0
CFIN,5,11,2022-07,Ridge P (price only),96,3.985,2.608,3.264,5.146,52.1
CFIN,5,11,2022-07,XGBoost P (price only),96,4.484,2.924,3.69,5.804,50.0
CFIN,5,11,2022-07,Ridge P+M (+macro),96,5.865,3.781,4.343,6.627,46.9
CFIN,5,11,2022-07,XGBoost P+M (+macro),96,4.724,3.059,3.595,5.626,44.8
CFIN,5,11,2022-07,Ridge P+M+N (+macro+news),96,7.678,4.928,5.556,8.433,46.9
CFIN,5,11,2022-07,XGBoost P+M+N (+macro+news),96,4.559,2.953,3.576,5.617,44.8
CFIN,5,12,2023-01,naive (no change),117,4.58,3.248,4.215,6.152,1.7
CFIN,5,12,2023-01,"ARIMA(1,1,1)",117,4.584,3.253,4.235,6.187,46.2
CFIN,5,12,2023-01,Ridge P (price only),117,4.348,3.088,4.065,5.948,60.7
CFIN,5,12,2023-01,XGBoost P (price only),117,4.556,3.23,4.138,6.059,57.3
CFIN,5,12,2023-01,Ridge P+M (+macro),117,4.434,3.161,4.245,6.22,57.3
CFIN,5,12,2023-01,XGBoost P+M (+macro),117,5.132,3.655,4.602,6.69,41.0
CFIN,5,12,2023-01,Ridge P+M+N (+macro+news),117,4.422,3.153,4.245,6.217,58.1
CFIN,5,12,2023-01,XGBoost P+M+N (+macro+news),117,4.983,3.532,4.424,6.453,44.4
CFIN,5,13,2023-07,naive (no change),123,4.608,5.241,7.925,7.616,0.0
CFIN,5,13,2023-07,"ARIMA(1,1,1)",123,4.576,5.203,7.941,7.652,55.3
CFIN,5,13,2023-07,Ridge P (price only),123,4.3,4.905,7.894,7.655,64.2
CFIN,5,13,2023-07,XGBoost P (price only),123,4.788,5.463,8.453,8.111,44.7
CFIN,5,13,2023-07,Ridge P+M (+macro),123,4.682,5.298,7.634,7.253,49.6
CFIN,5,13,2023-07,XGBoost P+M (+macro),123,5.458,6.129,8.231,7.731,49.6
CFIN,5,13,2023-07,Ridge P+M+N (+macro+news),123,4.774,5.399,7.725,7.33,50.4
CFIN,5,13,2023-07,XGBoost P+M+N (+macro+news),123,5.647,6.356,8.433,7.885,50.4
CFIN,5,14,2024-01,naive (no change),115,3.075,3.495,4.544,4.101,0.9
CFIN,5,14,2024-01,"ARIMA(1,1,1)",115,3.082,3.502,4.535,4.089,47.8
CFIN,5,14,2024-01,Ridge P (price only),115,3.161,3.576,4.568,4.122,50.4
CFIN,5,14,2024-01,XGBoost P (price only),115,3.274,3.72,4.658,4.148,44.3
CFIN,5,14,2024-01,Ridge P+M (+macro),115,3.249,3.692,4.797,4.36,41.7
CFIN,5,14,2024-01,XGBoost P+M (+macro),115,3.143,3.585,4.604,4.152,55.7
CFIN,5,14,2024-01,Ridge P+M+N (+macro+news),115,3.239,3.68,4.776,4.34,43.5
CFIN,5,14,2024-01,XGBoost P+M+N (+macro+news),115,3.154,3.602,4.646,4.176,51.3
CFIN,5,15,2024-07,naive (no change),125,3.606,4.946,8.105,5.84,8.0
CFIN,5,15,2024-07,"ARIMA(1,1,1)",125,3.605,4.944,8.1,5.836,59.2
CFIN,5,15,2024-07,Ridge P (price only),125,3.627,4.983,7.905,5.595,48.8
CFIN,5,15,2024-07,XGBoost P (price only),125,3.684,5.046,8.106,5.765,49.6
CFIN,5,15,2024-07,Ridge P+M (+macro),125,3.637,5.017,8.116,5.684,52.8
CFIN,5,15,2024-07,XGBoost P+M (+macro),125,3.85,5.339,8.816,6.143,48.0
CFIN,5,15,2024-07,Ridge P+M+N (+macro+news),125,3.617,4.988,8.084,5.665,54.4
CFIN,5,15,2024-07,XGBoost P+M+N (+macro+news),125,3.99,5.443,8.548,6.065,47.2
CFIN,5,16,2025-01,naive (no change),114,4.569,9.833,12.699,6.089,2.6
CFIN,5,16,2025-01,"ARIMA(1,1,1)",114,4.651,10.029,12.946,6.212,38.6
CFIN,5,16,2025-01,Ridge P (price only),114,4.485,9.621,12.475,6.002,55.3
CFIN,5,16,2025-01,XGBoost P (price only),114,4.773,10.131,12.777,6.222,50.9
CFIN,5,16,2025-01,Ridge P+M (+macro),114,4.602,9.911,12.842,6.167,48.2
CFIN,5,16,2025-01,XGBoost P+M (+macro),114,8.181,16.607,19.092,9.291,58.8
CFIN,5,16,2025-01,Ridge P+M+N (+macro+news),114,4.55,9.789,12.68,6.085,50.0
CFIN,5,16,2025-01,XGBoost P+M+N (+macro+news),114,8.394,17.109,19.631,9.48,58.8
CFIN,5,17,2025-07,naive (no change),124,2.618,7.673,10.137,3.544,3.2
CFIN,5,17,2025-07,"ARIMA(1,1,1)",124,2.6,7.625,10.15,3.554,56.5
CFIN,5,17,2025-07,Ridge P (price only),124,2.899,8.483,10.413,3.582,41.1
CFIN,5,17,2025-07,XGBoost P (price only),124,2.976,8.714,10.611,3.637,41.9
CFIN,5,17,2025-07,Ridge P+M (+macro),124,2.83,8.294,10.349,3.579,42.7
CFIN,5,17,2025-07,XGBoost P+M (+macro),124,3.311,9.652,12.503,4.247,50.0
CFIN,5,17,2025-07,Ridge P+M+N (+macro+news),124,2.866,8.391,10.354,3.573,39.5
CFIN,5,17,2025-07,XGBoost P+M+N (+macro+news),124,3.048,8.888,11.288,3.834,43.5
CFIN,5,18,2026-01,naive (no change),118,3.112,7.578,9.748,3.977,2.5
CFIN,5,18,2026-01,"ARIMA(1,1,1)",118,3.124,7.607,9.773,3.985,37.3
CFIN,5,18,2026-01,Ridge P (price only),118,3.086,7.511,9.403,3.851,60.2
CFIN,5,18,2026-01,XGBoost P (price only),118,3.232,7.847,9.961,4.119,60.2
CFIN,5,18,2026-01,Ridge P+M (+macro),118,3.129,7.634,9.538,3.889,56.8
CFIN,5,18,2026-01,XGBoost P+M (+macro),118,3.375,8.175,10.346,4.231,45.8
CFIN,5,18,2026-01,Ridge P+M+N (+macro+news),118,3.206,7.82,9.68,3.929,55.1
CFIN,5,18,2026-01,XGBoost P+M+N (+macro+news),118,3.405,8.228,10.285,4.201,46.6
SPSL20,1,1,2017-07,naive (no change),122,0.339,12.802,17.918,0.472,0.0
SPSL20,1,1,2017-07,"ARIMA(1,1,1)",122,0.34,12.834,17.942,0.473,41.8
SPSL20,1,1,2017-07,Ridge P (price only),122,0.338,12.76,17.248,0.454,54.1
SPSL20,1,1,2017-07,XGBoost P (price only),122,0.359,13.565,19.186,0.506,56.6
SPSL20,1,1,2017-07,Ridge P+M (+macro),122,0.363,13.718,18.081,0.476,46.7
SPSL20,1,1,2017-07,XGBoost P+M (+macro),122,0.365,13.774,18.383,0.485,59.0
SPSL20,1,1,2017-07,Ridge P+M+N (+macro+news),122,0.387,14.622,19.257,0.507,49.2
SPSL20,1,1,2017-07,XGBoost P+M+N (+macro+news),122,0.357,13.486,18.792,0.495,59.0
SPSL20,1,2,2018-01,naive (no change),117,0.307,11.208,14.67,0.402,0.0
SPSL20,1,2,2018-01,"ARIMA(1,1,1)",117,0.306,11.18,14.64,0.401,57.3
SPSL20,1,2,2018-01,Ridge P (price only),117,0.312,11.41,14.462,0.395,53.0
SPSL20,1,2,2018-01,XGBoost P (price only),117,0.364,13.274,16.257,0.446,46.2
SPSL20,1,2,2018-01,Ridge P+M (+macro),117,0.313,11.456,14.546,0.397,55.6
SPSL20,1,2,2018-01,XGBoost P+M (+macro),117,0.347,12.664,15.711,0.431,44.4
SPSL20,1,2,2018-01,Ridge P+M+N (+macro+news),117,0.319,11.649,14.733,0.403,52.1
SPSL20,1,2,2018-01,XGBoost P+M+N (+macro+news),117,0.361,13.184,16.228,0.445,43.6
SPSL20,1,3,2018-07,naive (no change),123,0.583,18.36,25.982,0.834,0.0
SPSL20,1,3,2018-07,"ARIMA(1,1,1)",123,0.577,18.159,26.02,0.837,56.9
SPSL20,1,3,2018-07,Ridge P (price only),123,0.591,18.599,26.218,0.84,59.3
SPSL20,1,3,2018-07,XGBoost P (price only),123,0.567,17.794,26.415,0.853,61.0
SPSL20,1,3,2018-07,Ridge P+M (+macro),123,0.585,18.425,26.019,0.835,59.3
SPSL20,1,3,2018-07,XGBoost P+M (+macro),123,0.591,18.519,27.313,0.884,54.5
SPSL20,1,3,2018-07,Ridge P+M+N (+macro+news),123,0.588,18.525,26.044,0.835,55.3
SPSL20,1,3,2018-07,XGBoost P+M+N (+macro+news),123,0.589,18.484,27.065,0.874,58.5
SPSL20,1,4,2019-01,naive (no change),117,0.48,13.105,21.171,0.761,0.0
SPSL20,1,4,2019-01,"ARIMA(1,1,1)",117,0.474,12.963,20.98,0.754,60.7
SPSL20,1,4,2019-01,Ridge P (price only),117,0.488,13.373,21.251,0.763,51.3
SPSL20,1,4,2019-01,XGBoost P (price only),117,0.521,14.298,22.577,0.812,53.0
SPSL20,1,4,2019-01,Ridge P+M (+macro),117,0.522,14.335,22.296,0.797,47.0
SPSL20,1,4,2019-01,XGBoost P+M (+macro),117,0.519,14.193,22.459,0.809,52.1
SPSL20,1,4,2019-01,Ridge P+M+N (+macro+news),117,0.556,15.293,23.095,0.825,39.3
SPSL20,1,4,2019-01,XGBoost P+M+N (+macro+news),117,0.526,14.438,23.014,0.824,47.9
SPSL20,1,5,2019-07,naive (no change),124,0.658,18.94,26.427,0.923,0.0
SPSL20,1,5,2019-07,"ARIMA(1,1,1)",124,0.661,19.02,26.561,0.928,46.0
SPSL20,1,5,2019-07,Ridge P (price only),124,0.647,18.639,25.625,0.892,61.3
SPSL20,1,5,2019-07,XGBoost P (price only),124,0.657,18.914,26.095,0.912,60.5
SPSL20,1,5,2019-07,Ridge P+M (+macro),124,0.656,18.892,25.92,0.904,58.9
SPSL20,1,5,2019-07,XGBoost P+M (+macro),124,0.656,18.859,27.429,0.962,53.2
SPSL20,1,5,2019-07,Ridge P+M+N (+macro+news),124,0.66,19.014,26.157,0.913,54.8
SPSL20,1,5,2019-07,XGBoost P+M+N (+macro+news),124,0.644,18.553,27.193,0.951,57.3
SPSL20,1,6,2020-01,naive (no change),83,1.563,34.406,53.541,2.488,0.0
SPSL20,1,6,2020-01,"ARIMA(1,1,1)",83,1.574,34.762,54.201,2.507,48.2
SPSL20,1,6,2020-01,Ridge P (price only),83,1.454,32.184,49.744,2.283,65.1
SPSL20,1,6,2020-01,XGBoost P (price only),83,1.587,34.804,56.484,2.613,55.4
SPSL20,1,6,2020-01,Ridge P+M (+macro),83,1.456,32.258,50.312,2.303,63.9
SPSL20,1,6,2020-01,XGBoost P+M (+macro),83,1.597,34.961,57.148,2.643,56.6
SPSL20,1,6,2020-01,Ridge P+M+N (+macro+news),83,1.453,32.185,50.17,2.297,67.5
SPSL20,1,6,2020-01,XGBoost P+M+N (+macro+news),83,1.59,34.891,57.028,2.636,51.8
SPSL20,1,7,2020-07,naive (no change),126,0.832,19.392,28.552,1.213,0.0
SPSL20,1,7,2020-07,"ARIMA(1,1,1)",126,0.83,19.301,28.741,1.219,57.9
SPSL20,1,7,2020-07,Ridge P (price only),126,0.825,19.148,28.311,1.209,61.1
SPSL20,1,7,2020-07,XGBoost P (price only),126,0.937,21.808,31.529,1.341,59.5
SPSL20,1,7,2020-07,Ridge P+M (+macro),126,0.834,19.374,28.656,1.222,55.6
SPSL20,1,7,2020-07,XGBoost P+M (+macro),126,0.884,20.652,29.811,1.266,57.1
SPSL20,1,7,2020-07,Ridge P+M+N (+macro+news),126,0.833,19.359,28.745,1.226,54.8
SPSL20,1,7,2020-07,XGBoost P+M+N (+macro+news),126,0.856,20.017,28.697,1.212,55.6
SPSL20,1,8,2021-01,naive (no change),114,1.258,37.785,55.608,1.805,0.0
SPSL20,1,8,2021-01,"ARIMA(1,1,1)",114,1.248,37.455,55.75,1.804,57.9
SPSL20,1,8,2021-01,Ridge P (price only),114,1.271,38.194,54.814,1.783,57.0
SPSL20,1,8,2021-01,XGBoost P (price only),114,1.33,40.015,58.043,1.892,52.6
SPSL20,1,8,2021-01,Ridge P+M (+macro),114,1.273,38.281,55.045,1.792,57.0
SPSL20,1,8,2021-01,XGBoost P+M (+macro),114,1.337,40.218,56.632,1.848,52.6
SPSL20,1,8,2021-01,Ridge P+M+N (+macro+news),114,1.261,37.921,54.831,1.786,57.9
SPSL20,1,8,2021-01,XGBoost P+M+N (+macro+news),114,1.395,41.988,58.845,1.914,50.0
SPSL20,1,9,2021-07,naive (no change),124,0.853,29.645,40.469,1.178,0.0
SPSL20,1,9,2021-07,"ARIMA(1,1,1)",124,0.858,29.825,40.666,1.183,38.7
SPSL20,1,9,2021-07,Ridge P (price only),124,0.869,30.181,39.847,1.165,58.1
SPSL20,1,9,2021-07,XGBoost P (price only),124,0.887,30.924,40.921,1.185,60.5
SPSL20,1,9,2021-07,Ridge P+M (+macro),124,0.848,29.443,38.973,1.139,57.3
SPSL20,1,9,2021-07,XGBoost P+M (+macro),124,0.851,29.666,39.937,1.159,62.1
SPSL20,1,9,2021-07,Ridge P+M+N (+macro+news),124,0.85,29.491,39.068,1.139,60.5
SPSL20,1,9,2021-07,XGBoost P+M+N (+macro+news),124,0.834,29.038,39.858,1.16,60.5
SPSL20,1,10,2022-01,naive (no change),107,2.397,75.645,102.865,3.38,0.0
SPSL20,1,10,2022-01,"ARIMA(1,1,1)",107,2.366,74.816,101.782,3.355,59.8
SPSL20,1,10,2022-01,Ridge P (price only),107,2.361,74.89,102.752,3.379,59.8
SPSL20,1,10,2022-01,XGBoost P (price only),107,2.505,78.211,111.839,3.705,60.7
SPSL20,1,10,2022-01,Ridge P+M (+macro),107,2.459,77.971,105.398,3.448,57.0
SPSL20,1,10,2022-01,XGBoost P+M (+macro),107,2.339,73.773,102.525,3.409,63.6
SPSL20,1,10,2022-01,Ridge P+M+N (+macro+news),107,2.402,76.593,104.864,3.431,55.1
SPSL20,1,10,2022-01,XGBoost P+M+N (+macro+news),107,2.347,74.853,107.492,3.612,60.7
SPSL20,1,11,2022-07,naive (no change),124,1.442,39.223,52.911,1.95,0.0
SPSL20,1,11,2022-07,"ARIMA(1,1,1)",124,1.464,39.756,53.124,1.951,49.2
SPSL20,1,11,2022-07,Ridge P (price only),124,1.404,38.166,51.283,1.902,62.9
SPSL20,1,11,2022-07,XGBoost P (price only),124,1.574,43.071,60.945,2.237,58.9
SPSL20,1,11,2022-07,Ridge P+M (+macro),124,1.57,42.582,55.362,2.041,48.4
SPSL20,1,11,2022-07,XGBoost P+M (+macro),124,1.677,45.933,62.492,2.294,54.0
SPSL20,1,11,2022-07,Ridge P+M+N (+macro+news),124,1.585,42.918,55.666,2.052,51.6
SPSL20,1,11,2022-07,XGBoost P+M+N (+macro+news),124,1.634,44.673,61.216,2.254,52.4
SPSL20,1,12,2023-01,naive (no change),120,1.013,27.345,41.227,1.535,0.0
SPSL20,1,12,2023-01,"ARIMA(1,1,1)",120,1.011,27.293,41.285,1.537,53.3
SPSL20,1,12,2023-01,Ridge P (price only),120,1.002,27.089,40.787,1.517,59.2
SPSL20,1,12,2023-01,XGBoost P (price only),120,1.024,27.646,40.799,1.518,59.2
SPSL20,1,12,2023-01,Ridge P+M (+macro),120,1.004,27.178,42.114,1.569,59.2
SPSL20,1,12,2023-01,XGBoost P+M (+macro),120,1.051,28.376,41.409,1.542,55.0
SPSL20,1,12,2023-01,Ridge P+M+N (+macro+news),120,1.004,27.182,42.132,1.57,59.2
SPSL20,1,12,2023-01,XGBoost P+M+N (+macro+news),120,1.055,28.496,41.649,1.547,58.3
SPSL20,1,13,2023-07,naive (no change),122,0.796,25.139,32.789,1.036,0.0
SPSL20,1,13,2023-07,"ARIMA(1,1,1)",122,0.952,29.895,37.123,1.169,48.4
SPSL20,1,13,2023-07,Ridge P (price only),122,0.807,25.437,33.231,1.051,58.2
SPSL20,1,13,2023-07,XGBoost P (price only),122,0.823,25.939,34.305,1.088,60.7
SPSL20,1,13,2023-07,Ridge P+M (+macro),122,0.867,27.372,35.813,1.124,50.0
SPSL20,1,13,2023-07,XGBoost P+M (+macro),122,0.893,28.145,35.917,1.137,47.5
SPSL20,1,13,2023-07,Ridge P+M+N (+macro+news),122,0.868,27.398,35.821,1.124,50.8
SPSL20,1,13,2023-07,XGBoost P+M+N (+macro+news),122,0.885,27.899,36.132,1.144,48.4
SPSL20,1,14,2024-01,naive (no change),115,0.611,20.614,27.886,0.817,0.0
SPSL20,1,14,2024-01,"ARIMA(1,1,1)",115,0.599,20.245,27.533,0.805,56.5
SPSL20,1,14,2024-01,Ridge P (price only),115,0.574,19.446,26.39,0.772,65.2
SPSL20,1,14,2024-01,XGBoost P (price only),115,0.568,19.319,26.3,0.765,61.7
SPSL20,1,14,2024-01,Ridge P+M (+macro),115,0.582,19.692,26.692,0.782,61.7
SPSL20,1,14,2024-01,XGBoost P+M (+macro),115,0.59,20.016,27.102,0.792,61.7
SPSL20,1,14,2024-01,Ridge P+M+N (+macro+news),115,0.581,19.656,26.622,0.78,60.0
SPSL20,1,14,2024-01,XGBoost P+M+N (+macro+news),115,0.58,19.707,26.429,0.77,63.5
SPSL20,1,15,2024-07,naive (no change),125,0.852,30.877,40.618,1.121,0.0
SPSL20,1,15,2024-07,"ARIMA(1,1,1)",125,0.852,30.904,40.671,1.122,44.0
SPSL20,1,15,2024-07,Ridge P (price only),125,0.752,27.033,35.431,0.992,69.6
SPSL20,1,15,2024-07,XGBoost P (price only),125,0.767,27.734,36.207,0.997,72.0
SPSL20,1,15,2024-07,Ridge P+M (+macro),125,0.747,26.789,35.118,0.984,70.4
SPSL20,1,15,2024-07,XGBoost P+M (+macro),125,0.752,27.043,36.274,1.007,68.0
SPSL20,1,15,2024-07,Ridge P+M+N (+macro+news),125,0.746,26.747,34.967,0.98,70.4
SPSL20,1,15,2024-07,XGBoost P+M+N (+macro+news),125,0.753,27.037,35.462,0.993,68.8
SPSL20,1,16,2025-01,naive (no change),114,1.032,49.941,69.261,1.467,0.0
SPSL20,1,16,2025-01,"ARIMA(1,1,1)",114,1.051,50.68,70.944,1.496,56.1
SPSL20,1,16,2025-01,Ridge P (price only),114,1.06,51.1,71.416,1.526,54.4
SPSL20,1,16,2025-01,XGBoost P (price only),114,1.022,49.358,70.18,1.485,57.0
SPSL20,1,16,2025-01,Ridge P+M (+macro),114,1.053,50.771,71.229,1.52,57.0
SPSL20,1,16,2025-01,XGBoost P+M (+macro),114,0.992,47.793,67.887,1.438,58.8
SPSL20,1,16,2025-01,Ridge P+M+N (+macro+news),114,1.053,50.768,71.252,1.519,56.1
SPSL20,1,16,2025-01,XGBoost P+M+N (+macro+news),114,1.013,48.778,69.551,1.474,59.6
SPSL20,1,17,2025-07,naive (no change),123,0.553,33.241,47.699,0.802,0.0
SPSL20,1,17,2025-07,"ARIMA(1,1,1)",123,0.569,34.201,47.993,0.802,56.9
SPSL20,1,17,2025-07,Ridge P (price only),123,0.524,31.522,45.521,0.763,61.0
SPSL20,1,17,2025-07,XGBoost P (price only),123,0.55,32.991,46.423,0.779,63.4
SPSL20,1,17,2025-07,Ridge P+M (+macro),123,0.522,31.41,45.336,0.76,64.2
SPSL20,1,17,2025-07,XGBoost P+M (+macro),123,0.536,32.14,45.511,0.764,65.0
SPSL20,1,17,2025-07,Ridge P+M+N (+macro+news),123,0.522,31.379,45.285,0.759,60.2
SPSL20,1,17,2025-07,XGBoost P+M+N (+macro+news),123,0.538,32.264,45.708,0.767,65.9
SPSL20,5,1,2017-07,naive (no change),122,1.032,38.976,50.684,1.342,0.0
SPSL20,5,1,2017-07,"ARIMA(1,1,1)",122,1.071,40.45,51.405,1.359,31.1
SPSL20,5,1,2017-07,Ridge P (price only),122,0.985,37.233,48.993,1.298,69.7
SPSL20,5,1,2017-07,XGBoost P (price only),122,1.138,42.901,58.382,1.55,59.0
SPSL20,5,1,2017-07,Ridge P+M (+macro),122,1.279,48.215,57.647,1.521,37.7
SPSL20,5,1,2017-07,XGBoost P+M (+macro),122,1.662,62.676,80.371,2.148,49.2
SPSL20,5,1,2017-07,Ridge P+M+N (+macro+news),122,1.337,50.408,60.319,1.591,33.6
SPSL20,5,1,2017-07,XGBoost P+M+N (+macro+news),122,1.439,54.258,72.01,1.925,43.4
SPSL20,5,2,2018-01,naive (no change),117,0.888,31.84,42.726,1.192,0.0
SPSL20,5,2,2018-01,"ARIMA(1,1,1)",117,0.866,31.092,41.972,1.17,70.1
SPSL20,5,2,2018-01,Ridge P (price only),117,0.82,29.548,39.692,1.099,64.1
SPSL20,5,2,2018-01,XGBoost P (price only),117,1.111,40.03,52.706,1.468,41.0
SPSL20,5,2,2018-01,Ridge P+M (+macro),117,0.833,29.988,40.462,1.125,65.0
SPSL20,5,2,2018-01,XGBoost P+M (+macro),117,0.943,34.013,45.252,1.259,62.4
SPSL20,5,2,2018-01,Ridge P+M+N (+macro+news),117,0.887,31.911,42.748,1.188,61.5
SPSL20,5,2,2018-01,XGBoost P+M+N (+macro+news),117,1.016,36.624,49.316,1.371,57.3
SPSL20,5,3,2018-07,naive (no change),123,1.552,48.779,66.115,2.147,0.0
SPSL20,5,3,2018-07,"ARIMA(1,1,1)",123,1.482,46.693,65.526,2.139,61.0
SPSL20,5,3,2018-07,Ridge P (price only),123,1.535,48.256,66.665,2.155,63.4
SPSL20,5,3,2018-07,XGBoost P (price only),123,1.519,47.64,67.978,2.206,64.2
SPSL20,5,3,2018-07,Ridge P+M (+macro),123,1.465,46.067,65.049,2.119,66.7
SPSL20,5,3,2018-07,XGBoost P+M (+macro),123,1.555,48.684,68.094,2.22,64.2
SPSL20,5,3,2018-07,Ridge P+M+N (+macro+news),123,1.486,46.767,66.152,2.152,64.2
SPSL20,5,3,2018-07,XGBoost P+M+N (+macro+news),123,1.508,47.215,67.357,2.199,60.2
SPSL20,5,4,2019-01,naive (no change),117,1.55,41.951,54.65,1.983,0.0
SPSL20,5,4,2019-01,"ARIMA(1,1,1)",117,1.521,41.142,53.494,1.944,65.8
SPSL20,5,4,2019-01,Ridge P (price only),117,1.577,42.653,55.166,2.012,53.8
SPSL20,5,4,2019-01,XGBoost P (price only),117,1.762,47.675,59.147,2.153,51.3
SPSL20,5,4,2019-01,Ridge P+M (+macro),117,1.958,53.609,67.402,2.412,33.3
SPSL20,5,4,2019-01,XGBoost P+M (+macro),117,2.046,55.625,70.339,2.538,33.3
SPSL20,5,4,2019-01,Ridge P+M+N (+macro+news),117,2.028,55.638,69.501,2.48,35.9
SPSL20,5,4,2019-01,XGBoost P+M+N (+macro+news),117,1.932,52.458,66.6,2.411,31.6
SPSL20,5,5,2019-07,naive (no change),124,1.873,54.054,74.474,2.666,0.0
SPSL20,5,5,2019-07,"ARIMA(1,1,1)",124,1.916,55.29,76.11,2.733,43.5
SPSL20,5,5,2019-07,Ridge P (price only),124,1.889,54.609,75.222,2.67,59.7
SPSL20,5,5,2019-07,XGBoost P (price only),124,1.71,49.478,70.216,2.506,69.4
SPSL20,5,5,2019-07,Ridge P+M (+macro),124,1.983,57.317,78.03,2.782,46.8
SPSL20,5,5,2019-07,XGBoost P+M (+macro),124,2.145,62.014,82.7,2.967,35.5
SPSL20,5,5,2019-07,Ridge P+M+N (+macro+news),124,1.974,57.034,78.98,2.828,46.0
SPSL20,5,5,2019-07,XGBoost P+M+N (+macro+news),124,2.131,61.572,84.023,3.017,46.0
SPSL20,5,6,2020-01,naive (no change),83,5.861,122.855,186.628,8.224,0.0
SPSL20,5,6,2020-01,"ARIMA(1,1,1)",83,5.85,122.583,186.31,8.217,57.8
SPSL20,5,6,2020-01,Ridge P (price only),83,5.648,118.71,179.391,7.898,60.2
SPSL20,5,6,2020-01,XGBoost P (price only),83,5.762,119.595,192.892,8.392,61.4
SPSL20,5,6,2020-01,Ridge P+M (+macro),83,5.567,117.057,180.558,7.849,62.7
SPSL20,5,6,2020-01,XGBoost P+M (+macro),83,5.71,119.427,191.617,8.327,60.2
SPSL20,5,6,2020-01,Ridge P+M+N (+macro+news),83,5.514,115.983,178.922,7.786,60.2
SPSL20,5,6,2020-01,XGBoost P+M+N (+macro+news),83,5.701,119.242,189.516,8.275,60.2
SPSL20,5,7,2020-07,naive (no change),126,2.627,62.524,76.765,3.234,0.0
SPSL20,5,7,2020-07,"ARIMA(1,1,1)",126,2.559,60.576,74.804,3.137,59.5
SPSL20,5,7,2020-07,Ridge P (price only),126,2.534,59.923,75.077,3.175,60.3
SPSL20,5,7,2020-07,XGBoost P (price only),126,3.499,82.635,102.606,4.352,46.0
SPSL20,5,7,2020-07,Ridge P+M (+macro),126,2.584,61.235,76.167,3.221,56.3
SPSL20,5,7,2020-07,XGBoost P+M (+macro),126,3.26,77.143,100.027,4.174,45.2
SPSL20,5,7,2020-07,Ridge P+M+N (+macro+news),126,2.577,60.924,74.748,3.175,55.6
SPSL20,5,7,2020-07,XGBoost P+M+N (+macro+news),126,3.146,74.299,94.681,3.991,44.4
SPSL20,5,8,2021-01,naive (no change),114,3.493,106.91,148.234,4.967,0.0
SPSL20,5,8,2021-01,"ARIMA(1,1,1)",114,3.492,106.851,148.094,4.958,53.5
SPSL20,5,8,2021-01,Ridge P (price only),114,3.609,109.727,148.074,4.961,55.3
SPSL20,5,8,2021-01,XGBoost P (price only),114,4.405,134.322,185.124,6.131,57.0
SPSL20,5,8,2021-01,Ridge P+M (+macro),114,3.67,111.668,151.289,5.078,47.4
SPSL20,5,8,2021-01,XGBoost P+M (+macro),114,4.143,126.173,176.736,5.909,52.6
SPSL20,5,8,2021-01,Ridge P+M+N (+macro+news),114,3.568,108.58,147.838,4.973,48.2
SPSL20,5,8,2021-01,XGBoost P+M+N (+macro+news),114,4.244,129.068,175.362,5.858,44.7
SPSL20,5,9,2021-07,naive (no change),124,2.604,93.537,119.027,3.402,0.0
SPSL20,5,9,2021-07,"ARIMA(1,1,1)",124,2.575,92.421,117.491,3.359,67.7
SPSL20,5,9,2021-07,Ridge P (price only),124,2.498,89.292,111.251,3.204,58.1
SPSL20,5,9,2021-07,XGBoost P (price only),124,2.639,94.562,119.776,3.417,50.0
SPSL20,5,9,2021-07,Ridge P+M (+macro),124,2.462,87.799,108.808,3.132,69.4
SPSL20,5,9,2021-07,XGBoost P+M (+macro),124,2.851,102.061,127.062,3.64,50.0
SPSL20,5,9,2021-07,Ridge P+M+N (+macro+news),124,2.536,90.529,111.212,3.176,68.5
SPSL20,5,9,2021-07,XGBoost P+M+N (+macro+news),124,2.824,100.59,130.317,3.755,62.1
SPSL20,5,10,2022-01,naive (no change),107,5.875,178.739,249.425,7.593,0.0
SPSL20,5,10,2022-01,"ARIMA(1,1,1)",107,5.798,176.606,247.003,7.534,70.1
