ticker,horizon_days,fold,test_from,model,n_test,MAPE_%,MAE,RMSE,ret_RMSE_pp,dir_acc_%
SAMP,1,11,2022-07,XGBoost P+M (+macro),124,2.256,0.766,1.099,3.357,54.8
SAMP,1,11,2022-07,Ridge P+M+N (+macro+news),124,2.244,0.761,1.023,3.109,44.4
SAMP,1,11,2022-07,XGBoost P+M+N (+macro+news),124,2.275,0.775,1.123,3.411,54.8
SAMP,1,12,2023-01,naive (no change),119,1.936,0.955,1.393,2.833,5.9
SAMP,1,12,2023-01,"ARIMA(1,1,1)",119,1.947,0.96,1.401,2.853,42.9
SAMP,1,12,2023-01,Ridge P (price only),119,1.943,0.956,1.384,2.829,52.9
SAMP,1,12,2023-01,XGBoost P (price only),119,1.93,0.951,1.383,2.791,53.8
SAMP,1,12,2023-01,Ridge P+M (+macro),119,1.91,0.94,1.367,2.78,53.8
SAMP,1,12,2023-01,XGBoost P+M (+macro),119,1.934,0.959,1.394,2.809,49.6
SAMP,1,12,2023-01,Ridge P+M+N (+macro+news),119,1.908,0.94,1.369,2.784,52.1
SAMP,1,12,2023-01,XGBoost P+M+N (+macro+news),119,1.943,0.965,1.403,2.824,55.5
SAMP,1,13,2023-07,naive (no change),123,1.354,0.936,1.316,1.959,9.8
SAMP,1,13,2023-07,"ARIMA(1,1,1)",123,1.355,0.938,1.331,1.984,51.2
SAMP,1,13,2023-07,Ridge P (price only),123,1.427,0.986,1.345,1.999,39.8
SAMP,1,13,2023-07,XGBoost P (price only),123,1.573,1.087,1.478,2.203,42.3
SAMP,1,13,2023-07,Ridge P+M (+macro),123,1.542,1.065,1.431,2.102,36.6
SAMP,1,13,2023-07,XGBoost P+M (+macro),123,1.827,1.256,1.614,2.368,39.0
SAMP,1,13,2023-07,Ridge P+M+N (+macro+news),123,1.553,1.072,1.43,2.101,38.2
SAMP,1,13,2023-07,XGBoost P+M+N (+macro+news),123,1.701,1.17,1.537,2.268,37.4
SAMP,1,14,2024-01,naive (no change),115,0.749,0.571,0.812,1.062,7.0
SAMP,1,14,2024-01,"ARIMA(1,1,1)",115,0.752,0.573,0.814,1.066,46.1
SAMP,1,14,2024-01,Ridge P (price only),115,0.714,0.545,0.784,1.024,53.0
SAMP,1,14,2024-01,XGBoost P (price only),115,0.744,0.565,0.825,1.082,52.2
SAMP,1,14,2024-01,Ridge P+M (+macro),115,0.72,0.549,0.786,1.026,53.0
SAMP,1,14,2024-01,XGBoost P+M (+macro),115,0.79,0.6,0.85,1.118,49.6
SAMP,1,14,2024-01,Ridge P+M+N (+macro+news),115,0.726,0.554,0.788,1.027,53.0
SAMP,1,14,2024-01,XGBoost P+M+N (+macro+news),115,0.774,0.588,0.807,1.057,44.3
SAMP,1,15,2024-07,naive (no change),125,1.084,0.939,1.289,1.46,4.0
SAMP,1,15,2024-07,"ARIMA(1,1,1)",125,1.09,0.945,1.3,1.47,42.4
SAMP,1,15,2024-07,Ridge P (price only),125,0.994,0.858,1.178,1.341,65.6
SAMP,1,15,2024-07,XGBoost P (price only),125,1.051,0.898,1.198,1.389,59.2
SAMP,1,15,2024-07,Ridge P+M (+macro),125,1.0,0.864,1.194,1.357,65.6
SAMP,1,15,2024-07,XGBoost P+M (+macro),125,1.009,0.868,1.152,1.331,63.2
SAMP,1,15,2024-07,Ridge P+M+N (+macro+news),125,0.999,0.863,1.192,1.354,65.6
SAMP,1,15,2024-07,XGBoost P+M+N (+macro+news),125,1.013,0.869,1.185,1.372,64.8
SAMP,1,16,2025-01,naive (no change),114,1.29,1.5,2.105,1.846,8.8
SAMP,1,16,2025-01,"ARIMA(1,1,1)",114,1.293,1.503,2.105,1.845,48.2
SAMP,1,16,2025-01,Ridge P (price only),114,1.365,1.584,2.204,1.941,47.4
SAMP,1,16,2025-01,XGBoost P (price only),114,1.382,1.602,2.271,2.002,48.2
SAMP,1,16,2025-01,Ridge P+M (+macro),114,1.362,1.581,2.201,1.94,45.6
SAMP,1,16,2025-01,XGBoost P+M (+macro),114,1.397,1.617,2.282,2.004,46.5
SAMP,1,16,2025-01,Ridge P+M+N (+macro+news),114,1.363,1.582,2.198,1.936,46.5
SAMP,1,16,2025-01,XGBoost P+M+N (+macro+news),114,1.369,1.586,2.247,1.973,47.4
SAMP,1,17,2025-07,naive (no change),124,0.768,1.103,1.627,1.148,8.1
SAMP,1,17,2025-07,"ARIMA(1,1,1)",124,0.768,1.102,1.621,1.142,50.8
SAMP,1,17,2025-07,Ridge P (price only),124,0.783,1.123,1.599,1.125,53.2
SAMP,1,17,2025-07,XGBoost P (price only),124,0.784,1.124,1.612,1.133,53.2
SAMP,1,17,2025-07,Ridge P+M (+macro),124,0.783,1.123,1.6,1.128,51.6
SAMP,1,17,2025-07,XGBoost P+M (+macro),124,0.771,1.106,1.583,1.113,52.4
SAMP,1,17,2025-07,Ridge P+M+N (+macro+news),124,0.781,1.121,1.599,1.126,53.2
SAMP,1,17,2025-07,XGBoost P+M+N (+macro+news),124,0.765,1.097,1.584,1.115,54.0
SAMP,1,18,2026-01,naive (no change),118,0.826,1.242,1.997,1.316,6.8
SAMP,1,18,2026-01,"ARIMA(1,1,1)",118,0.834,1.254,2.0,1.317,39.8
SAMP,1,18,2026-01,Ridge P (price only),118,0.898,1.351,2.107,1.389,44.9
SAMP,1,18,2026-01,XGBoost P (price only),118,0.891,1.34,2.027,1.336,44.9
SAMP,1,18,2026-01,Ridge P+M (+macro),118,0.895,1.347,2.106,1.388,45.8
SAMP,1,18,2026-01,XGBoost P+M (+macro),118,0.862,1.295,1.949,1.284,45.8
SAMP,1,18,2026-01,Ridge P+M+N (+macro+news),118,0.901,1.355,2.108,1.389,45.8
SAMP,1,18,2026-01,XGBoost P+M+N (+macro+news),118,0.851,1.279,1.957,1.289,50.8
SAMP,5,0,2017-01,naive (no change),111,1.648,1.348,1.707,2.105,5.4
SAMP,5,0,2017-01,"ARIMA(1,1,1)",111,1.648,1.348,1.707,2.105,52.3
SAMP,5,0,2017-01,Ridge P (price only),111,1.484,1.214,1.619,1.983,63.1
SAMP,5,0,2017-01,XGBoost P (price only),111,1.768,1.447,1.83,2.236,51.4
SAMP,5,0,2017-01,Ridge P+M (+macro),111,1.676,1.372,1.722,2.127,52.3
SAMP,5,0,2017-01,XGBoost P+M (+macro),111,1.784,1.466,1.867,2.288,45.9
SAMP,5,0,2017-01,Ridge P+M+N (+macro+news),111,1.466,1.202,1.586,1.935,66.7
SAMP,5,0,2017-01,XGBoost P+M+N (+macro+news),111,1.816,1.488,1.878,2.303,45.0
SAMP,5,1,2017-07,naive (no change),118,2.619,2.459,3.334,3.588,3.4
SAMP,5,1,2017-07,"ARIMA(1,1,1)",118,2.619,2.459,3.334,3.588,55.1
SAMP,5,1,2017-07,Ridge P (price only),118,2.602,2.445,3.333,3.565,55.1
SAMP,5,1,2017-07,XGBoost P (price only),118,2.735,2.568,3.489,3.729,49.2
SAMP,5,1,2017-07,Ridge P+M (+macro),118,2.559,2.403,3.265,3.49,56.8
SAMP,5,1,2017-07,XGBoost P+M (+macro),118,2.802,2.629,3.568,3.843,46.6
SAMP,5,1,2017-07,Ridge P+M+N (+macro+news),118,2.707,2.536,3.352,3.543,55.9
SAMP,5,1,2017-07,XGBoost P+M+N (+macro+news),118,2.748,2.58,3.565,3.848,45.8
SAMP,5,2,2018-01,naive (no change),116,1.895,1.768,2.357,2.476,0.9
SAMP,5,2,2018-01,"ARIMA(1,1,1)",116,1.898,1.771,2.365,2.484,50.9
SAMP,5,2,2018-01,Ridge P (price only),116,1.923,1.791,2.359,2.475,53.4
SAMP,5,2,2018-01,XGBoost P (price only),116,2.086,1.94,2.58,2.728,51.7
SAMP,5,2,2018-01,Ridge P+M (+macro),116,1.947,1.813,2.416,2.533,50.9
SAMP,5,2,2018-01,XGBoost P+M (+macro),116,2.414,2.236,3.02,3.203,48.3
SAMP,5,2,2018-01,Ridge P+M+N (+macro+news),116,2.075,1.927,2.53,2.653,47.4
SAMP,5,2,2018-01,XGBoost P+M+N (+macro+news),116,2.394,2.217,2.992,3.168,46.6
SAMP,5,3,2018-07,naive (no change),123,2.325,1.792,2.491,3.14,5.7
SAMP,5,3,2018-07,"ARIMA(1,1,1)",123,2.343,1.807,2.509,3.16,35.8
SAMP,5,3,2018-07,Ridge P (price only),123,2.392,1.845,2.524,3.172,39.0
SAMP,5,3,2018-07,XGBoost P (price only),123,2.607,1.995,2.726,3.475,46.3
SAMP,5,3,2018-07,Ridge P+M (+macro),123,2.496,1.92,2.606,3.281,30.1
SAMP,5,3,2018-07,XGBoost P+M (+macro),123,2.36,1.823,2.513,3.174,53.7
SAMP,5,3,2018-07,Ridge P+M+N (+macro+news),123,2.565,1.966,2.659,3.357,45.5
SAMP,5,3,2018-07,XGBoost P+M+N (+macro+news),123,2.406,1.857,2.548,3.225,56.9
SAMP,5,4,2019-01,naive (no change),116,3.418,1.948,2.881,4.531,2.6
SAMP,5,4,2019-01,"ARIMA(1,1,1)",116,3.389,1.933,2.866,4.507,68.1
SAMP,5,4,2019-01,Ridge P (price only),116,3.561,2.039,2.923,4.594,41.4
SAMP,5,4,2019-01,XGBoost P (price only),116,3.887,2.203,2.963,4.807,39.7
SAMP,5,4,2019-01,Ridge P+M (+macro),116,3.425,1.957,2.84,4.466,56.0
SAMP,5,4,2019-01,XGBoost P+M (+macro),116,3.995,2.237,3.134,5.104,43.1
SAMP,5,4,2019-01,Ridge P+M+N (+macro+news),116,3.268,1.861,2.72,4.288,63.8
SAMP,5,4,2019-01,XGBoost P+M+N (+macro+news),116,3.721,2.089,2.982,4.848,54.3
SAMP,5,5,2019-07,naive (no change),123,2.574,1.372,1.974,3.802,1.6
SAMP,5,5,2019-07,"ARIMA(1,1,1)",123,2.575,1.373,1.974,3.804,44.7
SAMP,5,5,2019-07,Ridge P (price only),123,2.647,1.411,2.002,3.821,53.7
SAMP,5,5,2019-07,XGBoost P (price only),123,2.698,1.438,2.031,3.9,44.7
SAMP,5,5,2019-07,Ridge P+M (+macro),123,2.703,1.44,2.011,3.867,39.8
SAMP,5,5,2019-07,XGBoost P+M (+macro),123,2.698,1.442,1.971,3.808,48.0
SAMP,5,5,2019-07,Ridge P+M+N (+macro+news),123,2.605,1.388,1.965,3.771,51.2
SAMP,5,5,2019-07,XGBoost P+M+N (+macro+news),123,2.86,1.535,2.113,4.061,55.3
SAMP,5,6,2020-01,naive (no change),82,6.709,2.709,3.934,8.911,0.0
SAMP,5,6,2020-01,"ARIMA(1,1,1)",82,6.706,2.708,3.933,8.91,58.5
SAMP,5,6,2020-01,Ridge P (price only),82,6.415,2.612,3.807,8.764,52.4
SAMP,5,6,2020-01,XGBoost P (price only),82,7.175,2.903,4.362,9.718,51.2
SAMP,5,6,2020-01,Ridge P+M (+macro),82,6.384,2.602,3.793,8.713,52.4
SAMP,5,6,2020-01,XGBoost P+M (+macro),82,6.925,2.81,4.116,9.121,47.6
SAMP,5,6,2020-01,Ridge P+M+N (+macro+news),82,6.38,2.615,3.78,8.651,53.7
SAMP,5,6,2020-01,XGBoost P+M+N (+macro+news),82,6.915,2.808,4.166,9.23,43.9
SAMP,5,7,2020-07,naive (no change),125,2.805,1.173,1.549,3.703,0.8
SAMP,5,7,2020-07,"ARIMA(1,1,1)",125,2.801,1.17,1.539,3.674,52.8
SAMP,5,7,2020-07,Ridge P (price only),125,2.999,1.248,1.619,3.863,44.0
SAMP,5,7,2020-07,XGBoost P (price only),125,3.158,1.318,1.673,3.985,41.6
SAMP,5,7,2020-07,Ridge P+M (+macro),125,2.996,1.246,1.577,3.777,52.8
SAMP,5,7,2020-07,XGBoost P+M (+macro),125,3.079,1.274,1.63,3.892,50.4
SAMP,5,7,2020-07,Ridge P+M+N (+macro+news),125,2.984,1.238,1.527,3.668,49.6
SAMP,5,7,2020-07,XGBoost P+M+N (+macro+news),125,2.854,1.18,1.522,3.627,55.2
SAMP,5,8,2021-01,naive (no change),111,4.305,2.306,3.372,6.432,1.8
SAMP,5,8,2021-01,"ARIMA(1,1,1)",111,4.289,2.3,3.377,6.457,52.3
SAMP,5,8,2021-01,Ridge P (price only),111,4.277,2.283,3.165,6.103,49.5
SAMP,5,8,2021-01,XGBoost P (price only),111,5.184,2.777,3.785,7.304,29.7
SAMP,5,8,2021-01,Ridge P+M (+macro),111,4.319,2.304,3.188,6.147,51.4
SAMP,5,8,2021-01,XGBoost P+M (+macro),111,4.59,2.474,3.59,6.977,45.9
SAMP,5,8,2021-01,Ridge P+M+N (+macro+news),111,4.316,2.296,3.15,6.098,49.5
SAMP,5,8,2021-01,XGBoost P+M+N (+macro+news),111,4.369,2.355,3.44,6.695,51.4
SAMP,5,9,2021-07,naive (no change),124,1.685,0.885,1.273,2.448,4.0
SAMP,5,9,2021-07,"ARIMA(1,1,1)",124,1.685,0.886,1.273,2.448,48.4
SAMP,5,9,2021-07,Ridge P (price only),124,2.042,1.066,1.417,2.706,41.9
SAMP,5,9,2021-07,XGBoost P (price only),124,2.096,1.094,1.481,2.825,50.0
SAMP,5,9,2021-07,Ridge P+M (+macro),124,2.493,1.298,1.638,3.112,44.4
SAMP,5,9,2021-07,XGBoost P+M (+macro),124,1.984,1.035,1.377,2.646,49.2
SAMP,5,9,2021-07,Ridge P+M+N (+macro+news),124,2.468,1.283,1.626,3.098,41.9
SAMP,5,9,2021-07,XGBoost P+M+N (+macro+news),124,2.124,1.117,1.536,2.969,47.6
SAMP,5,10,2022-01,naive (no change),107,4.986,1.999,2.908,6.453,1.9
SAMP,5,10,2022-01,"ARIMA(1,1,1)",107,4.977,1.996,2.905,6.444,68.2
SAMP,5,10,2022-01,Ridge P (price only),107,4.76,1.936,2.739,6.081,57.9
SAMP,5,10,2022-01,XGBoost P (price only),107,5.327,2.211,3.047,6.654,51.4
SAMP,5,10,2022-01,Ridge P+M (+macro),107,7.57,2.958,4.123,9.452,36.4
SAMP,5,10,2022-01,XGBoost P+M (+macro),107,6.521,2.567,3.588,8.253,32.7
SAMP,5,10,2022-01,Ridge P+M+N (+macro+news),107,7.255,2.8,3.9,9.138,40.2
SAMP,5,10,2022-01,XGBoost P+M+N (+macro+news),107,6.212,2.452,3.361,7.684,30.8
SAMP,5,11,2022-07,naive (no change),124,4.608,1.587,2.283,7.13,4.0
SAMP,5,11,2022-07,"ARIMA(1,1,1)",124,4.62,1.591,2.282,7.123,41.1
SAMP,5,11,2022-07,Ridge P (price only),124,4.32,1.49,2.213,6.94,68.5
SAMP,5,11,2022-07,XGBoost P (price only),124,5.013,1.74,2.523,7.817,52.4
SAMP,5,11,2022-07,Ridge P+M (+macro),124,5.761,1.975,2.528,7.797,36.3
SAMP,5,11,2022-07,XGBoost P+M (+macro),124,5.35,1.853,2.615,8.175,54.8
SAMP,5,11,2022-07,Ridge P+M+N (+macro+news),124,6.709,2.28,2.767,8.26,46.0
SAMP,5,11,2022-07,XGBoost P+M+N (+macro+news),124,5.04,1.749,2.517,7.864,58.1
SAMP,5,12,2023-01,naive (no change),119,4.997,2.493,3.318,7.24,1.7
SAMP,5,12,2023-01,"ARIMA(1,1,1)",119,4.994,2.491,3.313,7.229,58.8
SAMP,5,12,2023-01,Ridge P (price only),119,5.223,2.6,3.461,7.614,44.5
SAMP,5,12,2023-01,XGBoost P (price only),119,5.351,2.657,3.468,7.612,44.5
SAMP,5,12,2023-01,Ridge P+M (+macro),119,5.198,2.591,3.414,7.379,49.6
SAMP,5,12,2023-01,XGBoost P+M (+macro),119,5.586,2.78,3.629,7.851,53.8
SAMP,5,12,2023-01,Ridge P+M+N (+macro+news),119,5.238,2.614,3.437,7.417,47.9
SAMP,5,12,2023-01,XGBoost P+M+N (+macro+news),119,5.137,2.551,3.385,7.276,48.7
SAMP,5,13,2023-07,naive (no change),123,3.214,2.237,2.891,4.29,2.4
SAMP,5,13,2023-07,"ARIMA(1,1,1)",123,3.284,2.282,2.883,4.255,45.5
SAMP,5,13,2023-07,Ridge P (price only),123,3.33,2.328,2.999,4.421,49.6
SAMP,5,13,2023-07,XGBoost P (price only),123,3.545,2.486,3.294,4.851,48.0
SAMP,5,13,2023-07,Ridge P+M (+macro),123,4.878,3.412,4.115,5.84,42.3
SAMP,5,13,2023-07,XGBoost P+M (+macro),123,5.164,3.567,4.38,6.327,40.7
SAMP,5,13,2023-07,Ridge P+M+N (+macro+news),123,4.916,3.433,4.122,5.86,39.0
SAMP,5,13,2023-07,XGBoost P+M+N (+macro+news),123,5.295,3.661,4.487,6.458,43.1
SAMP,5,14,2024-01,naive (no change),115,1.969,1.499,1.938,2.599,2.6
SAMP,5,14,2024-01,"ARIMA(1,1,1)",115,1.971,1.501,1.943,2.608,47.0
SAMP,5,14,2024-01,Ridge P (price only),115,2.07,1.584,2.045,2.703,53.0
SAMP,5,14,2024-01,XGBoost P (price only),115,2.069,1.583,2.066,2.742,51.3
SAMP,5,14,2024-01,Ridge P+M (+macro),115,2.142,1.634,2.076,2.722,53.0
SAMP,5,14,2024-01,XGBoost P+M (+macro),115,2.275,1.728,2.089,2.798,38.3
SAMP,5,14,2024-01,Ridge P+M+N (+macro+news),115,2.182,1.662,2.09,2.734,47.0
SAMP,5,14,2024-01,XGBoost P+M+N (+macro+news),115,2.145,1.635,2.033,2.707,42.6
SAMP,5,15,2024-07,naive (no change),125,3.245,2.867,3.683,4.203,1.6
SAMP,5,15,2024-07,"ARIMA(1,1,1)",125,3.24,2.862,3.674,4.193,62.4
SAMP,5,15,2024-07,Ridge P (price only),125,2.964,2.6,3.345,3.852,69.6
SAMP,5,15,2024-07,XGBoost P (price only),125,3.059,2.674,3.391,3.951,62.4
SAMP,5,15,2024-07,Ridge P+M (+macro),125,3.069,2.697,3.462,3.978,62.4
SAMP,5,15,2024-07,XGBoost P+M (+macro),125,3.716,3.246,3.908,4.539,34.4
SAMP,5,15,2024-07,Ridge P+M+N (+macro+news),125,3.051,2.68,3.435,3.945,64.8
SAMP,5,15,2024-07,XGBoost P+M+N (+macro+news),125,3.333,2.901,3.568,4.17,48.8
SAMP,5,16,2025-01,naive (no change),114,2.88,3.351,4.538,3.874,0.9
SAMP,5,16,2025-01,"ARIMA(1,1,1)",114,2.879,3.349,4.535,3.87,52.6
SAMP,5,16,2025-01,Ridge P (price only),114,3.2,3.71,4.942,4.229,39.5
SAMP,5,16,2025-01,XGBoost P (price only),114,3.427,3.964,5.267,4.509,44.7
SAMP,5,16,2025-01,Ridge P+M (+macro),114,3.205,3.723,4.961,4.266,47.4
SAMP,5,16,2025-01,XGBoost P+M (+macro),114,4.251,4.887,6.387,5.375,52.6
SAMP,5,16,2025-01,Ridge P+M+N (+macro+news),114,3.19,3.702,4.934,4.234,48.2
SAMP,5,16,2025-01,XGBoost P+M+N (+macro+news),114,4.239,4.875,6.358,5.352,52.6
SAMP,5,17,2025-07,naive (no change),124,2.195,3.173,4.36,3.129,1.6
SAMP,5,17,2025-07,"ARIMA(1,1,1)",124,2.167,3.133,4.324,3.098,61.3
SAMP,5,17,2025-07,Ridge P (price only),124,2.267,3.275,4.45,3.166,55.6
SAMP,5,17,2025-07,XGBoost P (price only),124,2.348,3.394,4.507,3.203,41.9
SAMP,5,17,2025-07,Ridge P+M (+macro),124,2.262,3.271,4.491,3.213,51.6
SAMP,5,17,2025-07,XGBoost P+M (+macro),124,2.246,3.246,4.282,3.027,54.0
SAMP,5,17,2025-07,Ridge P+M+N (+macro+news),124,2.249,3.251,4.447,3.174,57.3
SAMP,5,17,2025-07,XGBoost P+M+N (+macro+news),124,2.227,3.217,4.222,2.983,54.0
SAMP,5,18,2026-01,naive (no change),118,1.95,2.93,4.025,2.642,4.2
SAMP,5,18,2026-01,"ARIMA(1,1,1)",118,1.947,2.927,4.018,2.638,51.7
SAMP,5,18,2026-01,Ridge P (price only),118,2.332,3.499,4.725,3.102,38.1
SAMP,5,18,2026-01,XGBoost P (price only),118,2.376,3.562,4.859,3.19,39.0
SAMP,5,18,2026-01,Ridge P+M (+macro),118,2.315,3.477,4.688,3.08,38.1
SAMP,5,18,2026-01,XGBoost P+M (+macro),118,2.146,3.214,4.48,2.945,46.6
SAMP,5,18,2026-01,Ridge P+M+N (+macro+news),118,2.352,3.528,4.723,3.098,38.1
SAMP,5,18,2026-01,XGBoost P+M+N (+macro+news),118,2.419,3.621,4.828,3.18,44.1
LOFC,1,0,2017-01,naive (no change),97,2.649,0.072,0.116,4.43,49.5
LOFC,1,0,2017-01,"ARIMA(1,1,1)",97,2.649,0.072,0.116,4.43,29.9
LOFC,1,0,2017-01,Ridge P (price only),97,2.857,0.079,0.113,4.236,34.0
LOFC,1,0,2017-01,XGBoost P (price only),97,3.076,0.084,0.118,4.413,28.9
LOFC,1,0,2017-01,Ridge P+M (+macro),97,3.003,0.083,0.117,4.377,30.9
LOFC,1,0,2017-01,XGBoost P+M (+macro),97,3.05,0.084,0.118,4.415,30.9
LOFC,1,0,2017-01,Ridge P+M+N (+macro+news),97,3.145,0.087,0.12,4.466,29.9
LOFC,1,0,2017-01,XGBoost P+M+N (+macro+news),97,3.238,0.089,0.121,4.526,28.9
LOFC,1,1,2017-07,naive (no change),103,2.081,0.081,0.113,2.969,37.9
LOFC,1,1,2017-07,"ARIMA(1,1,1)",103,2.354,0.091,0.116,3.025,28.2
LOFC,1,1,2017-07,Ridge P (price only),103,2.144,0.083,0.103,2.713,43.7
LOFC,1,1,2017-07,XGBoost P (price only),103,2.174,0.084,0.101,2.654,38.8
LOFC,1,1,2017-07,Ridge P+M (+macro),103,2.18,0.084,0.104,2.74,42.7
LOFC,1,1,2017-07,XGBoost P+M (+macro),103,2.158,0.083,0.103,2.677,40.8
LOFC,1,1,2017-07,Ridge P+M+N (+macro+news),103,2.228,0.086,0.105,2.752,38.8
LOFC,1,1,2017-07,XGBoost P+M+N (+macro+news),103,2.258,0.087,0.106,2.755,35.9
LOFC,1,2,2018-01,naive (no change),97,1.802,0.068,0.091,2.409,39.2
LOFC,1,2,2018-01,"ARIMA(1,1,1)",97,1.986,0.075,0.092,2.444,35.1
LOFC,1,2,2018-01,Ridge P (price only),97,1.788,0.067,0.083,2.21,43.3
LOFC,1,2,2018-01,XGBoost P (price only),97,1.929,0.073,0.089,2.387,40.2
LOFC,1,2,2018-01,Ridge P+M (+macro),97,1.793,0.068,0.083,2.22,44.3
LOFC,1,2,2018-01,XGBoost P+M (+macro),97,1.893,0.071,0.087,2.343,42.3
LOFC,1,2,2018-01,Ridge P+M+N (+macro+news),97,1.807,0.068,0.084,2.226,41.2
LOFC,1,2,2018-01,XGBoost P+M+N (+macro+news),97,1.963,0.074,0.09,2.412,41.2
LOFC,1,3,2018-07,naive (no change),93,2.333,0.082,0.112,3.257,36.6
LOFC,1,3,2018-07,"ARIMA(1,1,1)",93,2.333,0.082,0.112,3.257,30.1
LOFC,1,3,2018-07,Ridge P (price only),93,2.434,0.085,0.108,3.13,40.9
LOFC,1,3,2018-07,XGBoost P (price only),93,2.432,0.085,0.111,3.205,37.6
LOFC,1,3,2018-07,Ridge P+M (+macro),93,2.455,0.086,0.109,3.144,38.7
LOFC,1,3,2018-07,XGBoost P+M (+macro),93,2.465,0.087,0.11,3.185,38.7
LOFC,1,3,2018-07,Ridge P+M+N (+macro+news),93,2.487,0.087,0.11,3.188,39.8
LOFC,1,3,2018-07,XGBoost P+M+N (+macro+news),93,2.508,0.088,0.113,3.266,39.8
LOFC,1,4,2019-01,naive (no change),90,2.615,0.09,0.138,4.28,35.6
LOFC,1,4,2019-01,"ARIMA(1,1,1)",90,3.149,0.108,0.144,4.411,31.1
LOFC,1,4,2019-01,Ridge P (price only),90,2.649,0.091,0.132,4.067,46.7
LOFC,1,4,2019-01,XGBoost P (price only),90,2.705,0.093,0.134,4.144,40.0
LOFC,1,4,2019-01,Ridge P+M (+macro),90,2.684,0.092,0.133,4.096,47.8
LOFC,1,4,2019-01,XGBoost P+M (+macro),90,2.693,0.093,0.135,4.184,41.1
LOFC,1,4,2019-01,Ridge P+M+N (+macro+news),90,2.656,0.091,0.133,4.084,47.8
LOFC,1,4,2019-01,XGBoost P+M+N (+macro+news),90,2.673,0.092,0.135,4.171,36.7
LOFC,1,5,2019-07,naive (no change),116,1.442,0.055,0.082,2.161,50.0
LOFC,1,5,2019-07,"ARIMA(1,1,1)",116,1.496,0.057,0.082,2.169,24.1
LOFC,1,5,2019-07,Ridge P (price only),116,1.499,0.057,0.076,1.994,31.9
LOFC,1,5,2019-07,XGBoost P (price only),116,1.559,0.06,0.078,2.036,33.6
LOFC,1,5,2019-07,Ridge P+M (+macro),116,1.49,0.057,0.076,2.005,31.9
LOFC,1,5,2019-07,XGBoost P+M (+macro),116,1.584,0.06,0.077,2.029,35.3
LOFC,1,5,2019-07,Ridge P+M+N (+macro+news),116,1.59,0.061,0.078,2.045,33.6
LOFC,1,5,2019-07,XGBoost P+M+N (+macro+news),116,1.645,0.063,0.078,2.049,31.0
LOFC,1,6,2020-01,naive (no change),78,2.932,0.096,0.135,4.319,34.6
LOFC,1,6,2020-01,"ARIMA(1,1,1)",78,2.941,0.096,0.135,4.319,37.2
LOFC,1,6,2020-01,Ridge P (price only),78,3.494,0.114,0.15,4.869,35.9
LOFC,1,6,2020-01,XGBoost P (price only),78,3.34,0.109,0.145,4.624,37.2
LOFC,1,6,2020-01,Ridge P+M (+macro),78,3.493,0.114,0.151,4.919,37.2
LOFC,1,6,2020-01,XGBoost P+M (+macro),78,3.292,0.107,0.148,4.767,34.6
LOFC,1,6,2020-01,Ridge P+M+N (+macro+news),78,3.524,0.115,0.152,4.944,35.9
LOFC,1,6,2020-01,XGBoost P+M+N (+macro+news),78,3.395,0.11,0.152,4.912,32.1
LOFC,1,7,2020-07,naive (no change),125,1.942,0.07,0.102,2.832,42.4
LOFC,1,7,2020-07,"ARIMA(1,1,1)",125,1.967,0.07,0.102,2.83,28.8
LOFC,1,7,2020-07,Ridge P (price only),125,2.126,0.076,0.101,2.811,33.6
LOFC,1,7,2020-07,XGBoost P (price only),125,2.116,0.076,0.103,2.858,35.2
LOFC,1,7,2020-07,Ridge P+M (+macro),125,2.131,0.076,0.102,2.826,35.2
LOFC,1,7,2020-07,XGBoost P+M (+macro),125,2.028,0.073,0.101,2.811,35.2
LOFC,1,7,2020-07,Ridge P+M+N (+macro+news),125,2.18,0.078,0.103,2.852,31.2
LOFC,1,7,2020-07,XGBoost P+M+N (+macro+news),125,2.154,0.077,0.103,2.878,34.4
LOFC,1,8,2021-01,naive (no change),114,3.755,0.252,0.386,5.865,16.7
LOFC,1,8,2021-01,"ARIMA(1,1,1)",114,3.801,0.255,0.388,5.947,43.9
LOFC,1,8,2021-01,Ridge P (price only),114,3.963,0.266,0.417,6.412,44.7
LOFC,1,8,2021-01,XGBoost P (price only),114,3.754,0.25,0.378,5.6,46.5
LOFC,1,8,2021-01,Ridge P+M (+macro),114,3.966,0.266,0.417,6.417,43.0
LOFC,1,8,2021-01,XGBoost P+M (+macro),114,3.87,0.26,0.397,6.033,45.6
LOFC,1,8,2021-01,Ridge P+M+N (+macro+news),114,3.96,0.266,0.418,6.448,40.4
LOFC,1,8,2021-01,XGBoost P+M+N (+macro+news),114,3.922,0.263,0.399,6.032,40.4
LOFC,1,9,2021-07,naive (no change),124,4.984,0.863,1.747,10.073,12.1
LOFC,1,9,2021-07,"ARIMA(1,1,1)",124,4.982,0.862,1.747,10.078,50.0
LOFC,1,9,2021-07,Ridge P (price only),124,5.245,0.926,1.844,10.237,39.5
LOFC,1,9,2021-07,XGBoost P (price only),124,5.815,1.003,1.869,9.946,44.4
LOFC,1,9,2021-07,Ridge P+M (+macro),124,5.301,0.932,1.84,10.24,37.1
LOFC,1,9,2021-07,XGBoost P+M (+macro),124,5.463,0.937,1.76,9.525,45.2
