ds,y,yhat,yhat_lower,yhat_upper
2024-06-13,20.254975,18.530590102858344,16.89543456699004,20.38440619299353
2024-06-14,20.454531,18.626847631073296,16.996897347520164,20.308915830155073
2024-06-18,20.354753,18.47467909880316,16.733586798735693,20.213450669909086
2024-06-19,20.254975,18.467223305995912,16.72401155655644,20.054973529054287
2024-06-20,20.180141,18.429127564702533,16.69555265294995,20.16700102216984
2024-06-24,20.50442,18.42955365115994,16.52492329401515,20.056492014947963
2024-06-25,20.554309,18.36641502524855,16.66112277607595,20.11664653827488
2024-06-26,20.50442,18.360644447298704,16.6617388876301,20.03403515074531
2024-06-27,20.254975,18.325200010603044,16.515125150593633,19.930534210821737
2024-06-28,20.354753,18.4216427938666,16.747834743619148,20.08859975824049
2024-07-01,20.354753,18.34492198164394,16.621682496788743,20.00578125962312
2024-07-02,20.454531,18.288504313278864,16.59200986105504,20.116837017426057
2024-07-03,20.304864,18.290104331259958,16.464063889927363,20.161540034135626
2024-07-04,20.304864,18.26263237743266,16.399628987952976,19.9884521995076
2024-07-05,20.304864,18.36760842139565,16.655048490080222,20.106000325033992
2024-07-08,20.155196,18.319558325399143,16.649308935840246,20.114410611446907
2024-07-09,19.930695,18.273663181382595,16.5892059603648,19.994949979555194
2024-07-10,19.855862,18.286257201337705,16.574637885491377,19.98613914291965
2024-07-11,19.456749,18.270251646048578,16.496324765742504,20.08731441073757
2024-07-12,19.456749,18.387169699897854,16.712473396649933,20.062751572673253
2024-07-15,19.40686,18.37780979227643,16.699709460007213,20.166459090930115
2024-07-16,19.456749,18.345741545289513,16.81334596869591,20.168787110419608
2024-07-17,19.356971,18.37259046662278,16.65196190191846,20.026656604873317
2024-07-18,19.356971,18.371224457718327,16.693311458408697,20.044452120165147
2024-07-19,19.356971,18.503105587185686,16.766004387228723,20.252431657746417
2024-07-22,19.157414,18.539659057507826,16.89802049922938,20.408315133556858
2024-07-23,19.032692,18.52282165764084,16.689727265852568,20.184706112414197
2024-07-24,19.356971,18.564602203640607,16.821895141190954,20.340935536556056
2024-07-25,19.207304,18.577680315214284,17.077735096393205,20.365068266080115
2024-07-26,19.107525,18.72331222638248,17.03152044997204,20.537676598622998
2024-07-29,19.082581,18.794710645448166,17.14914897372855,20.50487859190226
2024-07-30,18.833135,18.786572099967856,17.04788310018979,20.71753079466376
2024-07-31,17.087017,18.835206528492044,17.00064056439779,20.493796520106365
2024-08-01,17.461185,18.85307600925736,17.059802107716866,20.538697512685083
2024-08-02,18.059854,19.001237929123693,17.137831404330655,20.61183986899207
2024-08-05,17.735575,19.065084820572515,17.266024206854304,20.827009269779715
2024-08-06,17.935131,19.04903801927681,17.33458566400656,20.667753226741443
2024-08-07,17.860298,19.087005611567555,17.291116091067384,20.823694522543967
2024-08-08,17.960076,19.091486226677144,17.357083328718847,20.802789174494468
2024-08-09,17.935131,19.22362758199813,17.608353350598602,20.913655135801427
2024-08-12,17.860298,19.225353974630806,17.48418078280553,20.953964528091376
2024-08-13,17.910187,19.184761929539263,17.351525011070972,21.04598474029719
2024-08-14,18.009965,19.19681524531093,17.418160927166763,20.952897062182195
2024-08-15,18.159632,19.174409057692312,17.419453783637053,20.94869430506565
2024-08-16,18.059854,19.27912317024238,17.44273443265889,21.03723649398507
2024-08-20,18.234466,19.134567822277944,17.47985052104686,20.848574845627414
2024-08-21,18.159632,19.123621412829586,17.380351133649103,20.915496288049816
2024-08-22,18.059854,19.080518581424258,17.282737511799223,20.768655347579948
2024-08-23,17.960076,19.167259779709237,17.420373578599996,20.9219007900867
2024-08-26,17.710631,19.054073482690704,17.24271136655235,20.711830464161995
2024-08-27,17.411296,18.984761960498783,17.182034024456687,20.65975627530204
2024-08-28,17.261629,18.97395089682382,17.220353245102313,20.78678041533289
2024-08-29,17.16185,18.93503016593959,17.15357809517387,20.598001845620654
2024-08-30,16.862516,19.029959479546044,17.355852673695633,20.828368693916875
2024-09-02,16.687904,18.96373040628017,17.291884755072875,20.903025312480406
2024-09-03,16.662959,18.916591511799744,17.104916699703278,20.727726080912415
2024-09-04,16.662959,18.930559564094192,17.202179748805683,20.61118555653353
2024-09-05,16.61307,18.918538261040293,17.178913505102962,20.613362359198526
2024-09-06,16.563181,19.041951446220526,17.321780446999014,20.832294276424662
2024-09-09,16.363625,19.06481689615771,17.286270494466613,20.86643370713141
2024-09-10,16.275,19.046556128940097,17.295337654211995,20.766488652253752
2024-09-11,16.1,19.08798201526375,17.18488202641397,20.848029161097806
2024-09-12,16.0,19.10142467137827,17.287365767897867,20.689864157979382
2024-09-13,16.275,19.24777450246296,17.377497667160966,21.113655162611252
2024-09-18,16.45,19.356157187627126,17.557067519269133,21.051584782862847
2024-09-19,16.5,19.369798909902485,17.718739668800644,21.124730333823468
2024-09-20,16.8,19.512067372177714,17.795468453528848,21.237470983809818
2024-09-23,16.875,19.547677810886686,17.835818198381205,21.40171982720402
2024-09-24,16.9,19.51886282230924,17.785096305002643,21.205713784775476
2024-09-25,17.0,19.5426393766625,17.91351390097583,21.289751127084074
2024-09-26,17.125,19.531756874481214,17.639574112589123,21.36163577957032
2024-09-27,17.3,19.64767070607273,17.970727174868617,21.368038472209548
2024-09-30,17.9,19.59927292928297,17.78639437608231,21.373460569448266
2024-10-01,18.4,19.54288838129309,17.784527472321095,21.313227795405286
2024-10-02,18.125,19.540336738819857,17.771540014928537,21.369359876215263
2024-10-03,18.1,19.504943117883034,17.758052662846083,21.400002095830267
2024-10-04,18.65,19.5986939106665,17.793286741266908,21.426172267708736
2024-10-07,18.9,19.502294389241122,17.69462589674349,21.160172766456615
2024-10-08,19.6,19.43716856276345,17.53029613573951,21.155261845627667
2024-10-09,19.85,19.42984463267793,17.60669235401804,21.169830932981807
2024-10-10,19.75,19.393716942080548,17.70564461072899,21.161290521727118
2024-10-11,19.7,19.49074959996369,17.548687136243736,21.29169727286291
2024-10-14,19.7,19.42674322333945,17.532640805282803,21.08417382340525
2024-10-15,19.6,19.37900838257371,17.630064724136417,21.062995769218524
2024-10-16,19.6,19.391733915070446,17.531095607139427,21.017439077936963
2024-10-18,19.7,19.4987976970858,17.829362214518312,21.296563514083
2024-10-21,19.7,19.511186807250425,17.794173562816976,21.3867372462166
2024-10-22,19.9,19.488625536722086,17.77488532565808,21.23804368532022
2024-10-23,20.35,19.52549485212041,17.76151398228854,21.19952916968278
2024-10-24,21.075,19.534236969363196,17.77991552400347,21.318191223292427
2024-10-25,21.4,19.675869681536263,17.928624364166094,21.528594691767324
2024-10-28,21.25,19.735126685611363,17.88803030889106,21.47970002849251
2024-11-06,21.3,19.971429642726495,18.052954552654015,21.761572747483754
2024-11-07,21.5,19.970050465561478,18.1087242788482,21.79101664317729
2024-11-08,21.1,20.097371021226127,18.195839456463233,22.019264046620506
2024-11-11,20.9,20.09430057309354,18.130055446962604,21.976839816561846
2024-11-12,21.3,20.056421825019907,18.401269606797793,22.001443199507573
2024-11-13,21.6,20.073819064918922,18.305906366377155,21.9328768083746
2024-11-14,21.5,20.05960443958768,18.188159185696055,21.880793607501104
2024-11-18,21.3,20.148499529906726,18.285691750738263,21.954582664408324
2024-11-19,20.7,20.106355320875874,18.15396412530164,22.000194629180523
2024-11-20,20.7,20.121340647405958,18.478077540128055,22.14052288285069
2024-11-21,20.0,20.10647979946168,18.423697610743886,21.990759366453585
2024-11-22,19.9,20.22336998043452,18.40588528944671,22.177668783039856
2024-11-25,19.3,20.207017153734796,18.417189265440314,21.983927719496684
2024-11-26,19.9,20.170159826871,18.36680308488416,22.117466175815096
2024-11-27,19.9,20.19082673363357,18.374149297897432,22.009405345370308
2024-11-28,20.0,20.181747507856645,18.34534509679097,22.0754797937613
2024-11-29,19.8,20.304229870686598,18.530975398741838,22.19948434271574
2024-12-02,19.9,20.300882437742928,18.473034616723304,22.111955372707538
2024-12-03,20.0,20.26636615837947,18.358776465802684,22.032270731979267
2024-12-04,20.6,20.288101774172866,18.460000000540543,22.32908676153993
2024-12-05,20.8,20.27871992348659,18.43633089253557,22.10174235567112
2024-12-06,20.8,20.399477753562596,18.57456446353488,22.309501938916803
2024-12-09,20.8,20.382659135706707,18.576116156270817,22.21466499907882
2024-12-10,21.0,20.34120178923998,18.424218704812866,22.254826949832573
2024-12-11,21.2,20.35503605614732,18.484287614121083,22.214036632677463
2024-12-12,21.4,20.33700586637575,18.43235293384015,22.236656200971687
2024-12-13,21.5,20.44860903410846,18.493974360226346,22.45874987744867
2024-12-16,21.8,20.40394716152332,18.54526273767711,22.352475414375537
2024-12-17,22.3,20.35399579536974,18.36942124039566,22.260077548129477
2024-12-18,22.5,20.36017107417532,18.473406064395633,22.411352642593194
2024-12-19,22.6,20.33555590470474,18.310180819577354,22.090435578976614
2024-12-20,22.5,20.441859526625926,18.590722338541102,22.24930654820798
2024-12-23,22.4,20.39058685104483,18.501752281760915,22.275458079532772
2024-12-24,22.4,20.34184128591875,18.403654410867645,22.173704529173804
2024-12-26,22.3,20.331001294237122,18.335109391415457,22.22736348881744
2024-12-27,22.3,20.443556315434776,18.589226488278065,22.244399994147056
2024-12-30,22.7,20.419054548162414,18.480205939979413,22.336160348895433
2024-12-31,22.6,20.38118572856138,18.46572128750179,22.22231860219375
2025-01-02,23.7,20.393441387522916,18.33043285965266,22.425104107144826
2025-01-03,24.0,20.517627138427358,18.53335106276365,22.367823441224395
2025-01-06,23.8,20.52478604364899,18.749280295708008,22.53350703570974
2025-01-07,23.9,20.495465871482033,18.65653561752583,22.37263539929672
2025-01-08,24.0,20.52315040053993,18.646024063421955,22.374396510286864
2025-01-09,23.8,20.520386400116735,18.534617637470234,22.464789272751812
2025-01-10,23.9,20.64832826459269,18.642443481590675,22.593802168808654
2025-01-15,24.1,20.643450756966924,18.57361896763813,22.561516960340647
2025-01-16,24.0,20.63287723149198,18.76429045157399,22.523773420036502
2025-01-17,24.0,20.75133662013918,18.76413245264988,22.737351982208732
2025-01-20,23.9,20.72159574047439,18.778710167015735,22.704813318220946
2025-01-21,23.7,20.67406757288206,18.72872390262986,22.66875230262393
2025-01-22,24.0,20.68107684616401,18.82607919353221,22.548437573484634
2025-01-23,24.0,20.655537847367377,18.860006137218207,22.628629363771687
2025-01-24,23.6,20.759009289803064,18.783716785985064,22.69593922604311
2025-01-27,23.1,20.686620532128995,18.74377492799142,22.743086703044565
2025-01-28,22.9,20.626369831916563,18.54851072497589,22.66135299640967
2025-01-29,22.7,20.62169975086697,18.5069211072873,22.557539324378645
2025-01-30,22.7,20.58565635146722,18.622393610837157,22.545506124544893
2025-01-31,22.9,20.679896123261088,18.746348575403694,22.684146470005537
2025-02-03,22.7,20.587902948950138,18.45900570255695,22.599499284741555
2025-02-05,22.1,20.51652192622978,18.46228501030118,22.585228495754436
2025-02-06,22.3,20.479033991799614,18.31908828791078,22.445631562408426
2025-02-07,22.8,20.572874758414248,18.530175647985995,22.51719387182741
2025-02-10,22.6,20.484598930410563,18.61044691886111,22.501860061827973
2025-02-11,22.5,20.42287914476813,18.43404362206614,22.42890623879251
2025-02-13,22.5,20.38373936010941,18.352502104480845,22.416845799019374
2025-02-14,22.9,20.480553741359373,18.473332504807082,22.41844423294548
2025-02-17,22.7,20.40062643401474,18.19277863627335,22.573878857961326
2025-02-18,22.2,20.341282087608068,18.44348232117117,22.260183890893252
2025-02-19,22.2,20.33884633336664,18.185753833266887,22.279058322170986
2025-02-20,22.3,20.306142535674937,18.341737931555027,22.37316219299253
2025-02-21,22.4,20.4046195956628,18.259937861695278,22.53015915968579
2025-02-24,22.3,20.32900956946728,18.355825889650642,22.417551264239076
2025-02-25,22.1,20.271170544445425,18.25465477802144,22.3597837116221
2025-02-27,21.4,20.239778706366476,18.113990074823928,22.24565129909927
2025-02-28,21.3,20.340726544263276,18.24441115685044,22.426842792535762
2025-03-03,21.1,20.27620186276565,17.98356128984206,22.40771453146936
2025-03-04,21.0,20.22357788091489,18.057532645352435,22.251450918688676
2025-03-05,21.0,20.228937408518377,18.175194320339433,22.355229305285935
