date,s_vader,s_lm,n_articles,neg_share_vader,neg_share_lm
2017-02-02,-0.34965555555555555,-0.32592592592592595,9,0.6666666666666666,0.4444444444444444
2017-02-03,-0.04563124999999999,-0.039285714285714285,16,0.5625,0.3125
2017-02-04,0.55072,0.15555555555555556,5,0.2,0.2
2017-02-05,0.33293333333333336,-0.16666666666666666,3,0.3333333333333333,0.3333333333333333
2017-02-06,0.2880333333333333,-0.3333333333333333,3,0.0,0.3333333333333333
2017-02-07,-0.012966666666666663,0.1216931216931217,9,0.4444444444444444,0.3333333333333333
2017-02-08,0.12008750000000001,-0.44246031746031744,8,0.375,0.625
2017-02-09,-0.008025000000000004,-0.41666666666666663,8,0.5,0.625
2017-02-10,0.029200000000000004,-0.07619047619047617,7,0.2857142857142857,0.42857142857142855
2017-02-11,-0.16004000000000002,0.41666666666666663,5,0.6,0.0
2017-02-12,0.5404666666666667,-0.3333333333333333,3,0.0,0.3333333333333333
2017-02-13,-0.82965,-0.4772727272727273,2,1.0,1.0
2017-02-14,0.5851142857142857,-0.18095238095238095,7,0.14285714285714285,0.42857142857142855
2017-02-15,0.2803375,-0.15625,8,0.375,0.5
2017-02-16,0.49727999999999994,-0.27999999999999997,5,0.2,0.4
2017-02-17,0.14604444444444445,-0.04056437389770723,9,0.3333333333333333,0.3333333333333333
2017-02-18,0.63295,0.33333333333333337,2,0.0,0.5
2017-02-19,0.37185,-0.33333333333333337,2,0.5,0.5
2017-02-20,-0.3113666666666667,-0.25757575757575757,3,0.6666666666666666,0.6666666666666666
2017-02-21,-0.019050000000000025,0.125,4,0.25,0.25
2017-02-22,0.1302888888888889,-0.10308641975308643,9,0.2222222222222222,0.4444444444444444
2017-02-23,0.1575142857142857,-0.14285714285714285,7,0.42857142857142855,0.42857142857142855
2017-02-24,0.1604,-0.024999999999999994,4,0.25,0.25
2017-02-25,0.5748333333333333,0.6666666666666666,3,0.0,0.0
2017-02-26,-0.6241249999999999,-0.8333333333333333,4,0.75,1.0
2017-02-27,-0.57245,-0.3333333333333333,6,0.8333333333333334,0.3333333333333333
2017-02-28,0.1397285714285714,0.14285714285714285,7,0.42857142857142855,0.14285714285714285
2017-03-01,-0.2951666666666667,-0.2222222222222222,6,0.6666666666666666,0.3333333333333333
2017-03-02,-0.3977,0.5,4,0.75,0.0
2017-03-03,-0.2119125,-0.3035714285714286,8,0.75,0.5
2017-03-04,0.52395,0.38888888888888884,6,0.16666666666666666,0.16666666666666666
2017-03-05,0.8173,0.0,1,0.0,0.0
2017-03-06,-0.10093333333333332,0.3333333333333333,3,0.6666666666666666,0.0
2017-03-07,-0.033240000000000006,-0.32,5,0.6,0.4
2017-03-08,0.255,-0.039999999999999994,5,0.4,0.4
2017-03-09,0.335625,-0.25,4,0.25,0.5
2017-03-10,0.16732857142857147,-0.09523809523809525,7,0.42857142857142855,0.42857142857142855
2017-03-11,-0.5708666666666667,0.0,3,0.6666666666666666,0.3333333333333333
2017-03-13,0.4237666666666667,0.0,3,0.3333333333333333,0.3333333333333333
2017-03-14,0.21779,-0.2447619047619048,10,0.4,0.5
2017-03-15,-0.10701428571428573,0.06031746031746031,7,0.5714285714285714,0.2857142857142857
2017-03-16,-0.24985,-0.4166666666666667,6,0.6666666666666666,0.6666666666666666
2017-03-17,-0.29933,-0.2,10,0.6,0.4
2017-03-18,0.96385,-0.16666666666666666,2,0.0,0.5
2017-03-19,-0.25234999999999996,1.0,2,0.5,0.0
2017-03-20,0.04790000000000002,0.4444444444444444,3,0.6666666666666666,0.3333333333333333
2017-03-21,0.04161428571428573,-0.21428571428571427,7,0.2857142857142857,0.42857142857142855
2017-03-22,0.54146,0.2,5,0.0,0.0
2017-03-23,-0.1571625,-0.030303030303030304,8,0.5,0.125
2017-03-24,-0.06372857142857143,0.1673469387755102,14,0.42857142857142855,0.35714285714285715
2017-03-25,0.5517,-0.075,8,0.125,0.5
2017-03-26,0.9661,0.0,1,0.0,0.0
2017-03-27,0.218825,0.029166666666666674,4,0.5,0.25
2017-03-28,-0.10244285714285713,0.14285714285714285,7,0.5714285714285714,0.14285714285714285
2017-03-29,0.20932307692307692,-0.32905982905982906,13,0.23076923076923078,0.46153846153846156
2017-03-30,-0.60665,-0.5952380952380953,4,1.0,0.75
2017-03-31,0.355875,0.12037037037037036,12,0.25,0.25
2017-04-01,0.6865833333333334,0.6555555555555556,6,0.16666666666666666,0.0
2017-04-02,-0.23125,-0.0625,4,0.5,0.25
2017-04-03,-0.243175,0.125,4,0.75,0.0
2017-04-04,0.05549999999999999,0.022344322344322348,6,0.5,0.3333333333333333
2017-04-05,0.010600000000000017,-0.22222222222222224,3,0.3333333333333333,0.3333333333333333
2017-04-07,0.4185272727272727,0.01255411255411254,11,0.2727272727272727,0.36363636363636365
2017-04-08,-0.68575,-0.9285714285714286,4,1.0,1.0
2017-04-09,-0.7334,-0.5,2,1.0,0.5
2017-04-10,-0.5106142857142857,-0.46190476190476193,7,0.7142857142857143,0.5714285714285714
2017-04-11,0.1789666666666667,0.0,3,0.3333333333333333,0.3333333333333333
2017-04-12,0.8747833333333334,0.3148148148148148,6,0.0,0.16666666666666666
2017-04-13,0.5990333333333333,0.6666666666666666,3,0.3333333333333333,0.0
2017-04-14,-0.9694,-0.4,2,1.0,0.5
2017-04-15,-0.03414999999999996,0.0,2,0.5,0.5
2017-04-16,0.8074,-1.0,1,0.0,1.0
2017-04-17,0.7571,0.6666666666666666,2,0.0,0.0
2017-04-18,-0.34702,-0.4666666666666667,5,0.6,0.6
2017-04-19,-0.62466,-0.48888888888888893,5,0.8,0.8
2017-04-20,-0.2434,0.6366666666666666,5,0.6,0.0
2017-04-21,0.4031,-0.37083333333333335,8,0.25,0.5
2017-04-22,-0.32985,-0.25,2,0.5,0.5
2017-04-23,-0.28095000000000003,-0.36904761904761907,4,0.75,0.75
2017-04-24,-0.13524999999999998,-0.4604166666666667,8,0.5,0.75
2017-04-25,0.33177500000000004,0.005681818181818184,8,0.25,0.375
2017-04-26,0.4910333333333333,-0.07777777777777778,9,0.1111111111111111,0.2222222222222222
2017-04-27,0.6424,0.011111111111111103,9,0.1111111111111111,0.4444444444444444
2017-04-28,0.5641,-0.10833333333333334,8,0.125,0.375
2017-04-29,0.41154999999999997,0.16666666666666666,4,0.25,0.25
2017-04-30,0.8952,-0.5,2,0.0,0.5
2017-05-01,0.25893333333333335,-0.09523809523809523,3,0.3333333333333333,0.3333333333333333
2017-05-02,0.6705666666666666,0.3801346801346801,6,0.16666666666666666,0.16666666666666666
2017-05-03,-0.14266666666666664,-0.29411764705882354,6,0.6666666666666666,0.5
2017-05-04,0.7440428571428572,-0.14285714285714285,7,0.14285714285714285,0.42857142857142855
2017-05-05,-0.2413636363636364,-0.4848484848484848,11,0.5454545454545454,0.6363636363636364
2017-05-06,-0.41822857142857145,-0.40360750360750364,7,0.8571428571428571,0.7142857142857143
2017-05-07,0.09384999999999998,0.1111111111111111,4,0.5,0.5
2017-05-08,0.2034,0.03571428571428571,7,0.42857142857142855,0.42857142857142855
2017-05-09,-0.034833333333333306,-0.20370370370370372,6,0.6666666666666666,0.3333333333333333
2017-05-10,0.7066,0.12666666666666665,5,0.0,0.6
2017-05-11,0.33643333333333336,0.37878787878787873,6,0.3333333333333333,0.0
2017-05-12,0.1141125,-0.22916666666666666,8,0.375,0.5
2017-05-13,0.6554249999999999,0.5071428571428571,4,0.25,0.0
2017-05-14,0.48266666666666663,0.2333333333333333,3,0.3333333333333333,0.3333333333333333
2017-05-15,0.17518,-0.11111111111111112,5,0.4,0.4
2017-05-16,0.5599000000000001,0.14204545454545453,8,0.125,0.25
2017-05-17,0.092,-0.4181818181818182,8,0.375,0.625
2017-05-18,-0.0769857142857143,-0.2261904761904762,7,0.42857142857142855,0.42857142857142855
2017-05-19,-0.29422499999999996,-0.25,4,0.5,0.5
2017-05-20,0.19426666666666667,-0.016666666666666663,6,0.3333333333333333,0.5
2017-05-21,0.46885,0.5,2,0.0,0.0
2017-05-22,0.11868333333333335,-0.38888888888888884,6,0.3333333333333333,0.5
2017-05-23,0.30929999999999996,0.07619047619047617,7,0.2857142857142857,0.14285714285714285
2017-05-24,0.19226,-0.06666666666666668,5,0.2,0.2
2017-05-25,0.23224999999999998,0.15,4,0.5,0.25
2017-05-26,-0.055166666666666676,-0.25,3,0.3333333333333333,0.3333333333333333
2017-05-27,0.6542,0.0,1,0.0,0.0
2017-05-28,0.8957,-0.6,1,0.0,1.0
2017-05-29,-0.0258,0.0,1,0.0,0.0
2017-05-30,-0.820775,-0.2142857142857143,4,1.0,0.25
2017-05-31,-0.1193,0.11111111111111112,6,0.5,0.3333333333333333
2017-06-01,0.17528000000000002,-0.4333333333333334,5,0.2,0.6
2017-06-02,-0.13294,-0.0047619047619047675,5,0.6,0.2
2017-06-03,-0.979,0.0,1,1.0,0.0
2017-06-04,-0.82295,-0.6666666666666666,2,1.0,1.0
2017-06-05,-0.025928571428571415,-0.2261904761904762,7,0.42857142857142855,0.42857142857142855
2017-06-06,-0.4079125,-0.675,8,0.75,0.75
2017-06-07,0.23422500000000002,-0.2916666666666667,12,0.3333333333333333,0.5
2017-06-08,0.3225285714285714,0.4122448979591837,7,0.2857142857142857,0.14285714285714285
2017-06-09,0.36178333333333335,-0.02777777777777779,6,0.3333333333333333,0.3333333333333333
2017-06-10,0.8603333333333333,0.3333333333333333,3,0.0,0.0
2017-06-11,0.504875,-0.625,4,0.25,0.75
2017-06-12,0.20755999999999997,-0.4896825396825397,5,0.4,0.8
2017-06-13,-0.17862857142857141,-0.5523809523809524,7,0.5714285714285714,0.7142857142857143
2017-06-14,0.002349999999999991,-0.11089466089466089,16,0.5,0.5
2017-06-15,-0.15228333333333335,-0.16666666666666666,6,0.5,0.5
2017-06-16,-0.8496666666666667,-0.30303030303030304,3,1.0,0.3333333333333333
2017-06-17,0.22942,0.4,5,0.4,0.2
2017-06-19,0.04466000000000001,-0.44000000000000006,5,0.4,0.6
2017-06-20,0.03647777777777778,-0.13492063492063494,9,0.4444444444444444,0.4444444444444444
2017-06-21,0.001457142857142871,0.4714285714285714,7,0.42857142857142855,0.2857142857142857
2017-06-22,-0.055320000000000015,-0.2430769230769231,5,0.4,0.4
2017-06-23,-0.40553333333333336,0.08333333333333333,3,0.6666666666666666,0.3333333333333333
2017-06-24,0.28281428571428574,-0.3911976911976912,7,0.2857142857142857,0.7142857142857143
2017-06-25,-0.35536666666666666,-0.4444444444444444,3,0.6666666666666666,0.6666666666666666
2017-06-26,0.5055166666666667,-0.5246031746031746,6,0.16666666666666666,0.8333333333333334
2017-06-27,-0.7138833333333333,-0.09523809523809523,6,1.0,0.5
2017-06-28,0.07405555555555556,-0.3962962962962963,9,0.3333333333333333,0.6666666666666666
2017-06-29,-0.135325,-0.020833333333333336,8,0.625,0.5
2017-06-30,-0.08105714285714286,-0.5238095238095238,7,0.5714285714285714,0.5714285714285714
2017-07-01,0.1349,0.0,7,0.42857142857142855,0.2857142857142857
2017-07-02,0.00256666666666668,0.0,3,0.3333333333333333,0.3333333333333333
2017-07-03,-0.7004666666666667,-0.9047619047619048,3,1.0,1.0
2017-07-04,0.14478,-0.12000000000000002,5,0.4,0.4
2017-07-05,0.4258,-0.44000000000000006,5,0.2,0.8
2017-07-06,0.12728571428571428,-0.10714285714285716,7,0.42857142857142855,0.42857142857142855
2017-07-07,0.19995000000000002,0.2,10,0.4,0.2
2017-07-08,0.2572285714285714,-0.07142857142857142,7,0.2857142857142857,0.2857142857142857
2017-07-09,0.30773333333333336,-0.8181818181818182,3,0.3333333333333333,1.0
2017-07-10,-0.10029999999999994,0.0,2,0.5,0.0
2017-07-11,0.049883333333333335,-0.5,6,0.5,0.6666666666666666
2017-07-12,-0.12335714285714286,-0.038095238095238085,7,0.5714285714285714,0.2857142857142857
2017-07-13,-0.2609375,-0.13690476190476192,8,0.75,0.5
2017-07-14,0.4046125,0.0,8,0.125,0.375
2017-07-15,0.23141428571428574,-0.19047619047619047,7,0.2857142857142857,0.5714285714285714
2017-07-16,0.3085,0.0,2,0.0,0.0
2017-07-17,0.70344,0.12857142857142856,5,0.0,0.2
2017-07-18,0.32695,-0.26851851851851855,6,0.3333333333333333,0.5
2017-07-19,-0.1449125,-6.938893903907228e-18,8,0.625,0.25
2017-07-20,0.575125,0.5535714285714286,8,0.125,0.0
2017-07-21,-0.21353999999999998,-0.11538461538461538,10,0.6,0.3
2017-07-22,-0.45312,-0.32,5,0.8,0.6
2017-07-24,-0.02015,-0.33333333333333337,2,0.5,0.5
2017-07-25,-0.025842857142857143,-0.6266233766233766,7,0.5714285714285714,0.7142857142857143
2017-07-26,0.14204999999999998,0.0,6,0.3333333333333333,0.16666666666666666
2017-07-27,-0.10903333333333336,-0.75,6,0.5,0.8333333333333334
2017-07-28,0.3135,-0.016190476190476193,10,0.3,0.3
2017-07-29,-0.05820833333333331,-0.09722222222222221,12,0.5833333333333334,0.4166666666666667
2017-07-30,0.72115,-0.5,2,0.0,0.5
2017-07-31,0.8424666666666667,0.5,3,0.0,0.0
2017-08-01,-0.027199999999999985,-0.2857142857142857,7,0.5714285714285714,0.5714285714285714
2017-08-02,0.66397,-0.05868131868131869,10,0.0,0.3
2017-08-03,0.3734111111111111,0.047619047619047616,9,0.2222222222222222,0.2222222222222222
2017-08-04,-0.21505555555555556,-0.6111111111111112,9,0.5555555555555556,0.6666666666666666
2017-08-05,0.614,0.3470797720797721,9,0.1111111111111111,0.2222222222222222
2017-08-06,0.9217,0.5,2,0.0,0.0
2017-08-07,-0.10576666666666668,0.16666666666666666,3,0.6666666666666666,0.3333333333333333
2017-08-08,-0.5853333333333334,-0.19999999999999998,6,0.8333333333333334,0.6666666666666666
2017-08-09,0.011420000000000008,0.13333333333333336,5,0.4,0.4
2017-08-10,0.0850111111111111,-0.24074074074074078,9,0.4444444444444444,0.4444444444444444
2017-08-11,0.55114,0.14857142857142858,5,0.2,0.2
2017-08-12,0.015950000000000002,0.06666666666666667,6,0.5,0.3333333333333333
2017-08-14,-0.25622,-0.16666666666666666,5,0.8,0.4
2017-08-15,0.5436333333333333,0.11111111111111112,6,0.0,0.3333333333333333
2017-08-16,0.9051666666666667,0.13333333333333333,3,0.0,0.3333333333333333
2017-08-17,0.9700333333333333,0.3333333333333333,3,0.0,0.0
2017-08-18,-0.18141999999999997,-0.21000000000000002,10,0.7,0.5
2017-08-19,-0.01702857142857141,-0.3333333333333333,7,0.42857142857142855,0.5714285714285714
2017-08-20,0.9649,0.0,1,0.0,0.0
2017-08-21,-0.7941499999999999,0.0,2,1.0,0.5
2017-08-22,0.30998333333333333,-0.2851851851851852,6,0.16666666666666666,0.6666666666666666
2017-08-23,-0.1315666666666667,0.06666666666666665,3,0.3333333333333333,0.3333333333333333
2017-08-24,-0.5031,-0.4666666666666666,5,0.6,0.6
2017-08-25,-0.24636666666666665,-0.12222222222222223,6,0.5,0.3333333333333333
2017-08-26,0.7666,0.0,2,0.0,0.0
2017-08-27,0.16005000000000003,-0.04999999999999999,2,0.5,0.5
2017-08-28,-0.5859,-1.0,1,1.0,1.0
2017-08-29,-0.002616666666666656,-0.38888888888888884,6,0.5,0.5
2017-08-30,-0.03560000000000001,0.07575757575757577,8,0.625,0.5
2017-08-31,0.155125,-0.75,4,0.5,0.75
2017-09-01,0.43876,0.17777777777777776,5,0.2,0.2
2017-09-02,0.9409,0.6666666666666666,2,0.0,0.0
2017-09-03,0.07130000000000003,0.6666666666666666,2,0.5,0.0
2017-09-04,-0.312,-0.4166666666666667,3,0.6666666666666666,0.6666666666666666
2017-09-05,0.47135,-0.48214285714285715,6,0.16666666666666666,0.8333333333333334
2017-09-06,-0.24574,-0.04285714285714286,5,0.6,0.2
2017-09-07,0.061949999999999984,-0.16666666666666666,6,0.3333333333333333,0.16666666666666666
2017-09-08,0.396875,-0.10714285714285714,4,0.0,0.25
2017-09-09,0.6110625000000001,0.0,8,0.125,0.25
2017-09-10,0.42205,0.0,4,0.25,0.25
2017-09-11,0.13607,0.11666666666666665,10,0.3,0.1
2017-09-12,-0.32903333333333334,-0.3287037037037037,6,0.6666666666666666,0.6666666666666666
2017-09-13,0.20403000000000002,0.053333333333333344,10,0.3,0.4
2017-09-14,0.5108888888888888,0.025641025641025647,9,0.0,0.2222222222222222
2017-09-15,0.53447,0.22777777777777777,10,0.2,0.3
2017-09-16,0.18589000000000003,-0.18698412698412697,10,0.4,0.5
2017-09-17,0.52725,-0.5,2,0.0,0.5
2017-09-18,-0.2011666666666667,-0.16666666666666666,6,0.5,0.3333333333333333
2017-09-19,-0.05968749999999999,-0.13541666666666669,8,0.625,0.375
2017-09-20,-0.03486999999999999,-0.15666666666666668,10,0.5,0.5
2017-09-21,0.49555,-0.06666666666666665,10,0.2,0.5
2017-09-22,0.2232625,-0.3,8,0.375,0.375
2017-09-23,0.10762857142857142,-0.14285714285714285,7,0.2857142857142857,0.42857142857142855
2017-09-24,0.5714666666666667,0.0,3,0.0,0.0
2017-09-25,0.1432,0.7142857142857143,2,0.5,0.0
2017-09-26,-0.012028571428571413,0.028571428571428574,7,0.5714285714285714,0.14285714285714285
2017-09-27,-0.3293,-0.20408163265306123,7,0.5714285714285714,0.2857142857142857
2017-09-28,0.3934,0.22834498834498834,5,0.2,0.2
2017-09-29,-0.7579,-1.0,1,1.0,1.0
2017-09-30,0.15722222222222224,0.028571428571428567,9,0.4444444444444444,0.3333333333333333
2017-10-01,0.018699999999999994,-0.45454545454545453,2,0.5,0.5
2017-10-02,0.11446666666666666,-0.14545454545454545,6,0.3333333333333333,0.5
2017-10-03,-0.35733333333333334,0.0,3,0.6666666666666666,0.0
2017-10-04,0.18219166666666667,-0.13214285714285715,12,0.4166666666666667,0.3333333333333333
2017-10-05,-0.03472999999999998,0.03984126984126986,10,0.5,0.4
2017-10-06,-0.297175,-0.275,4,0.75,0.75
2017-10-07,-0.17985714285714288,-0.20816326530612245,7,0.5714285714285714,0.42857142857142855
2017-10-08,-0.6393800000000001,-0.08,5,0.8,0.2
2017-10-09,-0.18640769230769233,0.11538461538461539,13,0.5384615384615384,0.3076923076923077
2017-10-10,-0.20701999999999998,-0.17090909090909093,10,0.7,0.2
2017-10-11,-0.04248823529411765,0.0,17,0.47058823529411764,0.29411764705882354
2017-10-12,-0.7246666666666667,-0.31481481481481477,9,1.0,0.5555555555555556
2017-10-13,0.3156,-0.02962962962962963,9,0.3333333333333333,0.2222222222222222
2017-10-14,-0.22334285714285712,-0.36734693877551017,7,0.5714285714285714,0.5714285714285714
2017-10-15,-0.8475,-0.6666666666666666,2,1.0,1.0
2017-10-16,0.7140333333333334,0.0,3,0.0,0.3333333333333333
2017-10-17,-0.05031538461538462,-0.04995004995004995,13,0.5384615384615384,0.46153846153846156
2017-10-18,0.023462499999999983,0.24358974358974358,8,0.375,0.25
2017-10-19,0.01081250000000001,-0.12638888888888888,8,0.375,0.5
2017-10-20,-0.12265000000000001,-0.14583333333333334,8,0.625,0.375
2017-10-21,-0.3183888888888889,-0.6195767195767196,9,0.7777777777777778,0.8888888888888888
2017-10-22,0.30882499999999996,0.16666666666666666,8,0.375,0.375
2017-10-23,0.8065666666666665,0.4444444444444444,3,0.0,0.0
2017-10-24,0.31958333333333333,0.26515151515151514,6,0.3333333333333333,0.0
2017-10-25,0.6405625,0.2222222222222222,8,0.125,0.125
2017-10-26,-0.4810444444444444,-0.022222222222222216,9,0.8888888888888888,0.4444444444444444
2017-10-27,0.035550000000000005,-0.07083333333333333,8,0.375,0.5
2017-10-28,0.483375,-0.125,4,0.25,0.25
2017-10-29,0.2930333333333333,1.0,3,0.3333333333333333,0.0
2017-10-30,0.7876,0.06666666666666667,3,0.0,0.3333333333333333
2017-10-31,0.6848799999999999,0.10769230769230767,5,0.0,0.2
2017-11-01,-0.18618,-0.2,5,0.6,0.4
2017-11-02,0.2148125,-0.12045454545454545,8,0.25,0.375
2017-11-03,0.28644285714285717,-0.09437229437229436,7,0.2857142857142857,0.42857142857142855
2017-11-04,-0.2516,-0.07777777777777777,6,0.6666666666666666,0.3333333333333333
2017-11-05,-0.4108,-0.6666666666666666,2,1.0,1.0
2017-11-06,-0.659,-0.12,5,0.8,0.4
2017-11-07,-0.41988000000000003,-0.14285714285714288,5,0.8,0.4
2017-11-08,-0.03639999999999999,0.0010101010101010064,11,0.36363636363636365,0.36363636363636365
2017-11-09,-0.0625888888888889,-0.026455026455026454,9,0.4444444444444444,0.3333333333333333
2017-11-10,0.30791428571428575,-0.0051020408163265285,14,0.14285714285714285,0.35714285714285715
2017-11-11,0.06900999999999999,-0.1432900432900433,10,0.4,0.4
2017-11-12,0.2558,1.0,1,0.0,0.0
2017-11-13,0.08794999999999999,-0.33333333333333337,4,0.5,0.75
2017-11-14,0.009299999999999975,0.008163265306122451,7,0.42857142857142855,0.2857142857142857
2017-11-15,-0.2711,-0.14920634920634923,9,0.5555555555555556,0.4444444444444444
2017-11-16,0.34627500000000005,0.1349206349206349,12,0.25,0.3333333333333333
2017-11-17,0.14184285714285713,-0.3246753246753246,7,0.42857142857142855,0.42857142857142855
2017-11-18,-0.1460875,-0.17857142857142858,8,0.5,0.5
2017-11-19,0.9359333333333334,0.5555555555555555,3,0.0,0.0
2017-11-20,0.04965,-0.65,4,0.5,0.75
2017-11-21,0.52658,0.4833333333333334,5,0.2,0.4
2017-11-22,0.044066666666666664,-0.7777777777777777,3,0.3333333333333333,1.0
2017-11-23,-0.3799428571428572,-7.93016446160826e-18,7,0.7142857142857143,0.2857142857142857
2017-11-24,0.284075,0.08333333333333334,4,0.25,0.25
2017-11-25,-0.93,-1.0,1,1.0,1.0
2017-11-26,0.9794666666666667,0.580952380952381,3,0.0,0.0
2017-11-27,-0.0911857142857143,0.3333333333333333,7,0.5714285714285714,0.14285714285714285
2017-11-29,0.4305818181818182,0.09047619047619047,11,0.18181818181818182,0.36363636363636365
2017-11-30,-0.29792,0.25,5,0.6,0.4
2017-12-01,0.020550000000000013,-0.16666666666666669,4,0.5,0.25
2017-12-02,0.13963333333333333,0.5111111111111111,6,0.3333333333333333,0.3333333333333333
2017-12-03,-0.4588,0.0,1,1.0,0.0
2017-12-04,-0.8226333333333334,-0.23665223665223664,3,1.0,1.0
2017-12-05,0.17641111111111113,-0.19865319865319864,9,0.4444444444444444,0.4444444444444444
2017-12-06,-0.05872727272727271,0.13636363636363635,11,0.45454545454545453,0.18181818181818182
2017-12-07,0.4253375,0.12142857142857143,8,0.125,0.375
2017-12-08,0.28478749999999997,-0.1625,8,0.25,0.5
2017-12-09,0.7090909090909091,-0.0101010101010101,11,0.0,0.45454545454545453
2017-12-10,0.9151,0.25,2,0.0,0.5
2017-12-11,-0.08712857142857144,-0.373469387755102,7,0.5714285714285714,0.7142857142857143
2017-12-12,-0.08437142857142858,-0.34761904761904766,7,0.42857142857142855,0.7142857142857143
2017-12-13,0.29757058823529414,-0.08823529411764706,17,0.29411764705882354,0.4117647058823529
2017-12-14,0.13050000000000003,-0.08441558441558442,11,0.36363636363636365,0.5454545454545454
2017-12-15,0.06594166666666668,-0.01944444444444443,12,0.4166666666666667,0.5
2017-12-16,0.35096666666666665,-0.08333333333333333,6,0.16666666666666666,0.3333333333333333
2017-12-17,-0.009600000000000017,0.3333333333333333,3,0.3333333333333333,0.0
2017-12-18,-0.1514,-0.25,4,0.75,0.5
2017-12-19,0.5717833333333333,0.4444444444444444,6,0.16666666666666666,0.16666666666666666
2017-12-20,-0.019100000000000006,-0.4434343434343434,11,0.45454545454545453,0.6363636363636364
2017-12-21,-0.050159999999999996,0.2333333333333333,10,0.4,0.0
2017-12-22,0.3050571428571428,0.0904761904761905,7,0.42857142857142855,0.42857142857142855
2017-12-23,0.5202142857142856,-0.14625850340136054,7,0.14285714285714285,0.42857142857142855
2017-12-24,0.299875,-0.125,4,0.25,0.5
2017-12-25,-0.9550000000000001,-0.5833333333333334,3,1.0,0.6666666666666666
2017-12-26,-0.23106,-0.6,5,0.6,0.8
2017-12-27,0.316975,-0.03333333333333335,8,0.25,0.25
2017-12-28,0.20991999999999997,-0.13999999999999999,10,0.4,0.4
2017-12-29,0.03814000000000002,-0.05333333333333332,5,0.4,0.4
2017-12-30,0.1627333333333333,-0.09523809523809523,6,0.3333333333333333,0.16666666666666666
2017-12-31,-0.1784666666666667,-0.3333333333333333,3,0.3333333333333333,0.3333333333333333
2018-01-01,0.3092111111111111,0.19753086419753085,9,0.3333333333333333,0.2222222222222222
2018-01-02,-0.4376166666666667,-0.19999999999999998,6,0.6666666666666666,0.3333333333333333
2018-01-03,-0.04822,-0.20833333333333331,10,0.4,0.4
2018-01-04,0.7479,0.14444444444444443,10,0.0,0.1
2018-01-05,-0.058810000000000015,-0.13,10,0.5,0.5
2018-01-06,-0.11138571428571431,-0.14285714285714285,7,0.42857142857142855,0.42857142857142855
2018-01-07,0.6467,0.0,2,0.0,0.5
2018-01-08,0.045299999999999986,-0.5,5,0.4,0.6
2018-01-09,-0.19812857142857143,-0.2380952380952381,7,0.5714285714285714,0.42857142857142855
2018-01-10,-0.1028875,-0.5178571428571428,8,0.5,0.625
2018-01-11,-0.1179375,0.04734848484848485,8,0.625,0.25
2018-01-12,0.5563,0.2380952380952381,7,0.0,0.2857142857142857
2018-01-13,0.07625,0.25,4,0.0,0.0
2018-01-14,0.5402250000000001,0.5357142857142857,4,0.25,0.0
2018-01-15,-0.1749125,0.04166666666666666,8,0.625,0.375
2018-01-16,0.39818333333333333,0.059523809523809534,6,0.3333333333333333,0.5
2018-01-17,0.037299999999999986,0.0,8,0.375,0.25
2018-01-18,-0.030300000000000004,-0.022222222222222216,15,0.5333333333333333,0.3333333333333333
2018-01-19,0.030679999999999978,-0.2224242424242424,10,0.5,0.4
2018-01-20,-0.01778181818181818,-0.35064935064935066,11,0.45454545454545453,0.5454545454545454
2018-01-21,0.3264,0.13333333333333333,6,0.16666666666666666,0.3333333333333333
2018-01-22,-0.427475,-0.5,4,0.75,0.75
2018-01-23,0.25451666666666667,0.12301587301587302,12,0.4166666666666667,0.25
2018-01-24,0.4475181818181818,-0.12987012987012989,11,0.18181818181818182,0.36363636363636365
2018-01-25,0.274,0.0,9,0.2222222222222222,0.4444444444444444
2018-01-26,-0.306725,-0.47916666666666663,8,0.625,0.75
2018-01-27,0.15392857142857141,0.18571428571428572,7,0.2857142857142857,0.2857142857142857
2018-01-28,-0.69055,-0.8,2,1.0,1.0
2018-01-29,-0.3132333333333333,0.031746031746031744,6,0.8333333333333334,0.5
2018-01-30,0.26754285714285714,0.31428571428571433,7,0.2857142857142857,0.2857142857142857
2018-01-31,-0.44702000000000003,0.023333333333333317,5,0.8,0.4
2018-02-01,-0.2400888888888889,0.09259259259259259,9,0.6666666666666666,0.3333333333333333
2018-02-02,0.17093999999999998,0.012698412698412712,15,0.3333333333333333,0.3333333333333333
2018-02-03,-0.42075,-0.2833333333333333,4,0.75,0.5
2018-02-04,-0.03111999999999997,-0.30454545454545456,5,0.6,0.6
2018-02-05,-0.05467999999999999,-0.2,5,0.4,0.2
2018-02-06,-0.10768749999999999,-0.5125,8,0.625,0.75
2018-02-07,-0.3876166666666667,0.03333333333333333,6,0.6666666666666666,0.16666666666666666
2018-02-08,0.3408,0.1654918546365915,8,0.375,0.25
2018-02-09,-0.1605,-0.4920634920634921,3,0.6666666666666666,1.0
2018-02-10,0.7341500000000001,-1.0,2,0.0,1.0
2018-02-12,0.8887,0.0,2,0.0,0.5
2018-02-13,-0.2686,-0.4444444444444444,3,0.6666666666666666,0.6666666666666666
2018-02-14,0.05674999999999997,0.0,2,0.5,0.5
2018-02-15,0.431225,0.07142857142857142,4,0.25,0.25
2018-02-16,0.2072666666666667,0.0,3,0.3333333333333333,0.0
2018-02-17,-0.28636,-0.3878787878787879,5,0.8,0.6
